"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"Clinton",2005,10492824,0,1152521,1403834,342710,13391889,13169488,0,1446523,1761945,430134,16808089,78.35,0,8.61,10.48,2.56
"Clinton",2006,11253454,0,1302500,1416623,369907,14342484,13682771,0,1583675,1722434,449760,17438639,78.46,0,9.08,9.88,2.58
"Clinton",2007,11968953,0,1189996,1306569,469521,14935039,14149713,0,1406815,1544628,555068,17656224,80.14,0,7.97,8.75,3.14
"Clinton",2008,12615315,0,1246639,1321488,514451,15697893,14362392,0,1419284,1504499,585697,17871871,80.36,0,7.94,8.42,3.28
"Clinton",2009,12804444,0,1411263,1469929,620862,16306498,14629762,0,1612443,1679473,709368,18631046,78.52,0,8.65,9.01,3.81
"Clinton",2010,13444721,0,1653440,1535366,677958,17311485,15113411,0,1858657,1725928,762103,19460098,77.66,0,9.55,8.87,3.92
"Clinton",2011,13312654,0,1835640,1708334,956628,17813256,14507034,0,2000329,1861602,1042454,19411420,74.73,0,10.3,9.59,5.37
"Clinton",2012,13689980,0,2040416,1898278,916015,18544689,14615747,0,2178397,2026647,977959,19798750,73.82,0,11,10.24,4.94
"Clinton",2013,14102537,0,2059215,1856522,895386,18913660,14838850,0,2166729,1953454,942135,19901168,74.56,0,10.89,9.82,4.73
"Clinton",2014,14699998,0,2115300,1864299,976898,19656495,15220598,0,2190213,1930323,1011495,20352629,74.78,0,10.76,9.48,4.97
"Clinton",2015,15302249,0,2176404,2013865,1112610,20605128,15825393,0,2250810,2082714,1150647,21309564,74.26,0,10.56,9.77,5.4
"Clinton",2016,16964224,0,2190394,2134751,1179006,22468375,19800628,0,2556626,2491680,1376135,26225069,75.5,0,9.75,9.5,5.25
"Clinton",2017,17460434,0,2225515,2165192,1671478,23522619,17460434,0,2225515,2165192,1671478,23522619,74.23,0,9.46,9.2,7.11
"Cohasset",2003,17907596,0,1075744,76972,157421,19217733,23856032,0,1433078,102540,209712,25601363,93.18,0,5.6,0.4,0.82
"Cohasset",2004,19211064,0,1114671,79755,167316,20572806,24928618,0,1446417,103492,217112,26695639,93.38,0,5.42,0.39,0.81
"Cohasset",2005,20260956,0,1302160,88616,127665,21779397,25429419,0,1634334,111221,160232,27335206,93.03,0,5.98,0.41,0.59
"Cohasset",2006,21962276,0,1370673,92154,131814,23556917,26703339,0,1666564,112048,160269,28642220,93.23,0,5.82,0.39,0.56
"Cohasset",2007,22758201,0,1437578,80702,125834,24402315,26904777,0,1699507,95406,148761,28848451,93.26,0,5.89,0.33,0.52
"Cohasset",2008,23725442,0,1481501,103976,162154,25473073,27011144,0,1686672,118375,184610,29000802,93.14,0,5.82,0.41,0.64
"Cohasset",2009,24632493,0,1534921,105742,193622,26466778,28143941,0,1753729,120816,221223,30239710,93.07,0,5.8,0.4,0.73
"Cohasset",2010,25422915,0,1619316,110058,210372,27362661,28578278,0,1820297,123718,236482,30758775,92.91,0,5.92,0.4,0.77
"Cohasset",2011,26198225,0,1707093,120988,256791,28283097,28548668,0,1860249,131843,279830,30820590,92.63,0,6.04,0.43,0.91
"Cohasset",2012,27433098,0,1830165,5613,270872,29539748,29288226,0,1953928,5993,289189,31537336,92.87,0,6.2,0.02,0.92
"Cohasset",2013,28601525,0,1868232,6423,286440,30762620,30094849,0,1965775,6758,301395,32368778,92.97,0,6.07,0.02,0.93
"Cohasset",2014,29652059,0,1923257,6602,298241,31880159,30702186,0,1991369,6836,308803,33009194,93.01,0,6.03,0.02,0.94
"Cohasset",2015,30803456,0,2100021,13611,300460,33217548,31856547,0,2171815,14076,310732,34353170,92.73,0,6.32,0.04,0.9
"Cohasset",2016,32016753,0,2117085,13793,314110,34461741,37369928,0,2471060,16099,366629,40223716,92.91,0,6.14,0.04,0.91
"Cohasset",2017,33491877,0,2140595,13986,338657,35985115,33491877,0,2140595,13986,338657,35985115,93.07,0,5.95,0.04,0.94
"Colrain",2003,1498991,0,61955,66301,87042,1714289,1996917,0,82535,88324,115955,2283731,87.44,0,3.61,3.87,5.08
"Colrain",2004,1580759,0,47040,65343,80720,1773862,2051221,0,61040,84790,104744,2301795,89.11,0,2.65,3.68,4.55
"Colrain",2005,1783202,0,53652,68210,81860,1986924,2238087,0,67338,85610,102742,2493778,89.75,0,2.7,3.43,4.12
"Colrain",2006,1938534,0,55238,73604,85653,2153029,2357011,0,67162,89493,104143,2617810,90.04,0,2.57,3.42,3.98
"Colrain",2007,2010611,0,50942,70096,68445,2200094,2376947,0,60224,82868,80916,2600954,91.39,0,2.32,3.19,3.11
"Colrain",2008,2066166,0,57863,69277,80310,2273616,2352306,0,65876,78871,91432,2588486,90.88,0,2.54,3.05,3.53
"Colrain",2009,2192863,0,77024,68172,100380,2438439,2505463,0,88004,77890,114690,2786047,89.93,0,3.16,2.8,4.12
"Colrain",2010,2283362,0,72727,63799,105285,2525173,2566761,0,81754,71717,118352,2838585,90.42,0,2.88,2.53,4.17
"Colrain",2011,2279996,0,72642,62736,108548,2523922,2484552,0,79159,68365,118287,2750362,90.34,0,2.88,2.49,4.3
"Colrain",2012,2353768,0,76802,66729,132942,2630241,2512939,0,81996,71241,141932,2808108,89.49,0,2.92,2.54,5.05
"Colrain",2013,2355420,0,76803,64888,180731,2677842,2478400,0,80813,68276,190167,2817656,87.96,0,2.87,2.42,6.75
"Colrain",2014,2479968,0,91771,61989,232727,2866455,2567796,0,95021,64184,240969,2967970,86.52,0,3.2,2.16,8.12
"Colrain",2015,2529249,0,86308,62798,318866,2997221,2615718,0,89259,64945,329767,3099688,84.39,0,2.88,2.1,10.64
"Colrain",2016,2619447,0,86994,64523,369565,3140529,3057416,0,101539,75311,431356,3665623,83.41,0,2.77,2.05,11.77
"Colrain",2017,2808486,0,96873,66748,402890,3374997,2808486,0,96873,66748,402890,3374997,83.21,0,2.87,1.98,11.94
"Concord",2003,37953202,0,3118102,814844,609881,42496029,50560266,0,4153854,1085514,812468,56612101,89.31,0,7.34,1.92,1.44
"Concord",2004,41780674,0,3432824,896236,611784,46721518,54215346,0,4454493,1162972,793862,60626673,89.42,0,7.35,1.92,1.31
"Concord",2005,45807197,0,3577875,339801,422712,50147585,57492371,0,4490572,426482,530544,62939969,91.34,0,7.13,0.68,0.84
"Concord",2006,48459281,0,3999564,355135,459106,53273086,58920332,0,4862962,431799,558215,64773308,90.96,0,7.51,0.67,0.86
"Concord",2007,51129926,0,4150054,338629,447112,56065721,60445869,0,4906200,400328,528576,66280973,91.2,0,7.4,0.6,0.8
"Concord",2008,53646873,0,4472614,354956,472011,58946454,61076351,0,5092020,404113,537379,67109863,91.01,0,7.59,0.6,0.8
"Concord",2009,56820656,0,4847328,388395,592263,62648642,64920639,0,5538332,443762,676692,71579425,90.7,0,7.74,0.62,0.95
"Concord",2010,59621336,0,5100090,406458,669685,65797569,67021233,0,5733087,456905,752803,73964028,90.61,0,7.75,0.62,1.02
"Concord",2011,60278264,0,5140737,394353,732043,66545397,65686289,0,5601952,429733,797720,72515694,90.58,0,7.73,0.59,1.1
"Concord",2012,62677835,0,5335418,393254,716489,69122996,66916343,0,5696219,419847,764941,73797350,90.68,0,7.72,0.57,1.04
"Concord",2013,64497082,0,5508357,397342,720648,71123429,67864562,0,5795956,418088,758274,74836879,90.68,0,7.74,0.56,1.01
"Concord",2014,67143569,0,5940627,376349,675089,74135634,69521457,0,6151014,389677,698997,76761146,90.57,0,8.01,0.51,0.91
"Concord",2015,70392471,0,5883668,396176,669432,77341747,72799008,0,6084815,409720,692318,79985862,91.01,0,7.61,0.51,0.87
"Concord",2016,74321725,0,5961004,332206,704164,81319099,86748257,0,6957679,387751,821900,94915586,91.4,0,7.33,0.41,0.87
"Concord",2017,76969095,0,6042715,304150,734230,84050190,76969095,0,6042715,304150,734230,84050190,91.58,0,7.19,0.36,0.87
"Conway",2003,2298257,0,50473,105644,78149,2532523,3061678,0,67239,140736,104108,3373761,90.75,0,1.99,4.17,3.09
"Conway",2004,2468531,0,53335,112022,117746,2751634,3203210,0,69208,145362,152789,3570569,89.71,0,1.94,4.07,4.28
"Conway",2005,2761285,0,62034,96348,77510,2997177,3465674,0,77859,120926,97282,3761741,92.13,0,2.07,3.21,2.59
"Conway",2006,2798039,0,62516,89519,77116,3027190,3402060,0,76012,108844,93763,3680679,92.43,0,2.07,2.96,2.55
"Conway",2007,3001780,0,72582,87736,75734,3237832,3548708,0,85807,103722,89533,3827769,92.71,0,2.24,2.71,2.34
"Conway",2008,2880260,0,71894,127404,67541,3147099,3279143,0,81850,145048,76895,3582936,91.52,0,2.28,4.05,2.15
"Conway",2009,2977115,0,74527,137307,88222,3277171,3401513,0,85151,156881,100798,3744343,90.84,0,2.27,4.19,2.69
"Conway",2010,3101253,0,74034,138476,94657,3408420,3486165,0,83223,155663,106405,3831456,90.99,0,2.17,4.06,2.78
"Conway",2011,3103533,0,63237,155181,94138,3416089,3381975,0,68910,169103,102584,3722573,90.85,0,1.85,4.54,2.76
"Conway",2012,3345540,0,73459,157566,102162,3678727,3571778,0,78427,168221,109071,3927496,90.94,0,2,4.28,2.78
"Conway",2013,3177159,0,68254,151623,86772,3483808,3343043,0,71818,159539,91302,3665702,91.2,0,1.96,4.35,2.49
"Conway",2014,3485189,0,75821,140157,126059,3827226,3608617,0,78506,145121,130523,3962767,91.06,0,1.98,3.66,3.29
"Conway",2015,3606468,0,80078,144537,145392,3976475,3729764,0,82816,149478,150363,4112420,90.7,0,2.01,3.63,3.66
"Conway",2016,3733208,0,81278,149096,133811,4097393,4357397,0,94868,174025,156184,4782474,91.11,0,1.98,3.64,3.27
"Conway",2017,4121211,0,87806,198383,212335,4619735,4121211,0,87806,198383,212335,4619735,89.21,0,1.9,4.29,4.6
"Cummington",2003,898711,0,84036,7469,38660,1028876,1197239,0,111951,9950,51502,1370642,87.35,0,8.17,0.73,3.76
"Cummington",2004,973315,0,61193,8881,39971,1083360,1262991,0,79405,11524,51867,1405787,89.84,0,5.65,0.82,3.69
"Cummington",2005,1026954,0,75713,8679,41495,1152841,1288925,0,95027,10893,52080,1446925,89.08,0,6.57,0.75,3.6
"Cummington",2006,1131909,0,77402,7261,37938,1254510,1376258,0,94111,8828,46128,1525325,90.23,0,6.17,0.58,3.02
"Cummington",2007,1143306,0,82266,9652,35437,1270661,1351618,0,97255,11411,41894,1502177,89.98,0,6.47,0.76,2.79
"Cummington",2008,1198285,0,78091,14185,34134,1324695,1364234,0,88906,16149,38861,1508150,90.46,0,5.9,1.07,2.58
"Cummington",2009,1263817,0,84642,14919,51210,1414588,1443979,0,96708,17046,58510,1616242,89.34,0,5.98,1.05,3.62
"Cummington",2010,1351099,0,88299,16345,60340,1516083,1518791,0,99258,18374,67829,1704251,89.12,0,5.82,1.08,3.98
"Cummington",2011,1419791,0,91503,19891,62906,1594091,1547171,0,99712,21676,68550,1737109,89.07,0,5.74,1.25,3.95
"Cummington",2012,1374920,0,89479,16024,63308,1543731,1467897,0,95530,17108,67589,1648124,89.06,0,5.8,1.04,4.1
"Cummington",2013,1427542,0,99255,17306,68085,1612188,1502076,0,104437,18210,71640,1696363,88.55,0,6.16,1.07,4.22
"Cummington",2014,1498601,0,104892,18338,68861,1690692,1551674,0,108607,18987,71300,1750568,88.64,0,6.2,1.08,4.07
"Cummington",2015,1486103,0,110572,17892,69779,1684346,1536909,0,114352,18504,72165,1741929,88.23,0,6.56,1.06,4.14
"Cummington",2016,1548135,0,117964,18404,68793,1753296,1806982,0,137687,21481,80295,2046446,88.3,0,6.73,1.05,3.92
"Cummington",2017,1568574,0,130280,18152,64299,1781305,1568574,0,130280,18152,64299,1781305,88.06,0,7.31,1.02,3.61
"Dalton",2003,5427432,0,348199,790696,182682,6749009,7230283,0,463862,1053345,243364,8990854,80.42,0,5.16,11.72,2.71
"Dalton",2004,5927827,0,353490,784249,190531,7256097,7692054,0,458695,1017655,247236,9415641,81.69,0,4.87,10.81,2.63
"Dalton",2005,6510274,0,372421,815157,189193,7887045,8171011,0,467424,1023099,237455,9898989,82.54,0,4.72,10.34,2.4
"Dalton",2006,6954460,0,368945,835102,188730,8347237,8455740,0,448590,1015378,229472,10149180,83.31,0,4.42,10,2.26
"Dalton",2007,7244853,0,369119,798291,173960,8586223,8564875,0,436373,943741,205656,10150645,84.38,0,4.3,9.3,2.03
"Dalton",2008,7669160,0,386896,832322,181316,9069694,8731251,0,440477,947589,206426,10325743,84.56,0,4.27,9.18,2
"Dalton",2009,7804857,0,404500,848054,208077,9265488,8917467,0,462163,968947,237739,10586316,84.24,0,4.37,9.15,2.25
"Dalton",2010,8169695,0,420337,880823,252468,9723323,9183676,0,472507,990146,283803,10930132,84.02,0,4.32,9.06,2.6
"Dalton",2011,8578570,0,458909,971059,286577,10295115,9348219,0,500081,1058180,312288,11218769,83.33,0,4.46,9.43,2.78
"Dalton",2012,8812050,0,457732,976779,284563,10531124,9407954,0,488686,1042832,303806,11243278,83.68,0,4.35,9.28,2.7
"Dalton",2013,8999706,0,481831,976923,303660,10762120,9469593,0,506988,1027929,319514,11324025,83.62,0,4.48,9.08,2.82
"Dalton",2014,9216109,0,487672,961456,318564,10983801,9542497,0,504943,995506,329846,11372792,83.91,0,4.44,8.75,2.9
"Dalton",2015,9674697,0,529937,947936,336508,11489078,10005450,0,548054,980343,348012,11881860,84.21,0,4.61,8.25,2.93
"Dalton",2016,9909454,0,533017,909615,337077,11689163,11566307,0,622137,1061702,393436,13643582,84.77,0,4.56,7.78,2.88
"Dalton",2017,9975404,0,537796,912214,351745,11777159,9975404,0,537796,912214,351745,11777159,84.7,0,4.57,7.75,2.99
"Danvers",2003,26530433,0,11010807,3033498,673124,41247862,35343151,0,14668310,4041147,896718,54949326,64.32,0,26.69,7.35,1.63
"Danvers",2004,29519303,0,10093862,2795808,677972,43086945,38304773,0,13097975,3627890,879749,55910386,68.51,0,23.43,6.49,1.57
"Danvers",2005,29398349,0,11490234,3018059,1035207,44941849,36897713,0,14421332,3787950,1299283,56406278,65.41,0,25.57,6.72,2.3
"Danvers",2006,31020818,0,11625793,3073275,1054664,46774550,37717376,0,14135488,3736712,1282337,56871913,66.32,0,24.85,6.57,2.25
"Danvers",2007,32400905,0,12143355,3138181,1162900,48845341,38304395,0,14355891,3709962,1374782,57745030,66.33,0,24.86,6.42,2.38
"Danvers",2008,34331294,0,12640139,3147737,1212198,51331368,39085785,0,14390654,3583663,1380074,58440175,66.88,0,24.62,6.13,2.36
"Danvers",2009,35924009,0,13280106,3369741,1410736,53984592,41045102,0,15173232,3850109,1611841,61680284,66.54,0,24.6,6.24,2.61
"Danvers",2010,37272132,0,13545395,3566149,1648300,56031976,41898159,0,15226580,4008761,1852879,62986379,66.52,0,24.17,6.36,2.94
"Danvers",2011,38484157,0,14318220,3677739,1763078,58243194,41936865,0,15602817,4007697,1921257,63468637,66.07,0,24.58,6.31,3.03
"Danvers",2012,40058409,0,14746187,3863935,1678569,60347100,42767308,0,15743379,4125229,1792080,64427995,66.38,0,24.44,6.4,2.78
"Danvers",2013,41563369,0,15162998,4011566,1788847,62526780,43733449,0,15954679,4221015,1882245,65791388,66.47,0,24.25,6.42,2.86
"Danvers",2014,42876602,0,15867221,4151956,1860978,64756757,44395076,0,16429158,4298997,1926884,67050116,66.21,0,24.5,6.41,2.87
"Danvers",2015,44772174,0,16358743,4344892,1874146,67349955,46302819,0,16918006,4493433,1938218,69652476,66.48,0,24.29,6.45,2.78
"Danvers",2016,46668073,0,17101197,4493940,2023338,70286548,54470937,0,19960503,5245323,2361638,82038402,66.4,0,24.33,6.39,2.88
"Danvers",2017,48589253,0,17483102,4510008,2071865,72654228,48589253,0,17483102,4510008,2071865,72654228,66.88,0,24.06,6.21,2.85
"Dartmouth",2003,25862452,0,3944269,626092,1047652,31480465,34453284,0,5254452,834063,1395655,41937454,82.15,0,12.53,1.99,3.33
"Dartmouth",2004,28217238,0,3623103,575734,920072,33336147,36615190,0,4701403,747083,1193902,43257577,84.64,0,10.87,1.73,2.76
"Dartmouth",2005,29967355,0,3600572,548770,933775,35050472,37611869,0,4519059,688758,1171976,43991663,85.5,0,10.27,1.57,2.66
"Dartmouth",2006,31479634,0,3614834,565629,877421,36537518,38275238,0,4395179,687733,1066833,44424982,86.16,0,9.89,1.55,2.4
"Dartmouth",2007,32718622,0,4224890,592058,642733,38178303,38680000,0,4994671,699932,759840,45134443,85.7,0,11.07,1.55,1.68
"Dartmouth",2008,31545581,0,6757673,903673,988855,40195782,35914283,0,7693533,1028821,1125800,45762438,78.48,0,16.81,2.25,2.46
"Dartmouth",2009,33972689,0,7451121,1002663,1236997,43663470,38815615,0,8513304,1145596,1413335,49887850,77.81,0,17.06,2.3,2.83
"Dartmouth",2010,34788134,0,7863235,1042413,1352568,45046350,39105860,0,8839180,1171792,1520442,50637274,77.23,0,17.46,2.31,3
"Dartmouth",2011,35796328,0,8067058,1040376,1578637,46482399,39007891,0,8790816,1133716,1720269,50652691,77.01,0,17.36,2.24,3.4
"Dartmouth",2012,36987531,0,8318376,1071162,1626166,48003235,39488765,0,8880896,1143598,1736133,51249392,77.05,0,17.33,2.23,3.39
"Dartmouth",2013,38101484,0,8642061,1114187,1875902,49733634,40090814,0,9093275,1172360,1973845,52330294,76.61,0,17.38,2.24,3.77
"Dartmouth",2014,39219805,0,9052449,1130883,1981895,51385032,40608773,0,9373041,1170933,2052084,53204832,76.33,0,17.62,2.2,3.86
"Dartmouth",2015,40827574,0,9243673,1145371,2310577,53527195,42223363,0,9559690,1184528,2389570,55357152,76.27,0,17.27,2.14,4.32
"Dartmouth",2016,42245479,0,9918844,1203217,2802285,56169825,49308889,0,11577267,1404394,3270825,65561374,75.21,0,17.66,2.14,4.99
"Dartmouth",2017,43701143,0,10209186,1220138,3134722,58265189,43701143,0,10209186,1220138,3134722,58265189,75,0,17.52,2.09,5.38
"Dedham",2003,26188016,0,12914285,951456,2675712,42729469,34886992,0,17204074,1267505,3564514,56923084,61.29,0,30.22,2.23,6.26
"Dedham",2004,28767925,0,12875949,887659,2984629,45516162,37329771,0,16708060,1151842,3872908,59062581,63.2,0,28.29,1.95,6.56
"Dedham",2005,31490783,0,13023165,847875,3166946,48528769,39523916,0,16345306,1064163,3974817,60908202,64.89,0,26.84,1.75,6.53
"Dedham",2006,35519847,0,13365762,874813,3040793,52801215,43187623,0,16251069,1063662,3697218,64199573,67.27,0,25.31,1.66,5.76
"Dedham",2007,38871794,0,12970622,985240,2712708,55540364,45954289,0,15333887,1164752,3206967,65659895,69.99,0,23.35,1.77,4.88
"Dedham",2008,40383797,0,14378853,958346,2955814,58676810,45976490,0,16370159,1091066,3365160,66802876,68.82,0,24.51,1.63,5.04
"Dedham",2009,42162077,0,15274561,938889,3120031,61495558,48172429,0,17452003,1072731,3564802,70261965,68.56,0,24.84,1.53,5.07
"Dedham",2010,43961906,0,17537774,1281885,3301681,66083246,49418234,0,19714473,1440986,3711469,74285162,66.53,0,26.54,1.94,5
"Dedham",2011,46076061,0,20206337,1224392,3845595,71352385,50209897,0,22019202,1334242,4190613,77753954,64.58,0,28.32,1.72,5.39
"Dedham",2012,47972876,0,21139919,1274744,4094159,74481698,51216980,0,22569479,1360947,4371021,79518427,64.41,0,28.38,1.71,5.5
"Dedham",2013,49490747,0,22645681,1375175,4124665,77636268,52074726,0,23828043,1446975,4340019,81689763,63.75,0,29.17,1.77,5.31
"Dedham",2014,51682067,0,22880308,1272596,4038711,79873682,53512386,0,23690614,1317665,4181742,82702407,64.7,0,28.65,1.59,5.06
"Dedham",2015,52854766,0,22453600,1153672,3809047,80271085,54661734,0,23221231,1193113,3939268,83015346,65.85,0,27.97,1.44,4.75
"Dedham",2016,54023311,0,22832881,1072691,3584924,81513807,63055965,0,26650520,1252044,4184320,95142849,66.28,0,28.01,1.32,4.4
"Dedham",2017,54766789,0,22570601,1243092,3529901,82110383,54766789,0,22570601,1243092,3529901,82110383,66.7,0,27.49,1.51,4.3
"Deerfield",2003,3718371,0,610859,778975,161333,5269538,4953517,0,813770,1037730,214924,7019941,70.56,0,11.59,14.78,3.06
"Deerfield",2004,3913902,0,638947,822206,305214,5680269,5078749,0,829109,1066909,396051,7370818,68.9,0,11.25,14.47,5.37
"Deerfield",2005,4892971,0,743908,882529,162470,6681878,6141142,0,933675,1107657,203915,8386390,73.23,0,11.13,13.21,2.43
"Deerfield",2006,5380466,0,737140,865689,161265,7144560,6541963,0,896269,1052568,196078,8686878,75.31,0,10.32,12.12,2.26
"Deerfield",2007,5624717,0,749916,866264,146032,7386929,6649548,0,886552,1024099,172639,8732838,76.14,0,10.15,11.73,1.98
"Deerfield",2008,5751572,0,799253,913640,148056,7612521,6548099,0,909940,1040169,168560,8666768,75.55,0,10.5,12,1.94
"Deerfield",2009,5981230,0,792174,903491,177199,7854094,6833875,0,905101,1032287,202459,8973723,76.15,0,10.09,11.5,2.26
"Deerfield",2010,6173762,0,813604,957397,187467,8132230,6940018,0,914584,1076224,210734,9141561,75.92,0,10,11.77,2.31
"Deerfield",2011,6294518,0,814068,962733,274807,8346126,6859247,0,887104,1049107,299462,9094921,75.42,0,9.75,11.54,3.29
"Deerfield",2012,6372677,0,846818,966964,325720,8512179,6803621,0,904083,1032354,347746,9087804,74.87,0,9.95,11.36,3.83
"Deerfield",2013,6553998,0,864548,996385,337966,8752897,6896191,0,909687,1048408,355612,9209898,74.88,0,9.88,11.38,3.86
"Deerfield",2014,6814493,0,838938,1015882,376304,9045617,7055828,0,868649,1051859,389631,9365967,75.33,0,9.27,11.23,4.16
"Deerfield",2015,7433906,0,918146,1117927,397031,9867010,7688052,0,949535,1156146,410604,10204338,75.34,0,9.31,11.33,4.02
"Deerfield",2016,7594790,0,921096,1111423,436374,10063683,8864633,0,1075103,1297252,509335,11746323,75.47,0,9.15,11.04,4.34
"Deerfield",2017,7834408,0,966029,1122656,483245,10406338,7834408,0,966029,1122656,483245,10406338,75.28,0,9.28,10.79,4.64
"Dennis",2003,20932885,4125,1328197,86110,583755,22935072,27886243,5495,1769389,114713,777663,30553505,91.27,0.02,5.79,0.38,2.55
"Dennis",2004,22847921,4123,1284629,81442,419275,24637390,29647869,5350,1666957,105681,544059,31969915,92.74,0.02,5.21,0.33,1.7
"Dennis",2005,23847875,3735,1374069,91244,245647,25562570,29931342,4688,1724587,114520,308310,32083447,93.29,0.01,5.38,0.36,0.96
"Dennis",2006,24778128,4901,1483229,101604,243727,26611589,30127057,5959,1803418,123538,296341,32356313,93.11,0.02,5.57,0.38,0.92
"Dennis",2007,26043990,4181,1546496,99800,251510,27945977,30789241,4943,1828270,117984,297335,33037773,93.19,0.01,5.53,0.36,0.9
"Dennis",2008,27142368,3097,1631483,107261,280738,29164947,30901275,3526,1857425,122115,319617,33203958,93.07,0.01,5.59,0.37,0.96
"Dennis",2009,30988145,3260,1899381,125065,371417,33387268,35405613,3725,2170144,142893,424364,38146740,92.81,0.01,5.69,0.37,1.11
