"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Levy_Pct_Change","Total_Levy_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Georgetown",2013,13931995,0,575740,570692,277687,15356114,14659403,0,605800,600489,292185,16157877,90.73,0,3.75,3.72,1.81,33,16.16,14.66,0,0.61,0.6,0.29
"Georgetown",2014,14399499,0,592887,589815,276085,15858286,14909457,0,613884,610703,285863,16419907,90.8,0,3.74,3.72,1.74,35.1,16.42,14.91,0,0.61,0.61,0.29
"Georgetown",2015,16554846,0,673210,675929,299747,18203732,17120813,0,696225,699037,309995,18826071,90.94,0,3.7,3.71,1.65,54.9,18.83,17.12,0,0.7,0.7,0.31
"Georgetown",2016,17013109,0,681663,700938,291508,18687218,19857687,0,795637,818134,340248,21811706,91.04,0,3.65,3.75,1.56,79.5,21.81,19.86,0,0.8,0.82,0.34
"Georgetown",2017,17886162,0,667727,715936,319839,19589664,17886162,0,667727,715936,319839,19589664,91.3,0,3.41,3.65,1.63,61.2,19.59,17.89,0,0.67,0.72,0.32
"Gill",2003,1082601,0,115312,93144,34504,1325561,1442213,0,153616,124084,45965,1765878,81.67,0,8.7,7.03,2.6,0,1.77,1.44,0,0.15,0.12,0.05
"Gill",2004,1340450,0,134442,113601,44644,1633137,1739392,0,174454,147411,57931,2119188,82.08,0,8.23,6.96,2.73,20,2.12,1.74,0,0.17,0.15,0.06
"Gill",2005,1336646,0,118734,118827,31053,1605260,1677617,0,149022,149139,38974,2014753,83.27,0,7.4,7.4,1.93,14.1,2.01,1.68,0,0.15,0.15,0.04
"Gill",2006,1377364,0,129137,126385,35542,1668428,1674700,0,157014,153668,43215,2028597,82.55,0,7.74,7.58,2.13,14.9,2.03,1.67,0,0.16,0.15,0.04
"Gill",2007,1352180,0,121780,113341,30807,1618108,1598549,0,143968,133992,36420,1912930,83.57,0,7.53,7,1.9,8.3,1.91,1.6,0,0.14,0.13,0.04
"Gill",2008,1422978,0,133057,217305,27518,1800858,1620044,0,151484,247399,31329,2050256,79.02,0,7.39,12.07,1.53,16.1,2.05,1.62,0,0.15,0.25,0.03
"Gill",2009,1587851,0,145592,134146,46000,1913589,1814205,0,166347,153269,52557,2186378,82.98,0,7.61,7.01,2.4,23.8,2.19,1.81,0,0.17,0.15,0.05
"Gill",2010,1689258,0,158128,141771,51748,2040905,1898920,0,177754,159367,58171,2294212,82.77,0,7.75,6.95,2.54,29.9,2.29,1.9,0,0.18,0.16,0.06
"Gill",2011,1706219,0,160876,196315,52520,2115930,1859297,0,175309,213928,57232,2305766,80.64,0,7.6,9.28,2.48,30.6,2.31,1.86,0,0.18,0.21,0.06
"Gill",2012,1756929,0,169944,214359,68994,2210226,1875739,0,181436,228855,73660,2359690,79.49,0,7.69,9.7,3.12,33.6,2.36,1.88,0,0.18,0.23,0.07
"Gill",2013,1802784,0,174926,226285,84980,2288975,1896910,0,184059,238100,89417,2408485,78.76,0,7.64,9.89,3.71,36.4,2.41,1.9,0,0.18,0.24,0.09
"Gill",2014,1875587,0,182569,230007,96367,2384530,1942011,0,189035,238153,99780,2468978,78.66,0,7.66,9.65,4.04,39.8,2.47,1.94,0,0.19,0.24,0.1
"Gill",2015,1880017,0,176851,231243,127389,2415500,1944290,0,182897,239149,131744,2498080,77.83,0,7.32,9.57,5.27,41.5,2.5,1.94,0,0.18,0.24,0.13
"Gill",2016,1919789,0,179481,232610,165475,2497355,2240776,0,209490,271502,193142,2914911,76.87,0,7.19,9.31,6.63,65.1,2.91,2.24,0,0.21,0.27,0.19
"Gill",2017,1908141,0,176739,265257,186146,2536283,1908141,0,176739,265257,186146,2536283,75.23,0,6.97,10.46,7.34,43.6,2.54,1.91,0,0.18,0.27,0.19
"Gloucester",2003,37451773,0,2761220,1818109,744245,42775347,49892275,0,3678425,2422037,991464,56984201,87.55,0,6.46,4.25,1.74,0,56.98,49.89,0,3.68,2.42,0.99
"Gloucester",2004,39378787,0,2704634,1711454,676510,44471385,51098614,0,3509581,2220813,877851,57706860,88.55,0,6.08,3.85,1.52,1.3,57.71,51.1,0,3.51,2.22,0.88
"Gloucester",2005,41833490,0,2467274,1602935,662079,46565778,52504993,0,3096663,2011835,830972,58444462,89.84,0,5.3,3.44,1.42,2.6,58.44,52.5,0,3.1,2.01,0.83
"Gloucester",2006,44122912,0,2343907,1474089,660767,48601675,53647858,0,2849893,1792305,803409,59093465,90.78,0,4.82,3.03,1.36,3.7,59.09,53.65,0,2.85,1.79,0.8
"Gloucester",2007,46155530,0,2471322,1483849,669988,50780689,54565132,0,2921600,1754208,792061,60033001,90.89,0,4.87,2.92,1.32,5.4,60.03,54.57,0,2.92,1.75,0.79
"Gloucester",2008,47706105,0,2724665,1636091,725101,52791962,54312854,0,3102000,1862671,825519,60103044,90.37,0,5.16,3.1,1.37,5.5,60.1,54.31,0,3.1,1.86,0.83
"Gloucester",2009,49264473,0,2985635,1717044,859454,54826606,56287296,0,3411248,1961815,981972,62642331,89.86,0,5.45,3.13,1.57,9.9,62.64,56.29,0,3.41,1.96,0.98
"Gloucester",2010,50598208,0,3361427,1873607,1014122,56847364,56878200,0,3778630,2106150,1139990,63902969,89.01,0,5.91,3.3,1.78,12.1,63.9,56.88,0,3.78,2.11,1.14
"Gloucester",2011,53407713,0,3640376,1964982,1230865,60243936,58199328,0,3966982,2141276,1341295,65648881,88.65,0,6.04,3.26,2.04,15.2,65.65,58.2,0,3.97,2.14,1.34
"Gloucester",2012,55640839,0,3884206,2083973,1418030,63027048,59403479,0,4146870,2224899,1513922,67289171,88.28,0,6.16,3.31,2.25,18.1,67.29,59.4,0,4.15,2.22,1.51
"Gloucester",2013,57385588,0,3978824,2152755,1505935,65023102,60381767,0,4186564,2265153,1584562,68418046,88.25,0,6.12,3.31,2.32,20.1,68.42,60.38,0,4.19,2.27,1.58
"Gloucester",2014,59526454,0,4253129,2259172,1501241,67539996,61634582,0,4403753,2339181,1554407,69931923,88.14,0,6.3,3.34,2.22,22.7,69.93,61.63,0,4.4,2.34,1.55
"Gloucester",2015,64741384,0,4509993,2413956,1603917,73269250,66954725,0,4664178,2496483,1658751,75774137,88.36,0,6.16,3.29,2.19,33,75.77,66.95,0,4.66,2.5,1.66
"Gloucester",2016,67402168,0,4547843,2350080,1592812,75892903,78671756,0,5308239,2743011,1859129,88582135,88.81,0,5.99,3.1,2.1,55.5,88.58,78.67,0,5.31,2.74,1.86
"Gloucester",2017,70242871,0,4476396,2237423,1532989,78489679,70242871,0,4476396,2237423,1532989,78489679,89.49,0,5.7,2.85,1.95,37.7,78.49,70.24,0,4.48,2.24,1.53
"Goshen",2003,1304610,0,31056,10967,22756,1369389,1737967,0,41372,14610,30315,1824264,95.27,0,2.27,0.8,1.66,0,1.82,1.74,0,0.04,0.01,0.03
"Goshen",2004,1387573,0,31628,14677,26490,1460368,1800539,0,41041,19045,34374,1894999,95.02,0,2.17,1.01,1.81,3.9,1.89,1.8,0,0.04,0.02,0.03
"Goshen",2005,1478460,0,33197,13248,26433,1551338,1855607,0,41665,16627,33176,1947076,95.3,0,2.14,0.85,1.7,6.7,1.95,1.86,0,0.04,0.02,0.03
"Goshen",2006,1526666,0,34072,21669,23864,1606271,1856232,0,41427,26347,29016,1953022,95.04,0,2.12,1.35,1.49,7.1,1.95,1.86,0,0.04,0.03,0.03
"Goshen",2007,1516512,0,35874,20758,23663,1596807,1792823,0,42410,24540,27974,1887747,94.97,0,2.25,1.3,1.48,3.5,1.89,1.79,0,0.04,0.02,0.03
"Goshen",2008,1562817,0,38130,21000,21924,1643871,1779249,0,43411,23908,24960,1871528,95.07,0,2.32,1.28,1.33,2.6,1.87,1.78,0,0.04,0.02,0.02
"Goshen",2009,1636226,0,40779,22222,35943,1735170,1869476,0,46592,25390,41067,1982525,94.3,0,2.35,1.28,2.07,8.7,1.98,1.87,0,0.05,0.03,0.04
"Goshen",2010,1708137,0,35095,22910,48954,1815096,1920142,0,39451,25753,55030,2040376,94.11,0,1.93,1.26,2.7,11.8,2.04,1.92,0,0.04,0.03,0.06
"Goshen",2011,1762773,0,34543,26798,45639,1869753,1920925,0,37642,29202,49734,2037503,94.28,0,1.85,1.43,2.44,11.7,2.04,1.92,0,0.04,0.03,0.05
"Goshen",2012,1813897,0,34471,24810,44442,1917620,1936559,0,36802,26488,47447,2047297,94.59,0,1.8,1.29,2.32,12.2,2.05,1.94,0,0.04,0.03,0.05
"Goshen",2013,1842504,0,34658,29304,46640,1953106,1938704,0,36468,30834,49075,2055080,94.34,0,1.77,1.5,2.39,12.7,2.06,1.94,0,0.04,0.03,0.05
"Goshen",2014,1957075,0,37200,31872,49138,2075285,2026385,0,38517,33001,50878,2148781,94.3,0,1.79,1.54,2.37,17.8,2.15,2.03,0,0.04,0.03,0.05
"Goshen",2015,1977018,0,37495,32809,52881,2100203,2044607,0,38777,33931,54689,2172004,94.13,0,1.79,1.56,2.52,19.1,2.17,2.04,0,0.04,0.03,0.05
"Goshen",2016,2064356,0,39357,36009,56211,2195933,2409515,0,45937,42030,65609,2563091,94.01,0,1.79,1.64,2.56,40.5,2.56,2.41,0,0.05,0.04,0.07
"Goshen",2017,2097144,0,42241,37499,54562,2231446,2097144,0,42241,37499,54562,2231446,93.98,0,1.89,1.68,2.45,22.3,2.23,2.1,0,0.04,0.04,0.05
"Gosnold",2003,306904,0,6321,786,1003,315014,408850,0,8421,1047,1336,419653,97.43,0,2.01,0.25,0.32,0,0.42,0.41,0,0.01,0,0
"Gosnold",2004,318190,0,6481,806,806,326283,412889,0,8410,1046,1046,423391,97.52,0,1.99,0.25,0.25,0.9,0.42,0.41,0,0.01,0,0
"Gosnold",2005,326075,0,6620,843,586,334124,409255,0,8309,1058,735,419357,97.59,0,1.98,0.25,0.18,-0.1,0.42,0.41,0,0.01,0,0
"Gosnold",2006,382846,0,5202,952,429,389429,465492,0,6325,1158,522,473496,98.31,0,1.34,0.24,0.11,12.8,0.47,0.47,0,0.01,0,0
"Gosnold",2007,471380,0,6405,1172,528,479485,557266,0,7572,1386,624,566848,98.31,0,1.34,0.24,0.11,35.1,0.57,0.56,0,0.01,0,0
"Gosnold",2008,469621,0,5477,1233,1689,478020,534658,0,6236,1404,1923,544220,98.24,0,1.15,0.26,0.35,29.7,0.54,0.53,0,0.01,0,0
"Gosnold",2009,493726,0,5689,1283,1767,502465,564108,0,6500,1466,2019,574093,98.26,0,1.13,0.26,0.35,36.8,0.57,0.56,0,0.01,0,0
"Gosnold",2010,502750,0,5753,1297,1786,511586,565149,0,6467,1458,2008,575081,98.27,0,1.12,0.25,0.35,37,0.58,0.57,0,0.01,0,0
"Gosnold",2011,526887,0,6091,1377,2016,536371,574158,0,6637,1501,2197,584493,98.23,0,1.14,0.26,0.38,39.3,0.58,0.57,0,0.01,0,0
"Gosnold",2012,594094,0,6868,1553,2263,604778,634269,0,7332,1658,2416,645675,98.23,0,1.14,0.26,0.37,53.9,0.65,0.63,0,0.01,0,0
"Gosnold",2013,604847,0,6993,1581,2304,615725,636427,0,7358,1664,2424,647873,98.23,0,1.14,0.26,0.37,54.4,0.65,0.64,0,0.01,0,0
"Gosnold",2014,623588,0,8544,1578,2761,636471,645672,0,8847,1634,2859,659012,97.98,0,1.34,0.25,0.43,57,0.66,0.65,0,0.01,0,0
"Gosnold",2015,569062,0,7767,1435,2537,580801,588517,0,8033,1484,2624,600657,97.98,0,1.34,0.25,0.44,43.1,0.6,0.59,0,0.01,0,0
"Gosnold",2016,576333,0,7860,1452,2160,587805,672695,0,9174,1695,2521,686086,98.05,0,1.34,0.25,0.37,63.5,0.69,0.67,0,0.01,0,0
"Gosnold",2017,559374,0,7674,1415,1998,570461,559374,0,7674,1415,1998,570461,98.06,0,1.35,0.25,0.35,35.9,0.57,0.56,0,0.01,0,0
"Grafton",2003,14310117,0,757899,488136,469449,16025601,19063565,0,1009653,650282,625388,21348888,89.3,0,4.73,3.05,2.93,0,21.35,19.06,0,1.01,0.65,0.63
"Grafton",2004,16448407,0,655080,430520,381115,17915122,21343745,0,850043,558650,494542,23246981,91.81,0,3.66,2.4,2.13,8.9,23.25,21.34,0,0.85,0.56,0.49
"Grafton",2005,17929144,0,619611,427123,376626,19352504,22502774,0,777670,536080,472701,24289226,92.65,0,3.2,2.21,1.95,13.8,24.29,22.5,0,0.78,0.54,0.47
"Grafton",2006,18988208,0,702293,467809,394180,20552490,23087250,0,853899,568796,479273,24989218,92.39,0,3.42,2.28,1.92,17.1,24.99,23.09,0,0.85,0.57,0.48
"Grafton",2007,20950262,0,829131,452613,386259,22618265,24767429,0,980200,535080,456636,26739344,92.63,0,3.67,2,1.71,25.2,26.74,24.77,0,0.98,0.54,0.46
"Grafton",2008,21929509,0,824450,509055,396685,23659699,24966495,0,938627,579553,451621,26936296,92.69,0,3.48,2.15,1.68,26.2,26.94,24.97,0,0.94,0.58,0.45
"Grafton",2009,22917593,0,1028328,606933,523614,25076468,26184576,0,1174920,693453,598257,28651206,91.39,0,4.1,2.42,2.09,34.2,28.65,26.18,0,1.17,0.69,0.6
"Grafton",2010,24263786,0,1175201,691951,651610,26782548,27275284,0,1321061,777832,732485,30106661,90.6,0,4.39,2.58,2.43,41,30.11,27.28,0,1.32,0.78,0.73
"Grafton",2011,25521722,0,1296481,732061,705725,28255989,27811471,0,1412798,797740,769041,30791050,90.32,0,4.59,2.59,2.5,44.2,30.79,27.81,0,1.41,0.8,0.77
"Grafton",2012,27113856,0,1360273,786143,763629,30023901,28947396,0,1452260,839305,815268,32054229,90.31,0,4.53,2.62,2.54,50.1,32.05,28.95,0,1.45,0.84,0.82
"Grafton",2013,28930786,0,1443442,843669,827083,32044980,30441301,0,1518806,887718,870266,33718092,90.28,0,4.5,2.63,2.58,57.9,33.72,30.44,0,1.52,0.89,0.87
"Grafton",2014,29531682,0,1485142,857279,777963,32652066,30577546,0,1537738,887640,805515,33808438,90.44,0,4.55,2.63,2.38,58.4,33.81,30.58,0,1.54,0.89,0.81
"Grafton",2015,32199243,0,1534559,931249,827064,35492115,33300052,0,1587022,963086,855339,36705499,90.72,0,4.32,2.62,2.33,71.9,36.71,33.3,0,1.59,0.96,0.86
"Grafton",2016,33341326,0,1568246,930124,884759,36724455,38915969,0,1830455,1085640,1032690,42864754,90.79,0,4.27,2.53,2.41,100.8,42.86,38.92,0,1.83,1.09,1.03
"Grafton",2017,34826448,0,1625539,923187,990616,38365790,34826448,0,1625539,923187,990616,38365790,90.77,0,4.24,2.41,2.58,79.7,38.37,34.83,0,1.63,0.92,0.99
"Granby",2003,5128625,0,223834,39476,112890,5504825,6832220,0,298186,52589,150389,7333384,93.17,0,4.07,0.72,2.05,0,7.33,6.83,0,0.3,0.05,0.15
"Granby",2004,5342969,0,307992,40625,100563,5792149,6933132,0,399656,52716,130492,7515996,92.25,0,5.32,0.7,1.74,2.5,7.52,6.93,0,0.4,0.05,0.13
"Granby",2005,6107758,0,297984,37667,113310,6556719,7665815,0,373998,47276,142215,8229303,93.15,0,4.54,0.57,1.73,12.2,8.23,7.67,0,0.37,0.05,0.14
"Granby",2006,6472831,0,302029,40942,101834,6917636,7870141,0,367229,49780,123817,8410967,93.57,0,4.37,0.59,1.47,14.7,8.41,7.87,0,0.37,0.05,0.12
"Granby",2007,6979919,0,321864,41404,113742,7456929,8251670,0,380508,48948,134466,8815592,93.6,0,4.32,0.56,1.53,20.2,8.82,8.25,0,0.38,0.05,0.13
"Granby",2008,7287290,0,309618,42659,119780,7759347,8296496,0,352497,48567,136368,8833928,93.92,0,3.99,0.55,1.54,20.5,8.83,8.3,0,0.35,0.05,0.14
"Granby",2009,7590607,0,329510,43727,132650,8096494,8672675,0,376483,49960,151560,9250678,93.75,0,4.07,0.54,1.64,26.1,9.25,8.67,0,0.38,0.05,0.15
"Granby",2010,7845175,0,355024,52683,175812,8428694,8818878,0,399088,59222,197633,9474821,93.08,0,4.21,0.63,2.09,29.2,9.47,8.82,0,0.4,0.06,0.2
"Granby",2011,8102482,0,374950,55383,212411,8745226,8829418,0,408590,60352,231468,9529827,92.65,0,4.29,0.63,2.43,30,9.53,8.83,0,0.41,0.06,0.23
"Granby",2012,8344312,0,379577,68876,296452,9089217,8908585,0,405245,73534,316499,9703864,91.8,0,4.18,0.76,3.26,32.3,9.7,8.91,0,0.41,0.07,0.32
"Granby",2013,8634492,0,398397,70916,303309,9407114,9085311,0,419198,74619,319145,9898272,91.79,0,4.24,0.75,3.22,35,9.9,9.09,0,0.42,0.07,0.32
"Granby",2014,8915384,0,415162,72825,316968,9720339,9231122,0,429865,75404,328193,10064585,91.72,0,4.27,0.75,3.26,37.2,10.06,9.23,0,0.43,0.08,0.33
"Granby",2015,9546829,0,438752,77175,351164,10413920,9873210,0,453752,79813,363169,10769945,91.67,0,4.21,0.74,3.37,46.9,10.77,9.87,0,0.45,0.08,0.36
"Granby",2016,9893582,0,455486,80264,367527,10796859,11547781,0,531643,93684,428977,12602085,91.63,0,4.22,0.74,3.4,71.8,12.6,11.55,0,0.53,0.09,0.43
"Granby",2017,10277093,0,463838,79924,393699,11214554,10277093,0,463838,79924,393699,11214554,91.64,0,4.14,0.71,3.51,52.9,11.21,10.28,0,0.46,0.08,0.39
"Granville",2003,1506040,0,86931,26453,166933,1786357,2006307,0,115807,35240,222384,2379738,84.31,0,4.87,1.48,9.34,0,2.38,2.01,0,0.12,0.04,0.22
"Granville",2004,1613117,0,77041,25006,143038,1858202,2093209,0,99970,32448,185609,2411236,86.81,0,4.15,1.35,7.7,1.3,2.41,2.09,0,0.1,0.03,0.19
"Granville",2005,1657195,0,85780,24740,142112,1909827,2079937,0,107662,31051,178364,2397014,86.77,0,4.49,1.3,7.44,0.7,2.4,2.08,0,0.11,0.03,0.18
"Granville",2006,1757538,0,90666,23461,129157,2000822,2136943,0,110238,28526,157039,2432745,87.84,0,4.53,1.17,6.46,2.2,2.43,2.14,0,0.11,0.03,0.16
"Granville",2007,1596926,0,81925,19204,118431,1816486,1887888,0,96852,22703,140009,2147452,87.91,0,4.51,1.06,6.52,-9.8,2.15,1.89,0,0.1,0.02,0.14
"Granville",2008,1914429,0,89593,20413,136554,2160989,2179555,0,102001,23240,155465,2460261,88.59,0,4.15,0.94,6.32,3.4,2.46,2.18,0,0.1,0.02,0.16
"Granville",2009,1862918,0,91627,21444,152104,2128093,2128483,0,104689,24501,173787,2431460,87.54,0,4.31,1.01,7.15,2.2,2.43,2.13,0,0.1,0.02,0.17
"Granville",2010,2020108,0,109365,30689,161928,2322090,2270834,0,122939,34498,182026,2610296,87,0,4.71,1.32,6.97,9.7,2.61,2.27,0,0.12,0.03,0.18
"Granville",2011,2096126,0,105918,29576,175923,2407543,2284186,0,115421,32229,191706,2623542,87.06,0,4.4,1.23,7.31,10.2,2.62,2.28,0,0.12,0.03,0.19
"Granville",2012,2137252,0,107781,32104,185572,2462709,2281781,0,115070,34275,198121,2629247,86.78,0,4.38,1.3,7.54,10.5,2.63,2.28,0,0.12,0.03,0.2
"Granville",2013,1958755,0,99799,32868,251015,2342437,2061024,0,105010,34584,264121,2464739,83.62,0,4.26,1.4,10.72,3.6,2.46,2.06,0,0.11,0.03,0.26
"Granville",2014,2051551,0,103109,26910,259287,2440857,2124207,0,106761,27863,268470,2527300,84.05,0,4.22,1.1,10.62,6.2,2.53,2.12,0,0.11,0.03,0.27
"Granville",2015,2012715,0,101712,25175,283026,2422628,2081525,0,105189,26036,292702,2505451,83.08,0,4.2,1.04,11.68,5.3,2.51,2.08,0,0.11,0.03,0.29
"Granville",2016,2045667,0,101630,25280,288604,2461181,2387701,0,118622,29507,336858,2872688,83.12,0,4.13,1.03,11.73,20.7,2.87,2.39,0,0.12,0.03,0.34
"Granville",2017,2215961,0,113155,27546,325093,2681755,2215961,0,113155,27546,325093,2681755,82.63,0,4.22,1.03,12.12,12.7,2.68,2.22,0,0.11,0.03,0.33
"Great Barrington",2003,8363916,0,1945313,141961,374931,10826121,11142191,0,2591495,189117,499473,14422276,77.26,0,17.97,1.31,3.46,0,14.42,11.14,0,2.59,0.19,0.5
"Great Barrington",2004,9226657,0,2100302,162323,346446,11835728,11972674,0,2725389,210633,449554,15358251,77.96,0,17.75,1.37,2.93,6.5,15.36,11.97,0,2.73,0.21,0.45
"Great Barrington",2005,10023684,0,2303945,167448,367361,12862438,12580673,0,2891669,210163,461073,16143578,77.93,0,17.91,1.3,2.86,11.9,16.14,12.58,0,2.89,0.21,0.46
"Great Barrington",2006,10830731,0,2544452,183157,338148,13896488,13168794,0,3093731,222696,411145,16896365,77.94,0,18.31,1.32,2.43,17.2,16.9,13.17,0,3.09,0.22,0.41
"Great Barrington",2007,11302631,0,2399712,198371,307741,14208455,13361986,0,2836943,234514,363812,16797255,79.55,0,16.89,1.4,2.17,16.5,16.8,13.36,0,2.84,0.23,0.36
"Great Barrington",2008,12200590,0,2486184,209499,344651,15240924,13890232,0,2830492,238512,392381,17351617,80.05,0,16.31,1.37,2.26,20.3,17.35,13.89,0,2.83,0.24,0.39
"Great Barrington",2009,12962974,0,2637110,218015,396681,16214780,14810891,0,3013039,249094,453229,18526254,79.95,0,16.26,1.34,2.45,28.5,18.53,14.81,0,3.01,0.25,0.45
"Great Barrington",2010,13424039,0,2726760,144555,420921,16716275,15090162,0,3065192,162496,473164,18791014,80.31,0,16.31,0.86,2.52,30.3,18.79,15.09,0,3.07,0.16,0.47
"Great Barrington",2011,13499214,0,2853415,126385,447959,16926973,14710332,0,3109417,137724,488149,18445621,79.75,0,16.86,0.75,2.65,27.9,18.45,14.71,0,3.11,0.14,0.49
"Great Barrington",2012,14049897,0,3060848,131914,490620,17733279,15000003,0,3267834,140835,523798,18932469,79.23,0,17.26,0.74,2.77,31.3,18.93,15,0,3.27,0.14,0.52
"Great Barrington",2013,14173775,0,3091700,131174,485360,17882009,14913807,0,3253122,138023,510701,18815653,79.26,0,17.29,0.73,2.71,30.5,18.82,14.91,0,3.25,0.14,0.51
"Great Barrington",2014,14050984,0,3200440,142463,537576,17931463,14548599,0,3313784,147508,556614,18566505,78.36,0,17.85,0.79,3,28.7,18.57,14.55,0,3.31,0.15,0.56
"Great Barrington",2015,14800864,0,3307920,147151,547312,18803247,15306867,0,3421009,152182,566023,19446082,78.71,0,17.59,0.78,2.91,34.8,19.45,15.31,0,3.42,0.15,0.57
"Great Barrington",2016,15619786,0,3423806,154002,611268,19808862,18231402,0,3996264,179751,713472,23120888,78.85,0,17.28,0.78,3.09,60.3,23.12,18.23,0,4,0.18,0.71
"Great Barrington",2017,16298380,0,3643468,172644,718480,20832972,16298380,0,3643468,172644,718480,20832972,78.23,0,17.49,0.83,3.45,44.4,20.83,16.3,0,3.64,0.17,0.72
"Greenfield",2003,14407626,0,3620654,532610,672930,19233820,19193464,0,4823341,709529,896460,25622793,74.91,0,18.82,2.77,3.5,0,25.62,19.19,0,4.82,0.71,0.9
"Greenfield",2004,15148087,0,3707515,546941,682708,20085251,19656427,0,4810937,709720,885894,26062979,75.42,0,18.46,2.72,3.4,1.7,26.06,19.66,0,4.81,0.71,0.89
"Greenfield",2005,16029898,0,3676072,529319,584620,20819909,20119040,0,4613819,664345,733753,26130958,76.99,0,17.66,2.54,2.81,2,26.13,20.12,0,4.61,0.66,0.73
"Greenfield",2006,16509982,0,4010980,524562,564383,21609907,20074042,0,4876842,637801,686218,26274903,76.4,0,18.56,2.43,2.61,2.5,26.27,20.07,0,4.88,0.64,0.69
"Greenfield",2007,17417950,0,3983720,518813,572728,22493211,20591525,0,4709559,613341,677080,26591505,77.44,0,17.71,2.31,2.55,3.8,26.59,20.59,0,4.71,0.61,0.68
"Greenfield",2008,18140938,0,4120029,518831,603722,23383520,20653250,0,4690606,590683,687331,26621870,77.58,0,17.62,2.22,2.58,3.9,26.62,20.65,0,4.69,0.59,0.69
"Greenfield",2009,18458674,0,4335832,539488,702973,24036967,21090023,0,4953920,616394,803184,27463521,76.79,0,18.04,2.24,2.92,7.2,27.46,21.09,0,4.95,0.62,0.8
"Greenfield",2010,18659270,0,4297591,597928,708586,24263375,20975164,0,4830986,672140,796532,27274822,76.9,0,17.71,2.46,2.92,6.4,27.27,20.98,0,4.83,0.67,0.8
"Greenfield",2011,18655309,0,4423876,601339,759808,24440332,20329020,0,4820776,655290,827976,26633061,76.33,0,18.1,2.46,3.11,3.9,26.63,20.33,0,4.82,0.66,0.83
"Greenfield",2012,19499600,0,4560330,655452,914645,25630027,20818235,0,4868716,699776,976497,27363225,76.08,0,17.79,2.56,3.57,6.8,27.36,20.82,0,4.87,0.7,0.98
"Greenfield",2013,20238390,0,5031396,728638,1013768,27012192,21295064,0,5294092,766681,1066698,28422535,74.92,0,18.63,2.7,3.75,10.9,28.42,21.3,0,5.29,0.77,1.07
"Greenfield",2014,20092738,0,5050538,734728,1041606,26919610,20804322,0,5229403,760748,1078494,27872967,74.64,0,18.76,2.73,3.87,8.8,27.87,20.8,0,5.23,0.76,1.08
"Greenfield",2015,22087160,0,5511691,804387,1312608,29715846,22842263,0,5700122,831887,1357483,30731754,74.33,0,18.55,2.71,4.42,19.9,30.73,22.84,0,5.7,0.83,1.36
"Greenfield",2016,22246835,0,5459521,742525,1289488,29738369,25966488,0,6372348,866675,1505089,34710600,74.81,0,18.36,2.5,4.34,35.5,34.71,25.97,0,6.37,0.87,1.51
"Greenfield",2017,22538750,0,5434366,784815,1607228,30365159,22538750,0,5434366,784815,1607228,30365159,74.23,0,17.9,2.58,5.29,18.5,30.37,22.54,0,5.43,0.78,1.61
"Groton",2003,16675575,0,441463,171839,196885,17485762,22214766,0,588105,228919,262285,23294076,95.37,0,2.52,0.98,1.13,0,23.29,22.21,0,0.59,0.23,0.26
"Groton",2004,18653084,0,480595,184229,222370,19540278,24204574,0,623629,239059,288551,25355812,95.46,0,2.46,0.94,1.14,8.9,25.36,24.2,0,0.62,0.24,0.29
"Groton",2005,19772939,0,570753,186871,212159,20742722,24816911,0,716349,234541,266280,26034081,95.32,0,2.75,0.9,1.02,11.8,26.03,24.82,0,0.72,0.23,0.27
"Groton",2006,20373736,0,716518,196156,199357,21485767,24771876,0,871195,238501,242393,26123964,94.82,0,3.33,0.91,0.93,12.1,26.12,24.77,0,0.87,0.24,0.24
"Groton",2007,20880637,0,893423,204887,219512,22198459,24685118,0,1056206,242218,259507,26243049,94.06,0,4.02,0.92,0.99,12.7,26.24,24.69,0,1.06,0.24,0.26
"Groton",2008,21689981,0,903059,196357,278692,23068089,24693795,0,1028122,223550,317288,26262755,94.03,0,3.91,0.85,1.21,12.7,26.26,24.69,0,1.03,0.22,0.32
