"Municipal","F_year","Total.Budget","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"Gloucester",2006,85253888.39,44122912,0,2343907,1474089,660767,48601675,50985819,0,2708480,1703370,763543,56161212,90.78,0,4.82,3.03,1.36
"Gloucester",2007,88624341.67,46155530,0,2471322,1483849,669988,50780689,51857577,0,2776629,1667163,752758,57054128,90.89,0,4.87,2.92,1.32
"Gloucester",2008,94354902.82,47706105,0,2724665,1636091,725101,52791962,51617818,0,2948077,1770244,784556,57120695,90.37,0,5.16,3.1,1.37
"Gloucester",2009,96552736.57,49264473,0,2985635,1717044,859454,54826606,53494287,0,3241980,1864468,933246,59533981,89.86,0,5.45,3.13,1.57
"Gloucester",2010,97290349.23,50598208,0,3361427,1873607,1014122,56847364,54055870,0,3591132,2001641,1083423,60732066,89.01,0,5.91,3.3,1.78
"Gloucester",2011,101124729.59,53407713,0,3640376,1964982,1230865,60243936,55311443,0,3770138,2035024,1274739,62391344,88.65,0,6.04,3.26,2.04
"Gloucester",2012,104345683.02,55640839,0,3884206,2083973,1418030,63027048,56455843,0,3941100,2114498,1438801,63950243,88.28,0,6.16,3.31,2.25
"Gloucester",2013,109062181.33,57385588,0,3978824,2152755,1505935,65023102,57385588,0,3978824,2152755,1505935,65023102,88.25,0,6.12,3.31,2.32
"Goshen",2003,1929064.77,1304610,0,31056,10967,22756,1369389,1651728,0,39319,13885,28811,1733743,95.27,0,2.27,0.8,1.66
"Goshen",2004,2040069.2,1387573,0,31628,14677,26490,1460368,1711196,0,39005,18100,32668,1800968,95.02,0,2.17,1.01,1.81
"Goshen",2005,2116588.68,1478460,0,33197,13248,26433,1551338,1763531,0,39598,15802,31530,1850461,95.3,0,2.14,0.85,1.7
"Goshen",2006,2622262.85,1526666,0,34072,21669,23864,1606271,1764125,0,39372,25039,27576,1856111,95.04,0,2.12,1.35,1.49
"Goshen",2007,2948616.38,1516512,0,35874,20758,23663,1596807,1703862,0,40306,23322,26586,1794076,94.97,0,2.25,1.3,1.48
"Goshen",2008,2199029.25,1562817,0,38130,21000,21924,1643871,1690962,0,41257,22722,23722,1778662,95.07,0,2.32,1.28,1.33
"Goshen",2009,2828363.66,1636226,0,40779,22222,35943,1735170,1776711,0,44280,24130,39029,1884151,94.3,0,2.35,1.28,2.07
"Goshen",2010,2981567.2,1708137,0,35095,22910,48954,1815096,1824864,0,37493,24476,52299,1939132,94.11,0,1.93,1.26,2.7
"Goshen",2011,3036513.21,1762773,0,34543,26798,45639,1869753,1825607,0,35774,27753,47266,1936401,94.28,0,1.85,1.43,2.44
"Goshen",2012,2825079.35,1813897,0,34471,24810,44442,1917620,1840466,0,34976,25173,45093,1945709,94.59,0,1.8,1.29,2.32
"Goshen",2013,2772857.44,1842504,0,34658,29304,46640,1953106,1842504,0,34658,29304,46640,1953106,94.34,0,1.77,1.5,2.39
"Gosnold",2003,949215.79,306904,0,6321,786,1003,315014,388562,0,8003,995,1270,398830,97.43,0,2.01,0.25,0.32
"Gosnold",2004,951695.18,318190,0,6481,806,806,326283,392401,0,7993,994,994,402382,97.52,0,1.99,0.25,0.25
"Gosnold",2005,997614.58,326075,0,6620,843,586,334124,388948,0,7896,1006,699,398549,97.59,0,1.98,0.25,0.18
"Gosnold",2006,1073114.42,382846,0,5202,952,429,389429,442394,0,6011,1100,496,450001,98.31,0,1.34,0.24,0.11
"Gosnold",2007,1246966.96,471380,0,6405,1172,528,479485,529614,0,7196,1317,593,538721,98.31,0,1.34,0.24,0.11
"Gosnold",2008,1483631.68,469621,0,5477,1233,1689,478020,508128,0,5926,1334,1827,517216,98.24,0,1.15,0.26,0.35
"Gosnold",2009,1329086.81,493726,0,5689,1283,1767,502465,536117,0,6177,1393,1919,545606,98.26,0,1.13,0.26,0.35
"Gosnold",2010,1224367.58,502750,0,5753,1297,1786,511586,537106,0,6146,1386,1908,546546,98.27,0,1.12,0.25,0.35
"Gosnold",2011,1255063.32,526887,0,6091,1377,2016,536371,545668,0,6308,1426,2088,555490,98.23,0,1.14,0.26,0.38
"Gosnold",2012,1387149.11,594094,0,6868,1553,2263,604778,602796,0,6969,1576,2296,613637,98.23,0,1.14,0.26,0.37
"Gosnold",2013,1328987.5,604847,0,6993,1581,2304,615725,604847,0,6993,1581,2304,615725,98.23,0,1.14,0.26,0.37
"Grafton",2003,29080127.72,14310117,0,757899,488136,469449,16025601,18117619,0,959554,618015,594356,20289543,89.3,0,4.73,3.05,2.93
"Grafton",2004,32913154.46,16448407,0,655080,430520,381115,17915122,20284656,0,807864,530930,470002,22093452,91.81,0,3.66,2.4,2.13
"Grafton",2005,35028394.08,17929144,0,619611,427123,376626,19352504,21386173,0,739082,509479,449246,23083980,92.65,0,3.2,2.21,1.95
"Grafton",2006,39272069.82,18988208,0,702293,467809,394180,20552490,21941647,0,811528,540572,455491,23749238,92.39,0,3.42,2.28,1.92
"Grafton",2007,41540248.01,20950262,0,829131,452613,386259,22618265,23538454,0,931562,508529,433977,25412522,92.63,0,3.67,2,1.71
"Grafton",2008,43246209.68,21929509,0,824450,509055,396685,23659699,23727643,0,892052,550796,429212,25599701,92.69,0,3.48,2.15,1.68
"Grafton",2009,44090720.86,22917593,0,1028328,606933,523614,25076468,24885282,0,1116620,659044,568571,27229516,91.39,0,4.1,2.42,2.09
"Grafton",2010,44278881.41,24263786,0,1175201,691951,651610,26782548,25921868,0,1255509,739236,696138,28612751,90.6,0,4.39,2.58,2.43
"Grafton",2011,47000525.88,25521722,0,1296481,732061,705725,28255989,26431449,0,1342694,758155,730881,29263180,90.32,0,4.59,2.59,2.5
"Grafton",2012,49112387.91,27113856,0,1360273,786143,763629,30023901,27511009,0,1380198,797658,774814,30463679,90.31,0,4.53,2.62,2.54
"Grafton",2013,54244616.65,28930786,0,1443442,843669,827083,32044980,28930786,0,1443442,843669,827083,32044980,90.28,0,4.5,2.63,2.58
"Granby",2003,12584886.09,5128625,0,223834,39476,112890,5504825,6493202,0,283390,49979,142927,6969497,93.17,0,4.07,0.72,2.05
"Granby",2004,14784500.38,5342969,0,307992,40625,100563,5792149,6589106,0,379825,50100,124017,7143047,92.25,0,5.32,0.7,1.74
"Granby",2005,13544692.52,6107758,0,297984,37667,113310,6556719,7285433,0,355440,44930,135158,7820961,93.15,0,4.54,0.57,1.73
"Granby",2006,14328840.9,6472831,0,302029,40942,101834,6917636,7479620,0,349007,47310,117673,7993610,93.57,0,4.37,0.59,1.47
"Granby",2007,18160150.08,6979919,0,321864,41404,113742,7456929,7842217,0,361627,46519,127794,8378157,93.6,0,4.32,0.56,1.53
"Granby",2008,18144369.82,7287290,0,309618,42659,119780,7759347,7884819,0,335005,46157,129601,8395583,93.92,0,3.99,0.55,1.54
"Granby",2009,23872679.36,7590607,0,329510,43727,132650,8096494,8242331,0,357802,47481,144039,8791653,93.75,0,4.07,0.54,1.64
"Granby",2010,18555810.54,7845175,0,355024,52683,175812,8428694,8381280,0,379285,56283,187826,9004674,93.08,0,4.21,0.63,2.09
"Granby",2011,18789525.64,8102482,0,374950,55383,212411,8745226,8391297,0,388315,57357,219982,9056951,92.65,0,4.29,0.63,2.43
"Granby",2012,19838065.1,8344312,0,379577,68876,296452,9089217,8466536,0,385137,69885,300794,9222352,91.8,0,4.18,0.76,3.26
"Granby",2013,19445669.17,8634492,0,398397,70916,303309,9407114,8634492,0,398397,70916,303309,9407114,91.79,0,4.24,0.75,3.22
"Granville",2003,4023638.4,1506040,0,86931,26453,166933,1786357,1906753,0,110061,33491,211349,2261654,84.31,0,4.87,1.48,9.34
"Granville",2004,4120306.06,1613117,0,77041,25006,143038,1858202,1989343,0,95009,30838,176399,2291589,86.81,0,4.15,1.35,7.7
"Granville",2005,4182171.06,1657195,0,85780,24740,142112,1909827,1976729,0,102320,29510,169513,2278073,86.77,0,4.49,1.3,7.44
"Granville",2006,4419181.46,1757538,0,90666,23461,129157,2000822,2030907,0,104768,27110,149246,2312031,87.84,0,4.53,1.17,6.46
"Granville",2007,4445681.01,1596926,0,81925,19204,118431,1816486,1794210,0,92046,21576,133062,2040894,87.91,0,4.51,1.06,6.52
"Granville",2008,4845673.87,1914429,0,89593,20413,136554,2160989,2071405,0,96939,22087,147751,2338182,88.59,0,4.15,0.94,6.32
"Granville",2009,4794379.22,1862918,0,91627,21444,152104,2128093,2022867,0,99494,23285,165164,2310810,87.54,0,4.31,1.01,7.15
"Granville",2010,4620421.14,2020108,0,109365,30689,161928,2322090,2158153,0,116839,32786,172993,2480772,87,0,4.71,1.32,6.97
"Granville",2011,4626640.26,2096126,0,105918,29576,175923,2407543,2170843,0,109693,30630,182194,2493360,87.06,0,4.4,1.23,7.31
"Granville",2012,4643528.53,2137252,0,107781,32104,185572,2462709,2168558,0,109360,32574,188290,2498782,86.78,0,4.38,1.3,7.54
"Granville",2013,3211931.79,1958755,0,99799,32868,251015,2342437,1958755,0,99799,32868,251015,2342437,83.62,0,4.26,1.4,10.72
"Great Barrington",2003,15504326.81,8363916,0,1945313,141961,374931,10826121,10589309,0,2462904,179733,474689,13706634,77.26,0,17.97,1.31,3.46
"Great Barrington",2004,16116458.08,9226657,0,2100302,162323,346446,11835728,11378583,0,2590154,200181,427247,14596166,77.96,0,17.75,1.37,2.93
"Great Barrington",2005,17754292.6,10023684,0,2303945,167448,367361,12862438,11956412,0,2748183,199735,438194,15342524,77.93,0,17.91,1.3,2.86
"Great Barrington",2006,19230094.09,10830731,0,2544452,183157,338148,13896488,12515350,0,2940218,211645,390744,16057957,77.94,0,18.31,1.32,2.43
"Great Barrington",2007,20362557.2,11302631,0,2399712,198371,307741,14208455,12698956,0,2696172,222878,345759,15963765,79.55,0,16.89,1.4,2.17
"Great Barrington",2008,21484145.53,12200590,0,2486184,209499,344651,15240924,13200990,0,2690041,226677,372911,16490620,80.05,0,16.31,1.37,2.26
"Great Barrington",2009,22483044.7,12962974,0,2637110,218015,396681,16214780,14075966,0,2863530,236734,430740,17606970,79.95,0,16.26,1.34,2.45
"Great Barrington",2010,22520583.49,13424039,0,2726760,144555,420921,16716275,14341380,0,2913095,154433,449685,17858593,80.31,0,16.31,0.86,2.52
"Great Barrington",2011,23306343.11,13499214,0,2853415,126385,447959,16926973,13980396,0,2955126,130890,463927,17530339,79.75,0,16.86,0.75,2.65
"Great Barrington",2012,24045234.11,14049897,0,3060848,131914,490620,17733279,14255694,0,3105682,133846,497806,17993029,79.23,0,17.26,0.74,2.77
"Great Barrington",2013,24385910.74,14173775,0,3091700,131174,485360,17882009,14173775,0,3091700,131174,485360,17882009,79.26,0,17.29,0.73,2.71
"Greenfield",2003,42850666.3,14407626,0,3620654,532610,672930,19233820,18241072,0,4584004,674322,851977,24351375,74.91,0,18.82,2.77,3.5
"Greenfield",2004,40616572.72,15148087,0,3707515,546941,682708,20085251,18681064,0,4572216,674504,841935,24769718,75.42,0,18.46,2.72,3.4
"Greenfield",2005,42450257.39,16029898,0,3676072,529319,584620,20819909,19120722,0,4384878,631380,697344,24834324,76.99,0,17.66,2.54,2.81
"Greenfield",2006,44217994.04,16509982,0,4010980,524562,564383,21609907,19077956,0,4634851,606153,652168,24971127,76.4,0,18.56,2.43,2.61
"Greenfield",2007,49181574.49,17417950,0,3983720,518813,572728,22493211,19569761,0,4475868,582907,643483,25272019,77.44,0,17.71,2.31,2.55
"Greenfield",2008,49461741.93,18140938,0,4120029,518831,603722,23383520,19628424,0,4457855,561373,653225,25300877,77.58,0,17.62,2.22,2.58
"Greenfield",2009,50231735.68,18458674,0,4335832,539488,702973,24036967,20043523,0,4708104,585808,763330,26100765,76.79,0,18.04,2.24,2.92
"Greenfield",2010,48473857.17,18659270,0,4297591,597928,708586,24263375,19934363,0,4591270,638788,757008,25921429,76.9,0,17.71,2.46,2.92
"Greenfield",2011,49863767.62,18655309,0,4423876,601339,759808,24440332,19320282,0,4581566,622774,786892,25311513,76.33,0,18.1,2.46,3.11
"Greenfield",2012,53500720.74,19499600,0,4560330,655452,914645,25630027,19785222,0,4627128,665053,928042,26005445,76.08,0,17.79,2.56,3.57
"Greenfield",2013,54170353.2,20238390,0,5031396,728638,1013768,27012192,20238390,0,5031396,728638,1013768,27012192,74.92,0,18.63,2.7,3.75
"Groton",2003,24472683.87,16675575,0,441463,171839,196885,17485762,21112456,0,558923,217560,249270,22138210,95.37,0,2.52,0.98,1.13
"Groton",2004,26220224.78,18653084,0,480595,184229,222370,19540278,23003528,0,592684,227197,274233,24097642,95.46,0,2.46,0.94,1.14
"Groton",2005,27363844.4,19772939,0,570753,186871,212159,20742722,23585482,0,680803,222903,253067,24742254,95.32,0,2.75,0.9,1.02
"Groton",2006,28793685.98,20373736,0,716518,196156,199357,21485767,23542681,0,827966,226666,230365,24827678,94.82,0,3.33,0.91,0.93
"Groton",2007,30579608.77,20880637,0,893423,204887,219512,22198459,23460228,0,1003796,230199,246630,24940853,94.06,0,4.02,0.92,0.99
"Groton",2008,31900408.05,21689981,0,903059,196357,278692,23068089,23468474,0,977106,212458,301544,24959582,94.03,0,3.91,0.85,1.21
"Groton",2009,31883038.59,21901014,0,918573,202807,370360,23392754,23781420,0,997441,220220,402159,25401240,93.62,0,3.93,0.87,1.58
"Groton",2010,31860604.78,22542963,0,1023352,223484,425281,24215080,24083451,0,1093283,238756,454343,25869833,93.09,0,4.23,0.92,1.76
"Groton",2011,32793758.69,23015611,0,1004591,206687,432747,24659636,23836008,0,1040400,214054,448172,25538634,93.33,0,4.07,0.84,1.75
"Groton",2012,32518409.02,22853244,0,973729,204851,418423,24450247,23187989,0,987992,207852,424552,24808384,93.47,0,3.98,0.84,1.71
"Groton",2013,34455956.61,23822296,0,988916,203049,425898,25440159,23822296,0,988916,203049,425898,25440159,93.64,0,3.89,0.8,1.67
"Groveland",2003,9758059.55,6324622,0,202525,224001,134419,6885567,8007418,0,256411,283601,170184,8717614,91.85,0,2.94,3.25,1.95
"Groveland",2004,10056071.39,6741317,0,232669,262070,119001,7355057,8313589,0,286934,323192,146756,9070471,91.66,0,3.16,3.56,1.62
"Groveland",2005,11037320.6,7315876,0,229510,250804,114928,7911118,8726495,0,273763,299163,137088,9436510,92.48,0,2.9,3.17,1.45
"Groveland",2006,12133125.08,7912032,0,237654,259316,157206,8566208,9142675,0,274619,299650,181658,9898602,92.36,0,2.77,3.03,1.84
"Groveland",2007,13302368.54,8423063,0,258184,274120,168903,9124270,9463647,0,290080,307985,189769,10251481,92.31,0,2.83,3,1.85
"Groveland",2008,13607827.39,8853454,0,271160,289120,198252,9611986,9579402,0,293394,312827,214508,10400131,92.11,0,2.82,3.01,2.06
"Groveland",2009,14552844.13,8861286,0,291699,312528,244685,9710198,9622110,0,316744,339361,265693,10543909,91.26,0,3,3.22,2.52
"Groveland",2010,14415177.61,9369093,0,295431,308277,258863,10231664,10009336,0,315619,329343,276553,10930851,91.57,0,2.89,3.01,2.53
"Groveland",2011,14295633.53,9640763,0,293937,292301,299518,10526519,9984410,0,304414,302720,310194,10901739,91.59,0,2.79,2.78,2.85
"Groveland",2012,14334419.85,9930557,0,297849,304718,276963,10810087,10076016,0,302212,309181,281020,10968429,91.86,0,2.76,2.82,2.56
"Groveland",2013,15257200.02,10464190,0,333835,316537,408340,11522902,10464190,0,333835,316537,408340,11522902,90.81,0,2.9,2.75,3.54
"Hadley",2003,11339629.16,4154601,0,2026966,188613,137399,6507579,5260018,0,2566282,238797,173957,8239055,63.84,0,31.15,2.9,2.11
"Hadley",2004,11754060.5,4286140,0,2084794,196636,146283,6713853,5285793,0,2571029,242497,180400,8279720,63.84,0,31.05,2.93,2.18
"Hadley",2005,12264522.36,4623646,0,2174894,209717,109309,7117566,5515160,0,2594249,250154,130386,8489948,64.96,0,30.56,2.95,1.54
"Hadley",2006,13215730.98,4847036,0,2142850,233670,106604,7330160,5600947,0,2476150,270015,123185,8470298,66.12,0,29.23,3.19,1.45
"Hadley",2007,13578814.55,5052826,0,2177389,232081,107677,7569973,5677051,0,2446383,260752,120979,8505166,66.75,0,28.76,3.07,1.42
"Hadley",2008,14109350.33,5245727,0,2371333,243319,113157,7973536,5675856,0,2565773,263270,122435,8627335,65.79,0,29.74,3.05,1.42
"Hadley",2009,15810414.42,5454369,0,2498390,250476,161526,8364761,5922677,0,2712900,271982,175395,9082954,65.21,0,29.87,2.99,1.93
"Hadley",2010,14881778.16,5576928,0,2621809,254025,167486,8620248,5958031,0,2800972,271384,178931,9209318,64.7,0,30.41,2.95,1.94
"Hadley",2011,15808189.66,6010661,0,2605208,245316,171626,9032811,6224912,0,2698071,254060,177744,9354788,66.54,0,28.84,2.72,1.9
"Hadley",2012,16384318.51,6144229,0,2716950,252734,183513,9297426,6234227,0,2756747,256436,186201,9433611,66.09,0,29.22,2.72,1.97
"Hadley",2013,16535906.86,6255282,0,2804155,258175,176769,9494381,6255282,0,2804155,258175,176769,9494381,65.88,0,29.53,2.72,1.86
"Halifax",2003,14737598.14,7187850,0,477313,175174,172175,8012512,9100326,0,604312,221783,217986,10144406,89.71,0,5.96,2.19,2.15
"Halifax",2004,15488724.91,8002503,0,462596,133826,204317,8803242,9868921,0,570487,165038,251970,10856415,90.9,0,5.25,1.52,2.32
"Halifax",2005,16730375.55,8429316,0,464014,123978,188368,9205676,10054625,0,553483,147883,224688,10980679,91.57,0,5.04,1.35,2.05
"Halifax",2006,17389289.02,9530748,0,566073,125305,204580,10426706,11013167,0,654120,144795,236401,12048483,91.41,0,5.43,1.2,1.96
"Halifax",2007,18609822.36,10412141,0,599639,144099,210505,11366384,11698455,0,673718,161901,236511,12770585,91.6,0,5.28,1.27,1.85
"Halifax",2008,19370957.99,10822084,0,678728,165387,243448,11909647,11709452,0,734381,178948,263410,12886191,90.87,0,5.7,1.39,2.04
"Halifax",2009,20177533.4,10957349,0,718946,172796,277854,12126945,11898139,0,780674,187632,301710,13168156,90.36,0,5.93,1.42,2.29
"Halifax",2010,20326694.33,11304204,0,722144,187882,275567,12489797,12076684,0,771492,200721,294398,13343295,90.51,0,5.78,1.5,2.21
"Halifax",2011,19651533.56,11180681,0,844069,232854,341324,12598928,11579219,0,874156,241154,353491,13048020,88.74,0,6.7,1.85,2.71
"Halifax",2012,20286022.66,11793848,0,866033,242652,280510,13183043,11966600,0,878718,246206,284619,13376143,89.46,0,6.57,1.84,2.13
"Halifax",2013,21804711.24,12090459,0,914962,235679,294743,13535843,12090459,0,914962,235679,294743,13535843,89.32,0,6.76,1.74,2.18
"Hamilton",2003,18962973.93,13775712,0,538594,7253,123415,14444974,17441025,0,681898,9183,156252,18288358,95.37,0,3.73,0.05,0.85
"Hamilton",2004,19495173.04,14428952,0,565458,7519,120366,15122295,17794205,0,697339,9273,148439,18649256,95.42,0,3.74,0.05,0.8
"Hamilton",2005,20852532.97,15803604,0,639249,8497,124021,16575371,18850795,0,762507,10135,147934,19771371,95.34,0,3.86,0.05,0.75
"Hamilton",2006,22551113.97,16853553,0,653448,8315,116398,17631714,19474966,0,755086,9608,134503,20374163,95.59,0,3.71,0.05,0.66
"Hamilton",2007,23792846.1,17918220,0,693285,9566,114911,18735982,20131834,0,778933,10748,129107,21050622,95.64,0,3.7,0.05,0.61
"Hamilton",2008,24613213.71,18860888,0,796595,11029,138938,19807450,20407407,0,861913,11933,150330,21431583,95.22,0,4.02,0.06,0.7
"Hamilton",2009,26364995.72,20766126,0,879663,12543,230929,21889261,22549091,0,955190,13620,250756,23768658,94.87,0,4.02,0.06,1.05
"Hamilton",2010,26748282.34,21250305,0,926657,13416,256881,22447259,22702459,0,989981,14333,274435,23981207,94.67,0,4.13,0.06,1.14
"Hamilton",2011,27323137.71,21646205,0,984250,14158,265330,22909943,22417789,0,1019334,14663,274788,23726573,94.48,0,4.3,0.06,1.16
"Hamilton",2012,26815295.27,21140998,0,952087,12323,268553,22373961,21450663,0,966033,12504,272487,22701686,94.49,0,4.26,0.06,1.2
"Hamilton",2013,26856080.92,20984360,0,911135,12216,275105,22182816,20984360,0,911135,12216,275105,22182816,94.6,0,4.11,0.06,1.24
"Hampden",2003,7980195.93,5901812,0,293816,25494,198156,6419278,7472111,0,371992,32277,250879,8127259,91.94,0,4.58,0.4,3.09
"Hampden",2004,8324906.11,6132410,0,292738,26154,214394,6665696,7562667,0,361013,32254,264397,8220331,92,0,4.39,0.39,3.22
"Hampden",2005,8900473.18,6583662,0,259692,25467,174205,7043026,7853099,0,309765,30377,207795,8401035,93.48,0,3.69,0.36,2.47
"Hampden",2006,8987097.15,6927735,0,244528,23944,164694,7360901,8005280,0,282562,27668,190311,8505821,94.12,0,3.32,0.33,2.24
"Hampden",2007,10054668.48,7272432,0,267307,25236,162978,7727953,8170867,0,300330,28354,183112,8682663,94.11,0,3.46,0.33,2.11
"Hampden",2008,9907848.54,7593417,0,273222,25811,159220,8051670,8216047,0,295625,27927,172275,8711875,94.31,0,3.39,0.32,1.98
"Hampden",2009,10470784.63,7713833,0,277327,27026,199554,8217740,8376137,0,301138,29346,216688,8923310,93.87,0,3.37,0.33,2.43
"Hampden",2010,10486613.86,8334595,0,302666,30956,234499,8902716,8904145,0,323349,33071,250524,9511089,93.62,0,3.4,0.35,2.63
"Hampden",2011,10443420.65,8245466,0,294334,30565,231821,8802186,8539377,0,304826,31654,240084,9115942,93.68,0,3.34,0.35,2.63
"Hampden",2012,11386512.79,8698375,0,338993,33096,242160,9312624,8825785,0,343958,33581,245707,9449032,93.4,0,3.64,0.36,2.6
"Hampden",2013,11557683.34,8821891,0,350658,34664,297882,9505095,8821891,0,350658,34664,297882,9505095,92.81,0,3.69,0.36,3.13
"Hancock",2003,1273555.5,477676,0,51897,2652,39513,571738,604772,0,65705,3358,50026,723861,83.55,0,9.08,0.46,6.91
"Hancock",2004,1606568.85,547402,0,309936,4386,68479,930203,675072,0,382222,5409,84450,1147154,58.85,0,33.32,0.47,7.36
"Hancock",2005,1740558.28,676839,0,476308,4951,51538,1209636,807345,0,568148,5906,61475,1442873,55.95,0,39.38,0.41,4.26
"Hancock",2006,1687653.51,577493,0,413219,3793,47981,1042486,667317,0,477491,4383,55444,1204635,55.4,0,39.64,0.36,4.6
