"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"2303","Southwick","Hampden County","MA","Southwick","2009-2013",2011,78476,5396
"2304","Southwick","Hampden County","MA","Southwick","2010-2014",2012,81967,3760
"2305","Southwick","Hampden County","MA","Southwick","2011-2015",2013,80444,6756
"2306","Spencer","Worcester County","MA","Spencer","2009-2013",2011,60197,8844
"2307","Spencer","Worcester County","MA","Spencer","2010-2014",2012,60943,8732
"2308","Spencer","Worcester County","MA","Spencer","2011-2015",2013,62901,6173
"2309","Springfield","Hampden County","MA","Springfield","2009-2013",2011,34311,1133
"2310","Springfield","Hampden County","MA","Springfield","2010-2014",2012,34731,1024
"2311","Springfield","Hampden County","MA","Springfield","2011-2015",2013,34728,1310
"2312","Sterling","Worcester County","MA","Sterling","2009-2013",2011,98872,12005
"2313","Sterling","Worcester County","MA","Sterling","2010-2014",2012,90455,18466
"2314","Sterling","Worcester County","MA","Sterling","2011-2015",2013,87039,15632
"2315","Stockbridge","Berkshire County","MA","Stockbridge","2009-2013",2011,58750,13524
"2316","Stockbridge","Berkshire County","MA","Stockbridge","2010-2014",2012,57981,11694
"2317","Stockbridge","Berkshire County","MA","Stockbridge","2011-2015",2013,56027,8027
"2318","Stoneham","Middlesex County","MA","Stoneham","2009-2013",2011,76127,6757
"2319","Stoneham","Middlesex County","MA","Stoneham","2010-2014",2012,76218,6026
"2320","Stoneham","Middlesex County","MA","Stoneham","2011-2015",2013,78099,5670
"2321","Stoughton","Norfolk County","MA","Stoughton","2009-2013",2011,74262,5360
"2322","Stoughton","Norfolk County","MA","Stoughton","2010-2014",2012,74688,4606
"2323","Stoughton","Norfolk County","MA","Stoughton","2011-2015",2013,76179,4544
"2324","Stow","Middlesex County","MA","Stow","2009-2013",2011,115714,18692
"2325","Stow","Middlesex County","MA","Stow","2010-2014",2012,131500,22912
"2326","Stow","Middlesex County","MA","Stow","2011-2015",2013,137551,16333
"2327","Sturbridge","Worcester County","MA","Sturbridge","2009-2013",2011,77096,9046
"2328","Sturbridge","Worcester County","MA","Sturbridge","2010-2014",2012,79711,13036
"2329","Sturbridge","Worcester County","MA","Sturbridge","2011-2015",2013,83806,14420
"2330","Sudbury","Middlesex County","MA","Sudbury","2009-2013",2011,170924,8810
"2331","Sudbury","Middlesex County","MA","Sudbury","2010-2014",2012,169505,6790
"2332","Sudbury","Middlesex County","MA","Sudbury","2011-2015",2013,165745,10617
"2333","Sunderland","Franklin County","MA","Sunderland","2009-2013",2011,47000,12701
"2334","Sunderland","Franklin County","MA","Sunderland","2010-2014",2012,50417,12920
"2335","Sunderland","Franklin County","MA","Sunderland","2011-2015",2013,47688,13313
"2336","Sutton","Worcester County","MA","Sutton","2009-2013",2011,110362,8641
"2337","Sutton","Worcester County","MA","Sutton","2010-2014",2012,111804,6098
"2338","Sutton","Worcester County","MA","Sutton","2011-2015",2013,108615,8242
"2339","Swampscott","Essex County","MA","Swampscott","2009-2013",2011,92258,7954
"2340","Swampscott","Essex County","MA","Swampscott","2010-2014",2012,96494,6832
"2341","Swampscott","Essex County","MA","Swampscott","2011-2015",2013,98612,5197
"2342","Swansea","Bristol County","MA","Swansea","2009-2013",2011,70991,6233
"2343","Swansea","Bristol County","MA","Swansea","2010-2014",2012,77345,4155
"2344","Swansea","Bristol County","MA","Swansea","2011-2015",2013,73168,5577
"2345","Taunton","Bristol County","MA","Taunton","2009-2013",2011,51637,1847
"2346","Taunton","Bristol County","MA","Taunton","2010-2014",2012,52225,1847
"2347","Taunton","Bristol County","MA","Taunton","2011-2015",2013,53058,3341
"2348","Templeton","Worcester County","MA","Templeton","2009-2013",2011,65165,9538
"2349","Templeton","Worcester County","MA","Templeton","2010-2014",2012,68929,7424
"2350","Templeton","Worcester County","MA","Templeton","2011-2015",2013,65194,7734
"2351","Tewksbury","Middlesex County","MA","Tewksbury","2009-2013",2011,89241,6452
"2352","Tewksbury","Middlesex County","MA","Tewksbury","2010-2014",2012,87496,4828
"2353","Tewksbury","Middlesex County","MA","Tewksbury","2011-2015",2013,90484,5289
"2354","Tisbury","Dukes County","MA","Tisbury","2009-2013",2011,48935,23947
"2355","Tisbury","Dukes County","MA","Tisbury","2010-2014",2012,42727,13302
"2356","Tisbury","Dukes County","MA","Tisbury","2011-2015",2013,42180,12470
"2357","Tolland","Hampden County","MA","Tolland","2009-2013",2011,81667,11200
"2358","Tolland","Hampden County","MA","Tolland","2010-2014",2012,85750,11244
"2359","Tolland","Hampden County","MA","Tolland","2011-2015",2013,87292,15884
"2360","Topsfield","Essex County","MA","Topsfield","2009-2013",2011,111696,18608
"2361","Topsfield","Essex County","MA","Topsfield","2010-2014",2012,121157,22285
"2362","Topsfield","Essex County","MA","Topsfield","2011-2015",2013,114565,35509
"2363","Townsend","Middlesex County","MA","Townsend","2009-2013",2011,80162,4970
"2364","Townsend","Middlesex County","MA","Townsend","2010-2014",2012,82674,7526
"2365","Townsend","Middlesex County","MA","Townsend","2011-2015",2013,81047,5179
"2366","Truro","Barnstable County","MA","Truro","2009-2013",2011,57578,9652
"2367","Truro","Barnstable County","MA","Truro","2010-2014",2012,58060,9799
"2368","Truro","Barnstable County","MA","Truro","2011-2015",2013,60432,4814
"2369","Tyngsborough","Middlesex County","MA","Tyngsborough","2009-2013",2011,90987,14126
"2370","Tyngsborough","Middlesex County","MA","Tyngsborough","2010-2014",2012,93108,13846
"2371","Tyngsborough","Middlesex County","MA","Tyngsborough","2011-2015",2013,106290,13894
"2372","Tyringham","Berkshire County","MA","Tyringham","2009-2013",2011,75938,10486
"2373","Tyringham","Berkshire County","MA","Tyringham","2010-2014",2012,77750,7140
"2374","Tyringham","Berkshire County","MA","Tyringham","2011-2015",2013,77500,5580
"2375","Upton","Worcester County","MA","Upton","2009-2013",2011,105729,11422
"2376","Upton","Worcester County","MA","Upton","2010-2014",2012,111979,10743
"2377","Upton","Worcester County","MA","Upton","2011-2015",2013,112917,13747
"2378","Uxbridge","Worcester County","MA","Uxbridge","2009-2013",2011,84909,9157
"2379","Uxbridge","Worcester County","MA","Uxbridge","2010-2014",2012,86768,8696
"2380","Uxbridge","Worcester County","MA","Uxbridge","2011-2015",2013,89703,6535
"2381","Wakefield","Middlesex County","MA","Wakefield","2009-2013",2011,84011,4554
"2382","Wakefield","Middlesex County","MA","Wakefield","2010-2014",2012,85156,5694
"2383","Wakefield","Middlesex County","MA","Wakefield","2011-2015",2013,85573,4057
"2384","Wales","Hampden County","MA","Wales","2009-2013",2011,56302,6873
"2385","Wales","Hampden County","MA","Wales","2010-2014",2012,52500,7680
"2386","Wales","Hampden County","MA","Wales","2011-2015",2013,50500,6728
"2387","Walpole","Norfolk County","MA","Walpole","2009-2013",2011,92397,5194
"2388","Walpole","Norfolk County","MA","Walpole","2010-2014",2012,90332,7737
"2389","Walpole","Norfolk County","MA","Walpole","2011-2015",2013,97630,4973
"2390","Waltham","Middlesex County","MA","Waltham","2009-2013",2011,74198,3803
"2391","Waltham","Middlesex County","MA","Waltham","2010-2014",2012,73162,2818
"2392","Waltham","Middlesex County","MA","Waltham","2011-2015",2013,75205,4190
"2393","Ware","Hampshire County","MA","Ware","2009-2013",2011,50467,4937
"2394","Ware","Hampshire County","MA","Ware","2010-2014",2012,49630,6162
"2395","Ware","Hampshire County","MA","Ware","2011-2015",2013,47513,5355
"2396","Wareham","Plymouth County","MA","Wareham","2009-2013",2011,59186,6560
"2397","Wareham","Plymouth County","MA","Wareham","2010-2014",2012,62560,7165
"2398","Wareham","Plymouth County","MA","Wareham","2011-2015",2013,58728,5921
"2399","Warren","Worcester County","MA","Warren","2009-2013",2011,42478,11158
"2400","Warren","Worcester County","MA","Warren","2010-2014",2012,42538,8207
"2401","Warren","Worcester County","MA","Warren","2011-2015",2013,47014,8398
"2402","Warwick","Franklin County","MA","Warwick","2009-2013",2011,55859,4420
"2403","Warwick","Franklin County","MA","Warwick","2010-2014",2012,54911,4471
"2404","Warwick","Franklin County","MA","Warwick","2011-2015",2013,55347,5355
"2405","Washington","Berkshire County","MA","Washington","2009-2013",2011,70000,13829
"2406","Washington","Berkshire County","MA","Washington","2010-2014",2012,69583,10920
"2407","Washington","Berkshire County","MA","Washington","2011-2015",2013,72321,7592
"2408","Watertown","Middlesex County","MA","Watertown","2009-2013",2011,87401,3427
"2409","Watertown","Middlesex County","MA","Watertown","2010-2014",2012,86461,3325
"2410","Watertown","Middlesex County","MA","Watertown","2011-2015",2013,87409,4273
"2411","Wayland","Middlesex County","MA","Wayland","2009-2013",2011,130746,11204
"2412","Wayland","Middlesex County","MA","Wayland","2010-2014",2012,142306,13767
"2413","Wayland","Middlesex County","MA","Wayland","2011-2015",2013,145266,12820
"2414","Webster","Worcester County","MA","Webster","2009-2013",2011,47885,4873
"2415","Webster","Worcester County","MA","Webster","2010-2014",2012,48650,5041
"2416","Webster","Worcester County","MA","Webster","2011-2015",2013,48057,4467
"2417","Wellesley","Norfolk County","MA","Wellesley","2009-2013",2011,159167,6442
"2418","Wellesley","Norfolk County","MA","Wellesley","2010-2014",2012,159615,6363
"2419","Wellesley","Norfolk County","MA","Wellesley","2011-2015",2013,163454,11961
"2420","Wellfleet","Barnstable County","MA","Wellfleet","2009-2013",2011,47166,14200
"2421","Wellfleet","Barnstable County","MA","Wellfleet","2010-2014",2012,45746,8238
"2422","Wellfleet","Barnstable County","MA","Wellfleet","2011-2015",2013,45735,6198
"2423","Wendell","Franklin County","MA","Wendell","2009-2013",2011,48000,11291
"2424","Wendell","Franklin County","MA","Wendell","2010-2014",2012,38636,7819
"2425","Wendell","Franklin County","MA","Wendell","2011-2015",2013,43854,6771
"2426","Wenham","Essex County","MA","Wenham","2009-2013",2011,127606,13624
"2427","Wenham","Essex County","MA","Wenham","2010-2014",2012,116875,19086
"2428","Wenham","Essex County","MA","Wenham","2011-2015",2013,109250,21104
"2429","West Boylston","Worcester County","MA","West Boylston","2009-2013",2011,72026,7328
"2430","West Boylston","Worcester County","MA","West Boylston","2010-2014",2012,73365,4683
"2431","West Boylston","Worcester County","MA","West Boylston","2011-2015",2013,68673,4591
"2432","West Bridgewater","Plymouth County","MA","West Bridgewater","2009-2013",2011,80347,11450
"2433","West Bridgewater","Plymouth County","MA","West Bridgewater","2010-2014",2012,81573,10006
"2434","West Bridgewater","Plymouth County","MA","West Bridgewater","2011-2015",2013,81119,6747
"2435","West Brookfield","Worcester County","MA","West Brookfield","2009-2013",2011,63667,14107
"2436","West Brookfield","Worcester County","MA","West Brookfield","2010-2014",2012,57381,16405
"2437","West Brookfield","Worcester County","MA","West Brookfield","2011-2015",2013,64375,13665
"2438","West Newbury","Essex County","MA","West Newbury","2009-2013",2011,111652,24224
"2439","West Newbury","Essex County","MA","West Newbury","2010-2014",2012,122969,15691
"2440","West Newbury","Essex County","MA","West Newbury","2011-2015",2013,131167,13227
"2441","West Springfield","Hampden County","MA","West Springfield","2009-2013",2011,54126,3695
"2442","West Springfield","Hampden County","MA","West Springfield","2010-2014",2012,52806,4545
"2443","West Springfield","Hampden County","MA","West Springfield","2011-2015",2013,54585,4213
"2444","West Stockbridge","Berkshire County","MA","West Stockbridge","2009-2013",2011,64038,26213
"2445","West Stockbridge","Berkshire County","MA","West Stockbridge","2010-2014",2012,65455,15421
"2446","West Stockbridge","Berkshire County","MA","West Stockbridge","2011-2015",2013,72500,14528
"2447","West Tisbury","Dukes County","MA","West Tisbury","2009-2013",2011,70963,6789
"2448","West Tisbury","Dukes County","MA","West Tisbury","2010-2014",2012,73843,7437
"2449","West Tisbury","Dukes County","MA","West Tisbury","2011-2015",2013,75000,5719
"2450","Westborough","Worcester County","MA","Westborough","2009-2013",2011,100905,6728
"2451","Westborough","Worcester County","MA","Westborough","2010-2014",2012,100552,8405
"2452","Westborough","Worcester County","MA","Westborough","2011-2015",2013,101467,6793
"2453","Westfield","Hampden County","MA","Westfield","2009-2013",2011,59581,3115
"2454","Westfield","Hampden County","MA","Westfield","2010-2014",2012,60845,2750
"2455","Westfield","Hampden County","MA","Westfield","2011-2015",2013,61053,4072
"2456","Westford","Middlesex County","MA","Westford","2009-2013",2011,124464,9305
"2457","Westford","Middlesex County","MA","Westford","2010-2014",2012,125143,10132
"2458","Westford","Middlesex County","MA","Westford","2011-2015",2013,121591,8853
"2459","Westhampton","Hampshire County","MA","Westhampton","2009-2013",2011,77875,6395
"2460","Westhampton","Hampshire County","MA","Westhampton","2010-2014",2012,79583,5637
"2461","Westhampton","Hampshire County","MA","Westhampton","2011-2015",2013,81635,3991
"2462","Westminster","Worcester County","MA","Westminster","2009-2013",2011,83840,9447
"2463","Westminster","Worcester County","MA","Westminster","2010-2014",2012,87273,12409
"2464","Westminster","Worcester County","MA","Westminster","2011-2015",2013,88902,9589
"2465","Weston","Middlesex County","MA","Weston","2009-2013",2011,192563,29007
"2466","Weston","Middlesex County","MA","Weston","2010-2014",2012,201200,24700
"2467","Weston","Middlesex County","MA","Weston","2011-2015",2013,199519,28985
"2468","Westport","Bristol County","MA","Westport","2009-2013",2011,78013,5080
"2469","Westport","Bristol County","MA","Westport","2010-2014",2012,80840,4603
"2470","Westport","Bristol County","MA","Westport","2011-2015",2013,79841,4140
"2471","Westwood","Norfolk County","MA","Westwood","2009-2013",2011,128984,14569
"2472","Westwood","Norfolk County","MA","Westwood","2010-2014",2012,128813,17672
"2473","Westwood","Norfolk County","MA","Westwood","2011-2015",2013,135884,17505
"2474","Weymouth","Norfolk County","MA","Weymouth","2009-2013",2011,68113,3409
"2475","Weymouth","Norfolk County","MA","Weymouth","2010-2014",2012,69099,2803
"2476","Weymouth","Norfolk County","MA","Weymouth","2011-2015",2013,69123,3066
"2477","Whately","Franklin County","MA","Whately","2009-2013",2011,80298,8401
"2478","Whately","Franklin County","MA","Whately","2010-2014",2012,75982,8354
"2479","Whately","Franklin County","MA","Whately","2011-2015",2013,73229,8053
"2480","Whitman","Plymouth County","MA","Whitman","2009-2013",2011,72462,4964
"2481","Whitman","Plymouth County","MA","Whitman","2010-2014",2012,76494,5157
"2482","Whitman","Plymouth County","MA","Whitman","2011-2015",2013,72490,6122
"2483","Wilbraham","Hampden County","MA","Wilbraham","2009-2013",2011,86958,7768
"2484","Wilbraham","Hampden County","MA","Wilbraham","2010-2014",2012,87303,9167
"2485","Wilbraham","Hampden County","MA","Wilbraham","2011-2015",2013,90731,11575
"2486","Williamsburg","Hampshire County","MA","Williamsburg","2009-2013",2011,62683,7795
"2487","Williamsburg","Hampshire County","MA","Williamsburg","2010-2014",2012,65147,4977
"2488","Williamsburg","Hampshire County","MA","Williamsburg","2011-2015",2013,65855,11046
"2489","Williamstown","Berkshire County","MA","Williamstown","2009-2013",2011,71612,9301
"2490","Williamstown","Berkshire County","MA","Williamstown","2010-2014",2012,73397,6911
"2491","Williamstown","Berkshire County","MA","Williamstown","2011-2015",2013,72393,7585
"2492","Wilmington","Middlesex County","MA","Wilmington","2009-2013",2011,99508,6211
"2493","Wilmington","Middlesex County","MA","Wilmington","2010-2014",2012,100536,5230
"2494","Wilmington","Middlesex County","MA","Wilmington","2011-2015",2013,100862,5034
"2495","Winchendon","Worcester County","MA","Winchendon","2009-2013",2011,58288,5569
"2496","Winchendon","Worcester County","MA","Winchendon","2010-2014",2012,59332,8237
"2497","Winchendon","Worcester County","MA","Winchendon","2011-2015",2013,59661,7616
