,Municipal,County,State,Region,Five_Year_Range,Civilian_Pop,Vet_Pop,Percent_Vet,Margin_Error_Percent
954,Upton,Worcester County,MA,Upton,2008-2012,5398,315,5.8,1.9
1459,Upton,Worcester County,MA,Upton,2009-2013,5430,376,6.9,2
1826,Upton,Worcester County,MA,Upton,2010-2014,5492,375,6.8,1.9
2193,Upton,Worcester County,MA,Upton,2011-2015,5602,346,6.2,2.1
2560,Upton,Worcester County,MA,Upton,2012-2016,5647,363,6.4,2.1
2927,Upton,Worcester County,MA,Upton,2013-2017,5724,379,6.6,2.2
955,Uxbridge,Worcester County,MA,Uxbridge,2006-2010,9747,1155,11.8,2.2
956,Uxbridge,Worcester County,MA,Uxbridge,2007-2011,9878,1173,11.9,1.8
957,Uxbridge,Worcester County,MA,Uxbridge,2008-2012,10086,1088,10.8,2
1460,Uxbridge,Worcester County,MA,Uxbridge,2009-2013,10276,943,9.2,2.1
1827,Uxbridge,Worcester County,MA,Uxbridge,2010-2014,10508,853,8.1,1.8
2194,Uxbridge,Worcester County,MA,Uxbridge,2011-2015,10506,769,7.3,1.6
2561,Uxbridge,Worcester County,MA,Uxbridge,2012-2016,10587,713,6.7,2
2928,Uxbridge,Worcester County,MA,Uxbridge,2013-2017,10662,644,6,1.6
958,Wakefield,Middlesex County,MA,Wakefield,2006-2010,19347,1803,9.3,1.3
959,Wakefield,Middlesex County,MA,Wakefield,2007-2011,19579,1822,9.3,1.4
960,Wakefield,Middlesex County,MA,Wakefield,2008-2012,19645,1690,8.6,1.2
1340,Wakefield,Middlesex County,MA,Wakefield,2009-2013,20065,1668,8.3,1.1
1707,Wakefield,Middlesex County,MA,Wakefield,2010-2014,20465,1541,7.5,1.2
2074,Wakefield,Middlesex County,MA,Wakefield,2011-2015,20829,1553,7.5,0.9
2441,Wakefield,Middlesex County,MA,Wakefield,2012-2016,21263,1531,7.2,1
2808,Wakefield,Middlesex County,MA,Wakefield,2013-2017,21683,1495,6.9,1
961,Wales,Hampden County,MA,Wales,2006-2010,1524,231,15.2,3.5
962,Wales,Hampden County,MA,Wales,2007-2011,1562,231,14.8,3.2
963,Wales,Hampden County,MA,Wales,2008-2012,1579,230,14.6,3.1
1271,Wales,Hampden County,MA,Wales,2009-2013,1475,203,13.8,2.5
1638,Wales,Hampden County,MA,Wales,2010-2014,1516,194,12.8,2.6
2005,Wales,Hampden County,MA,Wales,2011-2015,1463,163,11.1,2.8
2372,Wales,Hampden County,MA,Wales,2012-2016,1511,177,11.7,2.2
2739,Wales,Hampden County,MA,Wales,2013-2017,1516,180,11.9,2.6
964,Walpole,Norfolk County,MA,Walpole,2006-2010,17478,1781,10.2,1.2
965,Walpole,Norfolk County,MA,Walpole,2007-2011,17993,1777,9.9,1.3
966,Walpole,Norfolk County,MA,Walpole,2008-2012,18326,1772,9.7,1.3
1373,Walpole,Norfolk County,MA,Walpole,2009-2013,18506,1681,9.1,1.2
1740,Walpole,Norfolk County,MA,Walpole,2010-2014,18868,1596,8.5,1.1
2107,Walpole,Norfolk County,MA,Walpole,2011-2015,18865,1421,7.5,1.2
2474,Walpole,Norfolk County,MA,Walpole,2012-2016,18954,1345,7.1,1
2841,Walpole,Norfolk County,MA,Walpole,2013-2017,18828,1308,6.9,1.2
967,Waltham,Middlesex County,MA,Waltham,2006-2010,51387,2884,5.6,0.6
968,Waltham,Middlesex County,MA,Waltham,2007-2011,51628,2800,5.4,0.7
969,Waltham,Middlesex County,MA,Waltham,2008-2012,52075,2771,5.3,0.6
1341,Waltham,Middlesex County,MA,Waltham,2009-2013,52478,2633,5,0.7
1708,Waltham,Middlesex County,MA,Waltham,2010-2014,52846,2512,4.8,0.5
2075,Waltham,Middlesex County,MA,Waltham,2011-2015,53900,2433,4.5,0.6
2442,Waltham,Middlesex County,MA,Waltham,2012-2016,53946,2281,4.2,0.5
2809,Waltham,Middlesex County,MA,Waltham,2013-2017,53985,2089,3.9,0.6
970,Ware,Hampshire County,MA,Ware,2006-2010,7721,939,12.2,2.6
971,Ware,Hampshire County,MA,Ware,2007-2011,7615,749,9.8,2.1
972,Ware,Hampshire County,MA,Ware,2008-2012,7651,732,9.6,1.8
1291,Ware,Hampshire County,MA,Ware,2009-2013,7766,653,8.4,1.8
1658,Ware,Hampshire County,MA,Ware,2010-2014,7750,616,7.9,1.8
2025,Ware,Hampshire County,MA,Ware,2011-2015,7820,678,8.7,1.8
2392,Ware,Hampshire County,MA,Ware,2012-2016,7847,736,9.4,2.1
2759,Ware,Hampshire County,MA,Ware,2013-2017,7829,717,9.2,2.4
973,Wareham,Plymouth County,MA,Wareham,2006-2010,17121,2352,13.7,1.7
974,Wareham,Plymouth County,MA,Wareham,2007-2011,17305,2288,13.2,2.1
975,Wareham,Plymouth County,MA,Wareham,2008-2012,17533,1986,11.3,1.6
1402,Wareham,Plymouth County,MA,Wareham,2009-2013,18043,1955,10.8,1.5
1769,Wareham,Plymouth County,MA,Wareham,2010-2014,18313,1901,10.4,1.7
2136,Wareham,Plymouth County,MA,Wareham,2011-2015,17887,1772,9.9,1.4
2503,Wareham,Plymouth County,MA,Wareham,2012-2016,18112,1703,9.4,1.4
2870,Wareham,Plymouth County,MA,Wareham,2013-2017,18196,1849,10.2,1.5
976,Warren,Worcester County,MA,Warren,2006-2010,3921,507,12.9,3.5
977,Warren,Worcester County,MA,Warren,2007-2011,3875,467,12.1,3.5
978,Warren,Worcester County,MA,Warren,2008-2012,3926,459,11.7,4.2
1461,Warren,Worcester County,MA,Warren,2009-2013,3978,445,11.2,4
1828,Warren,Worcester County,MA,Warren,2010-2014,3912,515,13.2,4.4
2195,Warren,Worcester County,MA,Warren,2011-2015,4100,474,11.6,3.9
2562,Warren,Worcester County,MA,Warren,2012-2016,4161,439,10.6,4
2929,Warren,Worcester County,MA,Warren,2013-2017,4112,459,11.2,3.7
979,Warwick,Franklin County,MA,Warwick,2006-2010,454,79,17.4,5.8
980,Warwick,Franklin County,MA,Warwick,2007-2011,498,87,17.5,5.8
981,Warwick,Franklin County,MA,Warwick,2008-2012,541,86,15.9,4.3
1249,Warwick,Franklin County,MA,Warwick,2009-2013,576,77,13.4,3.8
1616,Warwick,Franklin County,MA,Warwick,2010-2014,609,97,15.9,3.7
1983,Warwick,Franklin County,MA,Warwick,2011-2015,631,83,13.2,3.1
2350,Warwick,Franklin County,MA,Warwick,2012-2016,650,72,11.1,3.1
2717,Warwick,Franklin County,MA,Warwick,2013-2017,661,75,11.3,3.1
982,Washington,Berkshire County,MA,Washington,2006-2010,490,76,15.5,5.8
983,Washington,Berkshire County,MA,Washington,2007-2011,499,75,15,4.3
984,Washington,Berkshire County,MA,Washington,2008-2012,459,62,13.5,5.2
1161,Washington,Berkshire County,MA,Washington,2009-2013,426,65,15.3,4.6
1528,Washington,Berkshire County,MA,Washington,2010-2014,486,76,15.6,4.2
1895,Washington,Berkshire County,MA,Washington,2011-2015,491,82,16.7,5.7
2262,Washington,Berkshire County,MA,Washington,2012-2016,462,81,17.5,4.7
2629,Washington,Berkshire County,MA,Washington,2013-2017,420,67,16,4.2
985,Watertown,Middlesex County,MA,Watertown,2006-2010,27117,1902,7,1.2
986,Watertown,Middlesex County,MA,Watertown,2007-2011,27343,1482,5.4,0.9
987,Watertown,Middlesex County,MA,Watertown,2008-2012,27334,1447,5.3,1.1
1342,Watertown,Middlesex County,MA,Watertown,2009-2013,27481,1356,4.9,0.9
1709,Watertown,Middlesex County,MA,Watertown,2010-2014,27662,1367,4.9,1
2076,Watertown,Middlesex County,MA,Watertown,2011-2015,27564,1266,4.6,1
2443,Watertown,Middlesex County,MA,Watertown,2012-2016,28171,1183,4.2,0.9
2810,Watertown,Middlesex County,MA,Watertown,2013-2017,29140,1298,4.5,0.8
988,Wayland,Middlesex County,MA,Wayland,2006-2010,9295,911,9.8,2
989,Wayland,Middlesex County,MA,Wayland,2007-2011,9528,818,8.6,1.9
990,Wayland,Middlesex County,MA,Wayland,2008-2012,9561,895,9.4,2.1
1343,Wayland,Middlesex County,MA,Wayland,2009-2013,9764,824,8.4,1.6
1710,Wayland,Middlesex County,MA,Wayland,2010-2014,9924,811,8.2,1.6
2077,Wayland,Middlesex County,MA,Wayland,2011-2015,9920,723,7.3,1.4
2444,Wayland,Middlesex County,MA,Wayland,2012-2016,9976,738,7.4,1.5
2811,Wayland,Middlesex County,MA,Wayland,2013-2017,10074,573,5.7,1.2
991,Webster,Worcester County,MA,Webster,2006-2010,13176,1403,10.6,1.6
992,Webster,Worcester County,MA,Webster,2007-2011,13183,1388,10.5,1.6
993,Webster,Worcester County,MA,Webster,2008-2012,13311,1357,10.2,1.9
1462,Webster,Worcester County,MA,Webster,2009-2013,13416,1276,9.5,1.8
1829,Webster,Worcester County,MA,Webster,2010-2014,13503,1313,9.7,1.6
2196,Webster,Worcester County,MA,Webster,2011-2015,13374,1157,8.7,1.4
2563,Webster,Worcester County,MA,Webster,2012-2016,13388,1203,9,1.5
2930,Webster,Worcester County,MA,Webster,2013-2017,13456,1034,7.7,1.3
994,Wellesley,Norfolk County,MA,Wellesley,2006-2010,20594,1356,6.6,1
995,Wellesley,Norfolk County,MA,Wellesley,2007-2011,20714,1364,6.6,0.9
996,Wellesley,Norfolk County,MA,Wellesley,2008-2012,20875,1447,6.9,1.1
1374,Wellesley,Norfolk County,MA,Wellesley,2009-2013,20949,1241,5.9,0.7
1741,Wellesley,Norfolk County,MA,Wellesley,2010-2014,21106,1113,5.3,0.7
2108,Wellesley,Norfolk County,MA,Wellesley,2011-2015,21043,1056,5,0.7
2475,Wellesley,Norfolk County,MA,Wellesley,2012-2016,21238,912,4.3,0.7
2842,Wellesley,Norfolk County,MA,Wellesley,2013-2017,21416,856,4,0.7
997,Wellfleet,Barnstable County,MA,Wellfleet,2006-2010,2747,370,13.5,4
998,Wellfleet,Barnstable County,MA,Wellfleet,2007-2011,2623,324,12.4,4.3
999,Wellfleet,Barnstable County,MA,Wellfleet,2008-2012,2783,307,11,4.2
1131,Wellfleet,Barnstable County,MA,Wellfleet,2009-2013,2801,352,12.6,5
1498,Wellfleet,Barnstable County,MA,Wellfleet,2010-2014,2709,309,11.4,4.2
1865,Wellfleet,Barnstable County,MA,Wellfleet,2011-2015,2662,197,7.4,2.9
2232,Wellfleet,Barnstable County,MA,Wellfleet,2012-2016,2768,234,8.5,3.1
2599,Wellfleet,Barnstable County,MA,Wellfleet,2013-2017,2830,202,7.1,2.6
1000,Wendell,Franklin County,MA,Wendell,2006-2010,822,63,7.7,2.5
1001,Wendell,Franklin County,MA,Wendell,2007-2011,894,73,8.2,2.9
1002,Wendell,Franklin County,MA,Wendell,2008-2012,885,96,10.8,3.4
1250,Wendell,Franklin County,MA,Wendell,2009-2013,850,97,11.4,3.7
1617,Wendell,Franklin County,MA,Wendell,2010-2014,768,87,11.3,3.4
1984,Wendell,Franklin County,MA,Wendell,2011-2015,716,76,10.6,2.9
2351,Wendell,Franklin County,MA,Wendell,2012-2016,675,67,9.9,2.5
2718,Wendell,Franklin County,MA,Wendell,2013-2017,730,66,9,2.5
1003,Wenham,Essex County,MA,Wenham,2006-2010,3776,214,5.7,1.7
1004,Wenham,Essex County,MA,Wenham,2007-2011,3860,253,6.6,2.5
1005,Wenham,Essex County,MA,Wenham,2008-2012,3955,227,5.7,2
1224,Wenham,Essex County,MA,Wenham,2009-2013,4005,244,6.1,2
1591,Wenham,Essex County,MA,Wenham,2010-2014,4115,259,6.3,2.1
1958,Wenham,Essex County,MA,Wenham,2011-2015,4156,302,7.3,1.8
2325,Wenham,Essex County,MA,Wenham,2012-2016,4178,290,6.9,1.8
2692,Wenham,Essex County,MA,Wenham,2013-2017,4246,259,6.1,1.7
1006,West Boylston,Worcester County,MA,West Boylston,2006-2010,6471,638,9.9,2.1
1007,West Boylston,Worcester County,MA,West Boylston,2007-2011,6310,673,10.7,2.6
1008,West Boylston,Worcester County,MA,West Boylston,2008-2012,6351,626,9.9,1.8
1464,West Boylston,Worcester County,MA,West Boylston,2009-2013,6439,684,10.6,1.8
1831,West Boylston,Worcester County,MA,West Boylston,2010-2014,6632,568,8.6,1.5
2198,West Boylston,Worcester County,MA,West Boylston,2011-2015,6764,497,7.3,1.3
2565,West Boylston,Worcester County,MA,West Boylston,2012-2016,6864,517,7.5,1.5
2932,West Boylston,Worcester County,MA,West Boylston,2013-2017,6896,449,6.5,1.3
1009,West Bridgewater,Plymouth County,MA,West Bridgewater,2006-2010,5327,581,10.9,2.2
1010,West Bridgewater,Plymouth County,MA,West Bridgewater,2007-2011,5422,652,12,2.1
1011,West Bridgewater,Plymouth County,MA,West Bridgewater,2008-2012,5430,651,12,2.2
1403,West Bridgewater,Plymouth County,MA,West Bridgewater,2009-2013,5325,647,12.2,2.5
1770,West Bridgewater,Plymouth County,MA,West Bridgewater,2010-2014,5361,616,11.5,2.5
2137,West Bridgewater,Plymouth County,MA,West Bridgewater,2011-2015,5477,652,11.9,3
2504,West Bridgewater,Plymouth County,MA,West Bridgewater,2012-2016,5539,541,9.8,2.4
2871,West Bridgewater,Plymouth County,MA,West Bridgewater,2013-2017,5567,489,8.8,2.2
1012,West Brookfield,Worcester County,MA,West Brookfield,2006-2010,3084,345,11.2,3.2
1013,West Brookfield,Worcester County,MA,West Brookfield,2007-2011,3047,310,10.2,3
1014,West Brookfield,Worcester County,MA,West Brookfield,2008-2012,3081,285,9.3,2.7
1465,West Brookfield,Worcester County,MA,West Brookfield,2009-2013,3088,281,9.1,2.7
1832,West Brookfield,Worcester County,MA,West Brookfield,2010-2014,3080,289,9.4,2.7
2199,West Brookfield,Worcester County,MA,West Brookfield,2011-2015,3145,274,8.7,2.6
2566,West Brookfield,Worcester County,MA,West Brookfield,2012-2016,3097,293,9.5,2.4
2933,West Brookfield,Worcester County,MA,West Brookfield,2013-2017,3100,275,8.9,2.8
1015,West Newbury,Essex County,MA,West Newbury,2006-2010,3042,219,7.2,2
1016,West Newbury,Essex County,MA,West Newbury,2007-2011,3126,256,8.2,2.3
1017,West Newbury,Essex County,MA,West Newbury,2008-2012,3046,221,7.3,2.2
1225,West Newbury,Essex County,MA,West Newbury,2009-2013,3114,264,8.5,2.7
1592,West Newbury,Essex County,MA,West Newbury,2010-2014,3129,259,8.3,2.1
1959,West Newbury,Essex County,MA,West Newbury,2011-2015,3204,275,8.6,2.2
2326,West Newbury,Essex County,MA,West Newbury,2012-2016,3325,287,8.6,2.3
2693,West Newbury,Essex County,MA,West Newbury,2013-2017,3406,259,7.6,2.6
1018,West Springfield,Hampden County,MA,West Springfield,2006-2010,22016,2520,11.4,1.6
1019,West Springfield,Hampden County,MA,West Springfield,2007-2011,21978,2267,10.3,1.4
1020,West Springfield,Hampden County,MA,West Springfield,2008-2012,22146,2341,10.6,1.3
1273,West Springfield,Hampden County,MA,West Springfield,2009-2013,22205,2371,10.7,1.4
1640,West Springfield,Hampden County,MA,West Springfield,2010-2014,22427,2372,10.6,1.3
2007,West Springfield,Hampden County,MA,West Springfield,2011-2015,22461,2115,9.4,1.4
2374,West Springfield,Hampden County,MA,West Springfield,2012-2016,22290,2031,9.1,1.3
2741,West Springfield,Hampden County,MA,West Springfield,2013-2017,22509,1982,8.8,1.3
1021,West Stockbridge,Berkshire County,MA,West Stockbridge,2006-2010,1232,119,9.7,3.1
1022,West Stockbridge,Berkshire County,MA,West Stockbridge,2007-2011,1300,112,8.6,3.3
1023,West Stockbridge,Berkshire County,MA,West Stockbridge,2008-2012,1266,99,7.8,2.9
1162,West Stockbridge,Berkshire County,MA,West Stockbridge,2009-2013,1141,78,6.8,3.3
1529,West Stockbridge,Berkshire County,MA,West Stockbridge,2010-2014,1096,79,7.2,2.6
1896,West Stockbridge,Berkshire County,MA,West Stockbridge,2011-2015,1004,85,8.5,3.1
2263,West Stockbridge,Berkshire County,MA,West Stockbridge,2012-2016,1015,95,9.4,3
2630,West Stockbridge,Berkshire County,MA,West Stockbridge,2013-2017,933,79,8.5,3.4
1024,West Tisbury,Dukes County,MA,West Tisbury,2006-2010,1810,123,6.8,2.8
1025,West Tisbury,Dukes County,MA,West Tisbury,2007-2011,1922,126,6.6,2.9
1026,West Tisbury,Dukes County,MA,West Tisbury,2008-2012,1996,136,6.8,3.1
1191,West Tisbury,Dukes County,MA,West Tisbury,2009-2013,2061,144,7,2.9
1558,West Tisbury,Dukes County,MA,West Tisbury,2010-2014,2091,105,5,2.4
1925,West Tisbury,Dukes County,MA,West Tisbury,2011-2015,2101,157,7.5,2.7
2292,West Tisbury,Dukes County,MA,West Tisbury,2012-2016,1960,144,7.3,2.7
2659,West Tisbury,Dukes County,MA,West Tisbury,2013-2017,2186,126,5.8,3
1027,Westborough,Worcester County,MA,Westborough,2006-2010,13352,925,6.9,1.5
1028,Westborough,Worcester County,MA,Westborough,2007-2011,13449,920,6.8,1.4
1029,Westborough,Worcester County,MA,Westborough,2008-2012,13629,864,6.3,1.3
1463,Westborough,Worcester County,MA,Westborough,2009-2013,13681,766,5.6,1.5
1830,Westborough,Worcester County,MA,Westborough,2010-2014,14060,659,4.7,1.1
2197,Westborough,Worcester County,MA,Westborough,2011-2015,14104,612,4.3,1
2564,Westborough,Worcester County,MA,Westborough,2012-2016,13857,588,4.2,0.9
2931,Westborough,Worcester County,MA,Westborough,2013-2017,13838,572,4.1,0.9
1030,Westfield,Hampden County,MA,Westfield,2006-2010,31633,3153,10,1.1
1031,Westfield,Hampden County,MA,Westfield,2007-2011,32230,3202,9.9,1
1032,Westfield,Hampden County,MA,Westfield,2008-2012,32437,3032,9.3,1
1272,Westfield,Hampden County,MA,Westfield,2009-2013,32620,2998,9.2,1
1639,Westfield,Hampden County,MA,Westfield,2010-2014,32687,3239,9.9,1.1
2006,Westfield,Hampden County,MA,Westfield,2011-2015,33157,3202,9.7,0.9
2373,Westfield,Hampden County,MA,Westfield,2012-2016,33393,3160,9.5,1
2740,Westfield,Hampden County,MA,Westfield,2013-2017,33474,3080,9.2,1
1033,Westford,Middlesex County,MA,Westford,2006-2010,14938,1314,8.8,1.2
1034,Westford,Middlesex County,MA,Westford,2007-2011,15168,1191,7.9,1.2
1035,Westford,Middlesex County,MA,Westford,2008-2012,15416,1047,6.8,1.1
1344,Westford,Middlesex County,MA,Westford,2009-2013,15784,1032,6.5,0.9
1711,Westford,Middlesex County,MA,Westford,2010-2014,16075,1019,6.3,1.1
2078,Westford,Middlesex County,MA,Westford,2011-2015,16520,1105,6.7,1.3
2445,Westford,Middlesex County,MA,Westford,2012-2016,17142,1084,6.3,1.2
2812,Westford,Middlesex County,MA,Westford,2013-2017,17427,1107,6.4,1.3
1036,Westhampton,Hampshire County,MA,Westhampton,2006-2010,1233,139,11.3,2.7
1037,Westhampton,Hampshire County,MA,Westhampton,2007-2011,1258,116,9.2,2.4
1038,Westhampton,Hampshire County,MA,Westhampton,2008-2012,1266,110,8.7,1.9
1292,Westhampton,Hampshire County,MA,Westhampton,2009-2013,1274,97,7.6,2.1
1659,Westhampton,Hampshire County,MA,Westhampton,2010-2014,1285,92,7.2,2.5
2026,Westhampton,Hampshire County,MA,Westhampton,2011-2015,1391,125,9,1.8
2393,Westhampton,Hampshire County,MA,Westhampton,2012-2016,1460,120,8.2,1.9
2760,Westhampton,Hampshire County,MA,Westhampton,2013-2017,1452,140,9.6,2.1
1039,Westminster,Worcester County,MA,Westminster,2006-2010,5431,636,11.7,2.8
1040,Westminster,Worcester County,MA,Westminster,2007-2011,5479,637,11.6,2.9
1041,Westminster,Worcester County,MA,Westminster,2008-2012,5558,606,10.9,2.4
1466,Westminster,Worcester County,MA,Westminster,2009-2013,5660,615,10.9,3
1833,Westminster,Worcester County,MA,Westminster,2010-2014,5834,644,11,3.3
2200,Westminster,Worcester County,MA,Westminster,2011-2015,5810,602,10.4,2.8
2567,Westminster,Worcester County,MA,Westminster,2012-2016,5910,574,9.7,2.7
2934,Westminster,Worcester County,MA,Westminster,2013-2017,5915,527,8.9,2.2
1042,Weston,Middlesex County,MA,Weston,2006-2010,7869,634,8.1,1.7
1043,Weston,Middlesex County,MA,Weston,2007-2011,7912,656,8.3,1.6
1044,Weston,Middlesex County,MA,Weston,2008-2012,8209,735,9,1.9
1345,Weston,Middlesex County,MA,Weston,2009-2013,8236,640,7.8,1.5
1712,Weston,Middlesex County,MA,Weston,2010-2014,8352,628,7.5,1.5
2079,Weston,Middlesex County,MA,Weston,2011-2015,8372,463,5.5,1.4
2446,Weston,Middlesex County,MA,Weston,2012-2016,8440,390,4.6,1.3
2813,Weston,Middlesex County,MA,Weston,2013-2017,8753,416,4.8,2.2
1045,Westport,Bristol County,MA,Westport,2006-2010,12347,1329,10.8,1.7
1046,Westport,Bristol County,MA,Westport,2007-2011,12400,1407,11.3,1.8
1047,Westport,Bristol County,MA,Westport,2008-2012,12639,1318,10.4,1.7
1184,Westport,Bristol County,MA,Westport,2009-2013,12397,1266,10.2,1.3
1551,Westport,Bristol County,MA,Westport,2010-2014,12660,1417,11.2,2.1
1918,Westport,Bristol County,MA,Westport,2011-2015,12716,1207,9.5,1.5
2285,Westport,Bristol County,MA,Westport,2012-2016,12773,1106,8.7,1.4
2652,Westport,Bristol County,MA,Westport,2013-2017,12966,1129,8.7,1.5
1048,Westwood,Norfolk County,MA,Westwood,2006-2010,10128,1047,10.3,1.7
1049,Westwood,Norfolk County,MA,Westwood,2007-2011,10218,972,9.5,1.5
1050,Westwood,Norfolk County,MA,Westwood,2008-2012,10293,765,7.4,1.4
1375,Westwood,Norfolk County,MA,Westwood,2009-2013,10584,817,7.7,1.2
1742,Westwood,Norfolk County,MA,Westwood,2010-2014,10642,775,7.3,1.4
2109,Westwood,Norfolk County,MA,Westwood,2011-2015,10979,794,7.2,1.5
2476,Westwood,Norfolk County,MA,Westwood,2012-2016,11248,749,6.7,1.3
2843,Westwood,Norfolk County,MA,Westwood,2013-2017,11413,807,7.1,1.1
1051,Weymouth,Norfolk County,MA,Weymouth,2006-2010,41929,4649,11.1,1
1052,Weymouth,Norfolk County,MA,Weymouth,2007-2011,41910,4418,10.5,1
1053,Weymouth,Norfolk County,MA,Weymouth,2008-2012,42352,4394,10.4,0.9
1376,Weymouth,Norfolk County,MA,Weymouth,2009-2013,42895,4195,9.8,0.9
1743,Weymouth,Norfolk County,MA,Weymouth,2010-2014,43587,4097,9.4,0.8
2110,Weymouth,Norfolk County,MA,Weymouth,2011-2015,44425,3775,8.5,0.8
2477,Weymouth,Norfolk County,MA,Weymouth,2012-2016,44778,3518,7.9,0.7
2844,Weymouth,Norfolk County,MA,Weymouth,2013-2017,45108,3366,7.5,0.6
1054,Whately,Franklin County,MA,Whately,2006-2010,1330,172,12.9,3.5
1055,Whately,Franklin County,MA,Whately,2007-2011,1288,132,10.2,3.4
1056,Whately,Franklin County,MA,Whately,2008-2012,1299,125,9.6,2.9
1251,Whately,Franklin County,MA,Whately,2009-2013,1149,97,8.4,3
1618,Whately,Franklin County,MA,Whately,2010-2014,1115,111,10,3.1
1985,Whately,Franklin County,MA,Whately,2011-2015,1147,95,8.3,2.8
2352,Whately,Franklin County,MA,Whately,2012-2016,1158,99,8.5,2.8
2719,Whately,Franklin County,MA,Whately,2013-2017,1161,99,8.5,2.6
1057,Whitman,Plymouth County,MA,Whitman,2006-2010,10824,1199,11.1,1.5
1058,Whitman,Plymouth County,MA,Whitman,2007-2011,10960,1239,11.3,1.4
1059,Whitman,Plymouth County,MA,Whitman,2008-2012,10984,1106,10.1,1.6
1404,Whitman,Plymouth County,MA,Whitman,2009-2013,11220,1035,9.2,1.3
1771,Whitman,Plymouth County,MA,Whitman,2010-2014,11292,1067,9.4,1.7
2138,Whitman,Plymouth County,MA,Whitman,2011-2015,11328,1011,8.9,1.8
2505,Whitman,Plymouth County,MA,Whitman,2012-2016,11358,970,8.5,1.7
2872,Whitman,Plymouth County,MA,Whitman,2013-2017,11459,940,8.2,1.5
1060,Wilbraham,Hampden County,MA,Wilbraham,2006-2010,10825,1116,10.3,2
1061,Wilbraham,Hampden County,MA,Wilbraham,2007-2011,11051,1190,10.8,1.6
1062,Wilbraham,Hampden County,MA,Wilbraham,2008-2012,11079,1155,10.4,1.8
1274,Wilbraham,Hampden County,MA,Wilbraham,2009-2013,11196,1286,11.5,1.8
1641,Wilbraham,Hampden County,MA,Wilbraham,2010-2014,11260,1320,11.7,1.6
2008,Wilbraham,Hampden County,MA,Wilbraham,2011-2015,11368,1191,10.5,1.8
2375,Wilbraham,Hampden County,MA,Wilbraham,2012-2016,11358,1004,8.8,1.7
2742,Wilbraham,Hampden County,MA,Wilbraham,2013-2017,11517,919,8,1.7
1063,Williamsburg,Hampshire County,MA,Williamsburg,2006-2010,2157,236,10.9,2.7
1064,Williamsburg,Hampshire County,MA,Williamsburg,2007-2011,2165,242,11.2,2.6
1065,Williamsburg,Hampshire County,MA,Williamsburg,2008-2012,2219,269,12.1,2.8
1293,Williamsburg,Hampshire County,MA,Williamsburg,2009-2013,2254,227,10.1,2.4
1660,Williamsburg,Hampshire County,MA,Williamsburg,2010-2014,2167,182,8.4,2.4
2027,Williamsburg,Hampshire County,MA,Williamsburg,2011-2015,2077,171,8.2,2.2
2394,Williamsburg,Hampshire County,MA,Williamsburg,2012-2016,2002,122,6.1,2.1
2761,Williamsburg,Hampshire County,MA,Williamsburg,2013-2017,2058,138,6.7,1.9
1066,Williamstown,Berkshire County,MA,Williamstown,2006-2010,6559,721,11,2.3
1067,Williamstown,Berkshire County,MA,Williamstown,2007-2011,6449,712,11,1.9
1068,Williamstown,Berkshire County,MA,Williamstown,2008-2012,6509,708,10.9,2.1
