Org Name,Org Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
Foxborough Regional Charter (District): Foxborough Regional Charter School,04460550,Charter School,Principal,Ronald Griffin,131 Central Street,,Foxborough,MA,02035,508-543-2508,508-543-7982,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Framingham: Barbieri Elementary,01000035,Public School,Principal,Susan McGilvray-Rivet,100 Dudley Rd,,Framingham,MA,01701,508-626-9187,508-626-9176,"K,01,02,03,04,05"
Framingham: Brophy,01000006,Public School,Principal,Franklin Rothwell,575 Pleasant Street,,Framingham,MA,01701,508-626-9158,508-877-4025,"K,01,02,03,04,05"
Framingham: Cameron Middle School,01000302,Public School,Principal,Michelle Melick,215 Elm Street,,Framingham,MA,01701,508-879-2290,508-788-3560,"06,07,08"
Framingham: Charlotte A Dunning,01000007,Public School,Principal,Michele Schecter,48 Frost Street,,Framingham,MA,01701,508-626-9155,508-877-4524,"K,01,02,03,04,05"
Framingham: Framingham High School,01000515,Public School,Principal,Elyse Torbert,115 A Street,,Framingham,MA,01701,508-620-4963,508-877-6603,"09,10,11,12"
Framingham: Fuller Middle,01000305,Public School,Principal,Sharon Seyller,31 Flagg Drive,,Framingham,MA,01701,508-620-4956,508-628-1308,"06,07,08"
Framingham: Hemenway,01000015,Public School,Principal,Elizabeth Simon,729 Water Street,,Framingham,MA,01701,508-626-9149,508-877-2262,"K,01,02,03,04,05"
Framingham: Juniper Hill School,01000001,Public School,Principal,Rosario Alvarez,29 Upper Joclyn Avenue,,Framingham,MA,01701,508-788-2380,508-872-1354,PK
Framingham: King Elementary School,01000005,Public School,Principal,Kimberly Taylor,454 Water Street,,Framingham,MA,01701,508-782-7201,508-877-4240,"K,01"
Framingham: Mary E Stapleton Elementary,01000045,Public School,Principal,Amy Bright,25 Elm Street,,Framingham,MA,01701,508-626-9143,508-877-4908,"K,01,02,03,04,05"
Framingham: Miriam F McCarthy School,01000050,Public School,Principal,Matthew Hanlon,8 Flagg Drive,,Framingham,MA,01701,508-626-9161,508-626-9106,"K,01,02,03,04,05"
Framingham: Potter Road,01000039,Public School,Principal,Paula DelPrete,492 Potter Rd,,Framingham,MA,01701,508-626-9110,508-877-1683,"K,01,02,03,04,05"
Framingham: Walsh Middle,01000310,Public School,Principal,Patrick Johnson,301 Brook Street,,Framingham,MA,01701,508-626-9180,508-877-1825,"06,07,08"
Framingham: Woodrow Wilson,01000055,Public School,Principal,John Haidemenos,169 Leland Street,,Framingham,MA,01702,508-626-9164,508-620-2965,"K,01,02,03,04,05"
Francis W. Parker Charter Essential (District): Francis W. Parker Charter Essential School,04780505,Charter School,Principal,Todd Sumner,49 Antietam St,,Devens,MA,01434,978-772-3293,978-772-3295,"07,08,09,10,11,12"
Franklin: Annie Sullivan Middle School,01010040,Public School,Principal,Beth Wittcoff,500 Lincoln Street,,Franklin,MA,02038,508-553-0322,508-541-2109,"06,07,08"
Franklin: Davis Thayer,01010035,Public School,Principal,Evemarie McNeil,137 West Central Street,,Franklin,MA,02038,508-541-5263,508-553-0891,"K,01,02,03,04,05"
Franklin: Franklin Early Childhood Development Center,01010003,Public School,Principal,Kelty Kelley,224 Oak Street,,Franklin,MA,02038,508-541-8166,508-541-8254,PK
Franklin: Franklin High,01010505,Public School,Principal,Peter Light,218 Oak Street,,Franklin,MA,02038,508-528-2600,508-541-5248,"09,10,11,12"
Franklin: Helen Keller Elementary,01010012,Public School,Principal,Eric Stark,500 Lincoln Street,,Franklin,MA,02038,508-553-0322,508-541-2109,"K,01,02,03,04,05"
Franklin: Horace Mann,01010405,Public School,Principal,Shawn Fortin,224 Oak Street,,Franklin,MA,02038,508-541-6230,508-541-7071,"06,07,08"
Franklin: J F Kennedy Memorial,01010013,Public School,Principal,Joan Toye,551 Pond Street,,Franklin,MA,02038,508-541-5260,508-553-0892,"K,01,02,03,04,05"
Franklin: Jefferson Elementary,01010010,Public School,Principal,Linda Ashley,628 Washington Street,,Franklin,MA,02038,508-541-2140,508-541-2124,"K,01,02,03,04,05"
Franklin: Oak Street Elementary,01010030,Public School,Principal,Corine Minkle,224 Oak Street,,Franklin,MA,02038,508-541-7890,508-541-8047,"K,01,02,03,04,05"
Franklin: Parmenter,01010032,Public School,Principal,Thomas Morris,235 Wachusett Street,,Franklin,MA,02038,508-541-5281,508-553-0894,"K,01,02,03,04,05"
Franklin: Remington Middle,01010310,Public School,Principal,Paul Peri,628 Washington Street,,Franklin,MA,02038,508-541-2130,508-541-2124,"06,07,08"
Franklin County Regional Vocational Technical: Franklin County Technical,08180605,Public School,Principal,Shawn Rickan,82 Industrial Blvd,,Turners Falls,MA,01376,413-863-9561,413-863-2816,"09,10,11,12"
Freetown-Lakeville: Apponequet Regional High,06650505,Public School,Principal,Barbara Starkie,100 Howland Rd,,Lakeville,MA,02347,508-947-2660,508-946-2350,"09,10,11,12"
Freetown-Lakeville: Assawompset Elementary School,06650002,Public School,Principal,Paul Labelle,232 Main Street,,Lakeville,MA,02347,508-947-1403,508-947-7068,"K,01,02,03"
Freetown-Lakeville: Freetown Elementary School,06650001,Public School,Principal,Kimberly Sefrino,43 Bullock Road,,East Freetown,MA,02717,508-763-5121,508-763-3986,"PK,K,01,02,03"
Freetown-Lakeville: Freetown-Lakeville Middle School,06650305,Public School,Principal,David Patota,96 Howland Road,,Lakeville,MA,02347,508-923-3518,508-946-2050,"06,07,08"
Freetown-Lakeville: George R Austin Intermediate School,06650015,Public School,Principal,Bethany Pineault,112 Howland Road,,Lakeville,MA,02347,508-923-3506,508-947-0266,"03,04,05"
Frontier: Frontier Regional,06700505,Public School,Principal,Darius Modestow,113 North Main Street,,South Deerfield,MA,01373,413-665-2118,413-665-1518,"07,08,09,10,11,12"
Gardner: Elm Street School,01030001,Public School,Principal,Maryann Previti,160 Elm Street,,Gardner,MA,01440,978-632-1673,978-632-4382,"02,03,04"
Gardner: Gardner Academy for Learning and Technology,01030515,Public School,Principal,Timothy McCormick,75 E Broadway Street,,Gardner,MA,01440,978-632-1606,978-630-4953,"09,10,11,12"
Gardner: Gardner High,01030505,Public School,Principal,Mark Pellegrino,200 Catherine Street,,Gardner,MA,01440,978-632-1600,978-630-4040,"08,09,10,11,12"
Gardner: Gardner Middle School,01030405,Public School,Principal,Deborah Langlois,297 Catherine Street,,Gardner,MA,01440,978-632-1603,978-632-4234,"05,06,07"
Gardner: Waterford Street,01030020,Public School,Principal,Frank Hill,62 Waterford Street,,Gardner,MA,01440,978-632-1605,978-632-4037,"PK,K,01"
Gateway: Chester Elementary,06720059,Public School,Principal,Megan Coburn,325 Middlefield Road,,Chester,MA,01011,413-685-1360,413-354-9618,"PK,K,01,02,03,04"
Gateway: Gateway Regional High,06720505,Public School,Principal,Jason Finnie,12 Littleville Road,,Huntington,MA,01050,413-685-1105,413-667-5593,"09,10,11,12"
Gateway: Gateway Regional Junior High School,06720405,Public School,Principal,Jason Finnie,12 Littleville Road,,Huntington,MA,01050,413-685-1105,413-667-5593,"07,08"
Gateway: Gateway Regional Middle School,06720410,Public School,Principal,Megan Coburn,12 Littleville Road,,Huntington,MA,01050,413-685-1204,413-667-5569,"05,06"
Gateway: Littleville Elementary School,06720143,Public School,Principal,Megan Coburn,4 Littleville Road,,Huntington,MA,01050,413-685-1300,413-667-5734,"PK,K,01,02,03,04"
Georgetown: Georgetown High School,01050505,Public School,Principal,Peter Lucia,11 Winter Street,,Georgetown,MA,01833,978-352-5790,978-352-5798,"09,10,11,12"
Georgetown: Georgetown Middle School,01050305,Public School,Principal,Peter Lucia,11 Winter Street,,Georgetown,MA,01833,978-352-5790,978-352-5798,"07,08"
Georgetown: Penn Brook,01050010,Public School,Principal,Margaret Maher,68 Elm Street,,Georgetown,MA,01833,978-352-5785,978-352-5787,"K,01,02,03,04,05,06"
Georgetown: Perley Elementary,01050005,Public School,Principal,Margaret Maher,51 North Street,,Georgetown,MA,01833,978-352-5780,978-352-5782,PK
Gill-Montague: Gill Elementary,06740005,Public School,Principal,CONOR DRISCOLL,48 Boyle Rd,,Gill,MA,01354,413-863-3255,413-863-3268,"K,01,02,03,04,05,06"
Gill-Montague: Great Falls Middle,06740310,Public School,Principal,Ann Leonard,224 Turnpike Rd,,Montague,MA,01351,413-863-7300,413-863-2089,"06,07,08"
Gill-Montague: Hillcrest Elementary School,06740015,Public School,Principal,Sarah Burstein,30 Griswold Street,,Turners Falls,MA,01376,413-863-9526,413-863-4560,"PK,K,01"
Gill-Montague: Sheffield Elementary School,06740050,Public School,Principal,Sharon Moberg,43 Crocker Avenue,,Turners Falls,MA,01376,413-863-9326,413-863-3259,"02,03,04,05"
Gill-Montague: Turners Fall High,06740505,Public School,Principal,Ann Leonard,222 Turnpike Rd,,Montague,MA,01351,413-863-7200,413-863-0298,"09,10,11,12"
Global Learning Charter Public (District): Global Learning Charter Public School,04960305,Charter School,Principal,Lena Pires,190 Ashley Boulevard,,New Bedford,MA,02746,508-991-4105,508-991-4110,"05,06,07,08,09,10,11,12"
Gloucester: Beeman Memorial,01070010,Public School,Principal,Ellen Sibley,138 Cherry Street,,Gloucester,MA,01930,978-281-9825,978-282-3011,"K,01,02,03,04,05"
Gloucester: East Gloucester Elementary,01070020,Public School,Principal,Amy Pasquarello,8 Davis St Ext,,Gloucester,MA,01930,978-281-9830,978-281-9864,"K,01,02,03,04,05"
Gloucester: Gloucester High,01070505,Public School,Principal,Erik Anderson,32 Leslie O. Johnson Rd,,Gloucester,MA,01930,978-281-9870,978-281-9733,"09,10,11,12"
Gloucester: Milton L Fuller Elementary,01070025,Public School,Principal,Sue Hogan,4 School House Rd,,Gloucester,MA,01930,978-281-9840,978-281-9861,PK
Gloucester: Plum Cove School,01070042,Public School,Principal,Tammy Morgan,15 Hickory Street,,Gloucester,MA,01930,978-282-3030,978-282-3006,"K,01,02,03,04,05"
Gloucester: Ralph B O'Maley Middle,01070305,Public School,Principal,Debra Lucey,32 Cherry Street,,Gloucester,MA,01930,978-281-9850,978-281-9890,"06,07,08"
Gloucester: Veterans Memorial,01070045,Public School,Principal,Matthew Fusco,11 Webster Street,,Gloucester,MA,01930,978-281-9820,978-281-9717,"K,01,02,03,04,05"
Gloucester: West Parish,01070050,Public School,Principal,Telena Imel,10 Concord Street,,Gloucester,MA,01930,978-281-9835,978-281-9886,"K,01,02,03,04,05"
Gosnold: Cuttyhunk Elementary,01090005,Public School,Principal,Michelle Carvalho,PO Box 175 17 Tower Hill Road,,Cuttyhunk,MA,02713,508-997-5408,508-990-3318,"05,06"
Grafton: Grafton High School,01100505,Public School,Principal,James Pignataro,24 Providence Road,,Grafton,MA,01519,508-839-5425,508-839-8544,"09,10,11,12"
Grafton: Grafton Middle,01100305,Public School,Principal,Timothy Fauth,22 Providence Road,,Grafton,MA,01519,508-839-5420,508-839-8528,"07,08"
Grafton: Millbury Street Elementary School,01100200,Public School,Principal,Joanne Stocklin,105 Millbury Street,,Grafton,MA,01519,508-839-0757,508-839-7458,"02,03,04,05,06"
Grafton: North Grafton Elementary,01100025,Public School,Principal,Julie Yankauskas-Flynn,46 Waterville Street,,North Grafton,MA,01536,508-839-5483,508-839-1073,"PK,K,01"
Grafton: North Street Elementary School,01100030,Public School,Principal,Stephen Wiltshire,60 North Street,,Grafton,MA,01519,508-839-5428,--,"02,03,04,05,06"
Grafton: South Grafton Elementary,01100005,Public School,Principal,Doreen Parker,90 Main Street,,South Grafton,MA,01560,508-839-5484,508-839-5432,"PK,K,01"
Granby: East Meadow,01110004,Public School,Principal,Jennifer Champagne,393 East State Street,,Granby,MA,01033,413-467-7199,413-467-9182,"04,05,06"
Granby: Granby Jr Sr High School,01110505,Public School,Principal,Jonathan Cavallo,385 East State Street,,Granby,MA,01033,413-467-7105,413-467-3909,"07,08,09,10,11,12"
Granby: West Street,01110010,Public School,Principal,Deborah Barthelette,14 West Street,,Granby,MA,01033,413-467-9235,413-467-7163,"PK,K,01,02,03"
Greater Fall River Regional Vocational Technical: Diman Regional Vocational Technical High,08210605,Public School,Principal,Kyle Alves,251 Stonehaven Rd,,Fall River,MA,02723,508-678-2891,508-679-6423,"09,10,11,12"
Greater Lawrence Regional Vocational Technical: Gr Lawrence Regional Vocational Technical,08230605,Public School,Principal,Elizabeth Freedman,57 River Rd,,Andover,MA,01810,978-686-0194,978-687-6209,"09,10,11,12"
Greater Lowell Regional Vocational Technical: Gr Lowell Regional Vocational Technical,08280605,Public School,Principal,Jill Davis,250 Pawtucket Blvd,,Tyngsborough,MA,01879,978-441-4807,978-441-5353,"09,10,11,12"
Greater New Bedford Regional Vocational Technical: Gr New Bedford Vocational Technical,08250605,Public School,Principal,Rosanne Franco,1121 Ashley Blvd,,New Bedford,MA,02745,508-998-3321,508-995-7268,"09,10,11,12"
Greenfield: Discovery School at Four Corners,01140025,Public School,Principal,Suzanne Sullivan,21 Ferrante Avenue,,Greenfield,MA,01301,413-772-1378,413-772-1329,"K,01,02,03,04"
Greenfield: Federal Street School,01140010,Public School,Principal,Nancy Putnam,125 Federal Street,,Greenfield,MA,01301,413-772-1380,413-772-1319,"K,01,02,03,04"
Greenfield: Green River,01140030,Public School,Principal,Beverly Schell,62 Meridian Street,,Greenfield,MA,01301,413-772-1313,413-774-7940,4
Greenfield: Greenfield High,01140505,Public School,Principal,Donna Woodcock,21 Barr Avenue,,Greenfield,MA,01301,413-772-1350,413-774-6204,"08,09,10,11,12"
Greenfield: Greenfield Middle,01140305,Public School,Principal,Gary Tashjian,195 Federal Street,,Greenfield,MA,01301,413-772-1360,413-772-1367,"04,05,06,07"
Greenfield: Newton School,01140035,Public School,Principal,Melodie Goodwin,70 Shelburne Rd,,Greenfield,MA,01301,413-772-1370,413-772-1332,"K,01,02,03,04"
Greenfield: The Academy of Early Learning at North Parish,01140005,Public School,Principal,Beverly Schell,15 Place Terrace,,Greenfield,MA,01301,413-772-1390,413-772-1337,PK
Groton-Dunstable: Boutwell School,06730001,Public School,Principal,Russell Hoyt,P O Box 730,,Groton,MA,01450,978-448-2297,978-448-8459,PK
Groton-Dunstable: Florence Roche School,06730010,Public School,Principal,Elizabeth Garden,P O Box 738,,Groton,MA,01450,978-448-6665,978-448-3988,"K,01,02,03,04"
Groton-Dunstable: Groton Dunstable Regional,06730505,Public School,Principal,Michael Mastrullo,P O Box 730,,Groton,MA,01450,978-448-6362,978-448-0390,"09,10,11,12"
Groton-Dunstable: Groton Dunstable Regional Middle,06730305,Public School,Principal,James Lin,P O Box 727,,Groton,MA,01450,978-448-6155,978-448-1201,"05,06,07,08"
Groton-Dunstable: Swallow/Union School,06730005,Public School,Principal,Peter Myerson,522 Main Street,,Dunstable,MA,01827,978-649-7281,978-649-5078,"K,01,02,03,04"
Hadley: Hadley Elementary,01170015,Public School,Principal,Jeffrey Udall,21 River Drive,,Hadley,MA,01035,413-584-5011,413-582-6457,"PK,K,01,02,03,04,05,06"
Hadley: Hopkins Academy,01170505,Public School,Principal,Brian Beck,131 Russell Street,,Hadley,MA,01035,413-584-1106,413-582-6455,"07,08,09,10,11,12"
Halifax: Halifax Elementary,01180005,Public School,Principal,Kayne Beaudry,464 Plymouth Street,,Halifax,MA,02338,781-293-2581,781-293-6589,"K,01,02,03,04,05,06"
Hamilton-Wenham: Bessie Buker Elementary,06750007,Public School,Principal,Brian O'Donoghue,1 School Street,,Wenham,MA,01984,978-468-5324,978-468-5329,"K,01,02,03,04,05"
Hamilton-Wenham: Cutler School,06750010,Public School,Principal,Jennifer Clifford,237 Asbury Street,,South Hamilton,MA,01982,978-468-5330,978-468-5314,"K,01,02,03,04,05"
Hamilton-Wenham: Hamilton-Wenham Regional High,06750505,Public School,Principal,Eric Tracy,775 Bay Rd,,South Hamilton,MA,01982,978-468-0400,978-468-0241,"09,10,11,12"
Hamilton-Wenham: Miles River Middle,06750310,Public School,Principal,Craig Hovey,787 Bay Rd,,Hamilton,MA,01982,978-468-0362,978-468-8454,"06,07,08"
Hamilton-Wenham: Winthrop School,06750015,Public School,Principal,Christopher Heath,325 Bay Rd,,South Hamilton,MA,01982,978-468-5340,978-468-5315,"PK,K,01,02,03,04,05"
Hampden Charter School of Science (District): Hampden Charter School of Science,04990305,Charter School,Principal,Harun Celik,20 Johnson Rd,,Chicopee,MA,01022,413-593-9090,413-294-2648,"06,07,08,09,10,11,12"
Hampden-Wilbraham: Green Meadows Elementary,06800005,Public School,Principal,Deborah Thompson,38 North Rd,,Hampden,MA,01036,413-566-3996,413-566-2089,"PK,K,01,02,03,04"
Hampden-Wilbraham: Mile Tree Elementary,06800025,Public School,Principal,Joanne Wilson,625 Main Street,,Wilbraham,MA,01095,413-596-6921,413-596-9319,"PK,K,01"
Hampden-Wilbraham: Minnechaug Regional High,06800505,Public School,Principal,John Derosia,621 Main Street,,Wilbraham,MA,01095,413-596-9011,413-599-1328,"09,10,11,12"
Hampden-Wilbraham: Soule Road,06800030,Public School,Principal,Lisa Curtin,300 Soule Rd,,Wilbraham,MA,01095,413-596-9311,413-599-1742,"04,05"
Hampden-Wilbraham: Stony Hill School,06800050,Public School,Principal,Sherrill Caruana,675 Stony Hill Road,,Wilbraham,MA,01095,413-599-1950,413-596-4497,"02,03"
Hampden-Wilbraham: Thornton Burgess,06800305,Public School,Principal,Peter Dufresne,85 Wilbraham Rd,,Hampden,MA,01036,413-566-3931,413-566-2163,"05,06,07,08"
Hampden-Wilbraham: Wilbraham Middle,06800310,Public School,Principal,Noel Pixley,466 Stony Hill Rd,,Wilbraham,MA,01095,413-596-9061,413-596-9382,"06,07,08"
Hampshire: Hampshire Regional High,06830505,Public School,Principal,Kristen Smidy,19 Stage Rd,,Westhampton,MA,01027,413-527-7680,413-527-1831,"07,08,09,10,11,12"
Hancock: Hancock Elementary,01210005,Public School,Principal,Tracey Tierney,3080 Hancock Road,PO Box 1039,Hancock,MA,01237,413-738-5676,413-738-5338,"PK,K,01,02,03,04,05,06"
Hanover: Cedar Elementary,01220004,Public School,Principal,Michael Oates,265 Cedar Street,,Hanover,MA,02339,781-878-7228,781-878-1968,"PK,K,01,02,03,04"
Hanover: Center Elementary,01220005,Public School,Principal,Jane Degrenier,65 Silver Street,,Hanover,MA,02339,781-826-2631,781-826-0765,"K,01,02"
Hanover: Hanover High,01220505,Public School,Principal,Matthew Paquette,287 Cedar Street,,Hanover,MA,02339,781-878-5450,781-871-0590,"09,10,11,12"
Hanover: Hanover Middle,01220305,Public School,Principal,Daniel Birolini,45 Whiting Street,,Hanover,MA,02339,781-871-1122,781-871-8792,"05,06,07,08"
Hanover: Sylvester,01220015,Public School,Principal,Jane Degrenier,495 Hanover Street,,Hanover,MA,02339,781-826-3844,781-829-5098,"03,04"
Harvard: Bromfield,01250505,Public School,Principal,James O'Shea,14 Massachusetts Avenue,,Harvard,MA,01451,978-456-4152,978-456-3013,"06,07,08,09,10,11,12"
Harvard: Hildreth Elementary School,01250005,Public School,Principal,Susan Frederick,27 Massachusetts Avenue,,Harvard,MA,01451,978-456-4145,978-456-3287,"PK,K,01,02,03,04,05"
Hatfield: Hatfield Elementary,01270005,Public School,Principal,Jennifer Chapin,33 Main Street,,Hatfield,MA,01038,413-247-5010,413-247-0482,"PK,K,01,02,03,04,05,06"
