"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed"
"Edgartown","Dukes","MA",2011,6063889789,0,398314931,3882200,97872820,6563959740,92.38,7.62,6470091876,0,424996873,4142257,104429031,7003660038
"Edgartown","Dukes","MA",2012,6184712544,0,376546866,3776600,101501985,6666537995,92.77,7.23,6465213828,0,393624762,3947884,106105503,6968891977
"Edgartown","Dukes","MA",2013,6117331730,0,372908780,3682900,104066828,6597990238,92.72,7.28,6302461126,0,384194154,3794356,107216212,6797665848
"Edgartown","Dukes","MA",2014,6120742215,0,383182445,3749800,106161978,6613836438,92.54,7.46,6205312993,0,388476907,3801611,107628826,6705220338
"Edgartown","Dukes","MA",2015,6538298751,0,367147369,3632300,119114208,7028192628,93.03,6.97,6620780232,0,371778980,3678122,120616849,7116854184
"Edgartown","Dukes","MA",2016,6769201206,0,366904494,11984900,128610478,7276701078,93.03,6.97,6769201206,0,366904494,11984900,128610478,7276701078
"Edgartown","Dukes","MA",2017,7290071201,0,368265269,10445500,135936167,7804718137,93.41,6.59,7290071201,0,368265269,10445500,135936167,7804718137
"Gosnold","Dukes","MA",2003,129495300,0,2666900,331600,423414,132917214,97.43,2.57,168911839,0,3478667,432534,552295,173375336
"Gosnold","Dukes","MA",2004,130942400,0,2666900,331600,331600,134272500,97.52,2.48,166368939,0,3388431,421315,421315,170600000
"Gosnold","Dukes","MA",2005,144280800,0,2929000,373000,259489,147842289,97.59,2.41,177308766,0,3599491,458385,318890,181685531
"Gosnold","Dukes","MA",2006,239279000,0,3251300,594900,268185,243393385,98.31,1.69,284864261,0,3870708,708235,319277,289762481
"Gosnold","Dukes","MA",2007,239279000,0,3251300,594900,268185,243393385,98.31,1.69,276975408,0,3763515,688622,310435,281737980
"Gosnold","Dukes","MA",2008,273035700,0,3184200,716800,981722,277918422,98.24,1.76,304363986,0,3549557,799046,1094365,309806954
"Gosnold","Dukes","MA",2009,275824700,0,3178300,716800,987355,280707155,98.26,1.74,308570824,0,3555630,801899,1104575,314032927
"Gosnold","Dukes","MA",2010,277762500,0,3178300,716800,986855,282644455,98.27,1.73,305723962,0,3498249,788958,1086199,311097368
"Gosnold","Dukes","MA",2011,268819970,0,3107900,702700,1028781,273659351,98.23,1.77,286827427,0,3316089,749772,1097696,291990984
"Gosnold","Dukes","MA",2012,268820770,0,3107900,702700,1023881,273655251,98.23,1.77,281012860,0,3248856,734570,1070318,286066604
"Gosnold","Dukes","MA",2013,268820770,0,3107900,702700,1023781,273655151,98.23,1.77,276956119,0,3201955,723966,1054764,281936803
"Gosnold","Dukes","MA",2014,226759370,0,3106900,573800,1003843,231443913,97.98,2.02,229892522,0,3149828,581728,1017713,234641792
"Gosnold","Dukes","MA",2015,227624670,0,3106900,573800,1014892,232320262,97.98,2.02,230496185,0,3146094,581039,1027695,235251012
"Gosnold","Dukes","MA",2016,227799470,0,3106900,573800,853731,232333901,98.05,1.95,227799470,0,3106900,573800,853731,232333901
"Gosnold","Dukes","MA",2017,226467270,0,3106900,572800,808715,230955685,98.06,1.94,226467270,0,3106900,572800,808715,230955685
"Oak Bluffs","Dukes","MA",2003,1605252522,1344900,92063778,3950000,29689686,1732300886,92.74,7.26,2093868707,1754269,120086691,5152324,38726807,2259588798
"Oak Bluffs","Dukes","MA",2004,1909805377,1324100,100801823,4127200,30811102,2046869602,93.37,6.63,2426504283,1682336,128073812,5243816,39147063,2600651311
"Oak Bluffs","Dukes","MA",2005,2209197831,1632100,118057269,4627800,38719985,2372234985,93.2,6.8,2714915227,2005711,145082289,5687170,47583551,2915273948
"Oak Bluffs","Dukes","MA",2006,2463504918,1749500,130169782,5401700,38657739,2639483639,93.4,6.6,2932829488,2082799,154968546,6430783,46022460,3142334076
"Oak Bluffs","Dukes","MA",2007,2638062650,1821400,129796850,5604700,41187695,2816473295,93.73,6.27,3053667383,2108346,150245259,6487674,47676472,3260185134
"Oak Bluffs","Dukes","MA",2008,2684252415,2028400,161399585,4923700,46655138,2899259238,92.65,7.35,2992245205,2261140,179918674,5488648,52008378,3231922044
"Oak Bluffs","Dukes","MA",2009,2698019562,2028300,159091238,4923700,53583089,2917645889,92.54,7.46,3018330549,2269101,177978674,5508246,59944515,3264031085
"Oak Bluffs","Dukes","MA",2010,2656393324,1997400,155179816,4512300,55626226,2873709066,92.51,7.49,2923803943,2198472,170801272,4966539,61225940,3162996165
"Oak Bluffs","Dukes","MA",2011,2435217301,1894500,152795839,4381000,53323264,2647611904,92.05,7.95,2598345324,2021407,163031181,4674470,56895232,2824967615
"Oak Bluffs","Dukes","MA",2012,2395343697,1828500,127872343,3951900,52137679,2581134119,92.87,7.13,2503982050,1911430,133671862,4131134,54502330,2698198805
"Oak Bluffs","Dukes","MA",2013,2330490011,1701300,125972529,3951900,50534717,2512650457,92.82,7.18,2401017853,1752787,129784848,4071497,52064054,2588691038
"Oak Bluffs","Dukes","MA",2014,2339925454,1717300,124934286,3951900,51905350,2522434290,92.83,7.17,2372256389,1741028,126660513,4006504,52622530,2557286964
"Oak Bluffs","Dukes","MA",2015,2362620565,1449100,126940535,4257500,55037740,2550305440,92.7,7.3,2392425328,1467381,128541906,4311209,55732048,2582477872
"Oak Bluffs","Dukes","MA",2016,2473310551,2072300,128604449,4269700,63578130,2671835130,92.65,7.35,2473310551,2072300,128604449,4269700,63578130,2671835130
"Oak Bluffs","Dukes","MA",2017,2624461918,2052400,138542682,4744800,68111660,2837913460,92.55,7.45,2624461918,2052400,138542682,4744800,68111660,2837913460
"Tisbury","Dukes","MA",2003,1394112061,0,134424439,3190300,37239446,1568966246,88.86,11.14,1818460073,0,175341339,4161382,48574607,2046537401
"Tisbury","Dukes","MA",2004,1412976400,0,133428200,3215400,39176942,1588796942,88.93,11.07,1795257950,0,169527274,4085328,49776285,2018646838
"Tisbury","Dukes","MA",2005,1974896851,0,175139649,3566300,38103713,2191706513,90.11,9.89,2426979357,0,215231653,4382678,46826205,2693419893
"Tisbury","Dukes","MA",2006,2292061806,0,235691894,4311100,40798516,2572863316,89.09,10.91,2728724593,0,280593772,5132412,48571079,3063021855
"Tisbury","Dukes","MA",2007,2377584785,0,233760615,4568800,44678081,2660592281,89.36,10.64,2752153406,0,270587647,5288576,51716739,3079746369
"Tisbury","Dukes","MA",2008,2589409226,0,263141674,4921400,49145749,2906618049,89.09,10.91,2886519650,0,293334713,5486084,54784763,3240125210
"Tisbury","Dukes","MA",2009,2509021908,0,259951092,4695700,50967063,2824635763,88.83,11.17,2806894946,0,290812688,5253177,57017912,3159978724
"Tisbury","Dukes","MA",2010,2402939893,0,261986607,4695700,47837331,2717459531,88.43,11.57,2644836165,0,288359961,5168401,52652962,2991017489
"Tisbury","Dukes","MA",2011,2250878176,0,258837624,4040100,45210937,2558966837,87.96,12.04,2401657865,0,276176393,4310734,48239484,2730384476
"Tisbury","Dukes","MA",2012,2281507189,0,234320792,4005000,39408164,2559241145,89.15,10.85,2384982604,0,244948171,4186643,41195481,2675312898
"Tisbury","Dukes","MA",2013,2196677965,0,233030335,4007200,38345969,2472061469,88.86,11.14,2263156241,0,240082554,4128470,39506437,2546873702
"Tisbury","Dukes","MA",2014,2225110491,0,239427709,4008800,38085233,2506632233,88.77,11.23,2255855018,0,242735901,4064190,38611460,2541266568
"Tisbury","Dukes","MA",2015,2299904169,0,242077873,4053300,42983649,2589018991,88.83,11.17,2328917756,0,245131717,4104433,43525893,2621679799
"Tisbury","Dukes","MA",2016,2291624882,0,242187460,5831300,45474875,2585118517,88.65,11.35,2291624882,0,242187460,5831300,45474875,2585118517
"Tisbury","Dukes","MA",2017,2418792851,0,245529784,5918400,47367130,2717608165,89,11,2418792851,0,245529784,5918400,47367130,2717608165
"West Tisbury","Dukes","MA",2003,1582450375,0,41145425,2595000,20810107,1647000907,96.08,3.92,2064125908,0,53669511,3384881,27144410,2148324710
"West Tisbury","Dukes","MA",2004,1588744950,0,41386450,2666100,23266552,1656064052,95.93,4.07,2018580779,0,52583577,3387415,29561331,2104113102
"West Tisbury","Dukes","MA",2005,2125960870,0,52681830,3259300,21517069,2203419069,96.48,3.52,2612624119,0,64741464,4005401,26442638,2707813623
"West Tisbury","Dukes","MA",2006,2154446820,0,53818780,3446700,22389861,2234102161,96.43,3.57,2564892450,0,64071845,4103334,26655374,2659723003
"West Tisbury","Dukes","MA",2007,2387533453,0,59966247,4295800,23237526,2475033026,96.46,3.54,2763669403,0,69413428,4972567,26898404,2864953803
"West Tisbury","Dukes","MA",2008,2622810068,0,59881732,4334100,27116004,2714141904,96.63,3.37,2923752925,0,66752599,4831397,30227311,3025564233
"West Tisbury","Dukes","MA",2009,2519426031,0,58877969,4139100,29622558,2612065658,96.45,3.55,2818534255,0,65868007,4630497,33139371,2922172131
"West Tisbury","Dukes","MA",2010,2443116150,0,65375950,4130500,29931001,2542553601,96.09,3.91,2689056838,0,71957138,4546304,32944059,2798504339
"West Tisbury","Dukes","MA",2011,2333907233,0,64037167,3592400,31621647,2433158447,95.92,4.08,2490248793,0,68326828,3833044,33739888,2596148553
"West Tisbury","Dukes","MA",2012,2307610409,0,66412391,4403700,33259267,2411685767,95.68,4.32,2412269708,0,69424457,4603425,34767707,2521065297
"West Tisbury","Dukes","MA",2013,2276409772,0,66397028,4542200,33169271,2380518271,95.63,4.37,2345300979,0,68406408,4679661,34173076,2452560123
"West Tisbury","Dukes","MA",2014,2283193672,0,66319728,4542200,31886104,2385941704,95.69,4.31,2314740739,0,67236073,4604960,32326677,2418908449
"West Tisbury","Dukes","MA",2015,2282304149,0,69063951,6289800,35317960,2392975860,95.38,4.62,2311095710,0,69935202,6369147,35763501,2423163559
"West Tisbury","Dukes","MA",2016,2285784749,0,69139545,8396900,39409253,2402730447,95.13,4.87,2285784749,0,69139545,8396900,39409253,2402730447
"West Tisbury","Dukes","MA",2017,2413720715,0,69238788,8583600,40327780,2531870883,95.33,4.67,2413720715,0,69238788,8583600,40327780,2531870883
"Amesbury","Essex","MA",2003,1148620000,0,113354880,83431300,35101450,1380507630,83.2,16.8,1498243698,0,147858504,108826609,45785835,1800714645
"Amesbury","Essex","MA",2004,1358910775,0,125312975,85852600,35289450,1605365800,84.65,15.35,1726564841,0,159216470,109080069,44837030,2039698410
"Amesbury","Essex","MA",2005,1572893438,0,127858842,86454600,32004230,1819211110,86.46,13.54,1932951538,0,157127584,106245311,39330462,2235654894
"Amesbury","Essex","MA",2006,1763846361,0,134672079,91579760,32427870,2022526070,87.21,12.79,2099878341,0,160328580,109026704,38605733,2407839358
"Amesbury","Essex","MA",2007,1844922210,0,133863040,98836500,31076840,2108698590,87.49,12.51,2135574292,0,154952044,114407365,35972737,2440906437
"Amesbury","Essex","MA",2008,1762887693,0,149523527,101570180,31977433,2045958833,86.16,13.84,1965162522,0,166679949,113224406,35646544,2280713421
"Amesbury","Essex","MA",2009,1697130620,0,145912320,96999630,37177775,1977220345,85.83,14.17,1898615291,0,163235144,108515502,41591549,2211957487
"Amesbury","Essex","MA",2010,1632389706,0,143902844,95158230,36141665,1907592445,85.57,14.43,1796717156,0,158389083,104737505,39779931,2099623674
"Amesbury","Essex","MA",2011,1553273302,0,138088178,97656060,61948533,1850966073,83.92,16.08,1657322498,0,147338298,104197751,66098282,1974956830
"Amesbury","Essex","MA",2012,1543369026,0,136957354,94304060,67269603,1841900043,83.79,16.21,1613366943,0,143168914,98581124,70320547,1925437527
"Amesbury","Essex","MA",2013,1478695853,0,138642632,95180185,62402765,1774921435,83.31,16.69,1523445767,0,142838387,98060632,64291266,1828636052
"Amesbury","Essex","MA",2014,1464593499,0,138203916,95089225,61127705,1759014345,83.26,16.74,1484829903,0,140113490,96403080,61972311,1783318785
"Amesbury","Essex","MA",2015,1548406689,0,139143921,95923650,60608567,1844082827,83.97,16.03,1567940039,0,140899239,97133739,61373152,1867346170
"Amesbury","Essex","MA",2016,1611367672,0,142710063,97637475,65469939,1917185149,84.05,15.95,1611367672,0,142710063,97637475,65469939,1917185149
"Amesbury","Essex","MA",2017,1675943007,0,151397953,100863000,65878297,1994082257,84.05,15.95,1675943007,0,151397953,100863000,65878297,1994082257
"Andover","Essex","MA",2003,4467789501,8931200,641178403,685192600,110559980,5913651684,75.7,24.3,5827721493,11649731,836344049,893755545,144212876,7713683694
"Andover","Essex","MA",2004,4747196486,8756400,586983115,663066600,107565301,6113567902,77.79,22.21,6031553134,11125449,745791723,842459637,136667153,7767597096
"Andover","Essex","MA",2005,5020174746,9404900,575889705,635749200,109324908,6350543459,79.2,20.8,6169365490,11557818,707719203,781281404,134350964,7804274879
"Andover","Essex","MA",2006,5505185901,13976900,556557746,635623100,94200625,6805544272,81.1,18.9,6553983892,16639652,662588070,756716237,112146872,8102074723
"Andover","Essex","MA",2007,5856115241,12584400,582821925,640188000,99325718,7191035284,81.61,18.39,6778697276,14566967,674640650,741044271,114973655,8323922820
"Andover","Essex","MA",2008,5804052251,11936700,585151793,642310600,136301731,7179753075,81.01,18.99,6470012813,13306324,652292473,716009717,151941076,8003562404
"Andover","Essex","MA",2009,5754718281,11195300,583679742,649552900,161324140,7160470363,80.52,19.48,6437922925,12524415,652974656,726668327,180476668,8010566990
"Andover","Essex","MA",2010,5462980161,10866600,566418366,624853500,172538617,6837657244,80.05,19.95,6012920899,11960506,623437891,687755503,189907528,7525982326
"Andover","Essex","MA",2011,5259023861,10694100,552946894,592561900,201324807,6616551562,79.64,20.36,5611310354,11410466,589987175,632255874,214810962,7059774831
"Andover","Essex","MA",2012,5440621421,8010900,547695778,578692200,223484947,6798505246,80.14,19.86,5687375216,8374226,572535957,604938190,233620877,7106844467
"Andover","Essex","MA",2013,5441912945,8391900,544010554,574064300,234340227,6802719926,80.12,19.88,5606602078,8645865,560473997,591437263,241432088,7008591291
"Andover","Essex","MA",2014,5474892385,8409800,541616314,578490500,237117137,6840526136,80.16,19.84,5550539405,8525999,549099869,586483549,240393403,6935042226
"Andover","Essex","MA",2015,5793267930,7958400,580548306,601623300,246548798,7229946734,80.24,19.76,5866350752,8058796,587871998,609212855,249659043,7321153444
"Andover","Essex","MA",2016,6110208385,7256700,573623228,603476100,247911769,7542476182,81.11,18.89,6110208385,7256700,573623228,603476100,247911769,7542476182
"Andover","Essex","MA",2017,6184310780,7244800,577433480,601695200,294625929,7665310189,80.77,19.23,6184310780,7244800,577433480,601695200,294625929,7665310189
"Beverly","Essex","MA",2003,3676487220,612450,341040138,131726891,67720490,4217587189,87.18,12.82,4795557979,798871,444847937,171822695,88333650,5501361133
"Beverly","Essex","MA",2004,4066124286,662925,367339162,131176493,70702370,4636005236,87.72,12.28,5166216472,842280,466722976,166666366,89830936,5890279030
"Beverly","Essex","MA",2005,4680573646,688425,421026521,133896568,109515410,5345700570,87.57,12.43,5752024778,846015,517405593,164547433,134585074,6569408892
"Beverly","Essex","MA",2006,4980108088,719100,432325319,145688109,116409511,5675250127,87.76,12.24,5928873025,856096,514688010,173443284,138586793,6756447208
"Beverly","Essex","MA",2007,5067545620,719100,479387586,148841720,117185650,5813679676,87.18,12.82,5865895099,832388,554911095,172290490,135647270,6729576342
"Beverly","Essex","MA",2008,5126551337,735300,508106490,153911215,124735380,5914039722,86.7,13.3,5714775023,819669,566406944,171571083,139047595,6592620314
"Beverly","Essex","MA",2009,5019562747,712875,529181543,154531450,134030070,5838018685,85.99,14.01,5615489152,797508,592006389,172877544,149942224,6531112818
"Beverly","Essex","MA",2010,4820965219,712875,529349630,160128580,138945390,5650101694,85.34,14.66,5306276366,784638,582637564,176248212,152932578,6218879358
"Beverly","Essex","MA",2011,4694585306,704250,497260404,152865235,130273060,5475688255,85.75,14.25,5009061726,751426,530570411,163105226,138999668,5842488457
"Beverly","Essex","MA",2012,4672586650,704250,484818847,154629160,128951460,5441690367,85.88,14.12,4884507017,736191,506807308,161642207,134799921,5688492643
"Beverly","Essex","MA",2013,4580816733,704250,486290841,151729935,128984340,5348526099,85.66,14.34,4719446428,725563,501007507,156321753,132887805,5510389057
"Beverly","Essex","MA",2014,4586999156,704250,493013665,144775235,125558520,5351050826,85.73,14.27,4650378085,713981,499825674,146775606,127293372,5424986718
"Beverly","Essex","MA",2015,4789918258,698100,519567140,152274105,128635610,5591093213,85.68,14.32,4850343694,706907,526121546,154195062,130258365,5661625574
"Beverly","Essex","MA",2016,4857668837,698100,520510410,151322805,135255500,5665455652,85.75,14.25,4857668837,698100,520510410,151322805,135255500,5665455652
"Beverly","Essex","MA",2017,5086534146,698100,532599180,142777430,150009540,5912618396,86.04,13.96,5086534146,698100,532599180,142777430,150009540,5912618396
"Boxford","Essex","MA",2003,1368876300,2455800,13522500,596500,15730568,1401181668,97.87,2.13,1785542903,3203311,17638558,778066,20518731,1827681568
"Boxford","Essex","MA",2004,1381153400,2129900,11936200,572100,17356479,1413148079,97.89,2.11,1754825220,2706146,15165546,726882,22052284,1795476077
"Boxford","Essex","MA",2005,1643083800,2368600,12857600,648100,32094717,1691052817,97.3,2.7,2019209491,2910807,15800891,796459,39441663,2078159311
"Boxford","Essex","MA",2006,1828642700,0,14300900,616200,31676038,1875235838,97.52,2.48,2177019090,0,17025378,733593,37710669,2232488729
"Boxford","Essex","MA",2007,1831450300,0,13444700,611000,34134181,1879640181,97.44,2.56,2119979995,0,15562800,707258,39511736,2175761789
"Boxford","Essex","MA",2008,1839702500,0,13466800,630000,36389628,1890188928,97.33,2.67,2050791108,0,15011989,702287,40564997,2107070380
"Boxford","Essex","MA",2009,1763664900,0,13464900,1226500,41963201,1820319501,96.89,3.11,1973048573,0,15063463,1372111,46945105,2036429252
