Municipal,Fiscal_Year,Total_Budget,Residential,Open_Space,Commercial,Industrial,Personal_Property,Total_Levy,Inflation_Adjusted_Residential,Inflation_Adjusted_Open_Space,Inflation_Adjusted_Commercial,Inflation_Adjusted_Industrial,Inflation_Adjusted_Personal_Property,Inflation_Adjusted_Total_Levy,Percentage_of_Residential,Percentage_of_Open_Space,Percentage_of_Commercial,Percentage_of_Industrial,Percentage_of_Personal_Property,Total_Levy_Pct_Change,Total_Levy_Million,Residential_Million,Open_Space_Million,Commercial_Million,Industrial_Million,Personal_Property_Million
Duxbury,2011,62902478.58,40600633,0,1107490,29226,508980,42246329,45323857,0,1236328,32626,568192,47161003,96.1,0,2.62,0.07,1.2,11.3,47.16,45.32,0,1.24,0.03,0.57
Duxbury,2012,66755276.31,42299750,0,1222976,39224,574811,44136761,46263244,0,1337569,42899,628671,48272384,95.84,0,2.77,0.09,1.3,13.9,48.27,46.26,0,1.34,0.04,0.63
Duxbury,2013,66414425.96,43650449,0,1308382,38821,618482,45616134,47051315,0,1410320,41846,666669,49170150,95.69,0,2.87,0.09,1.36,16,49.17,47.05,0,1.41,0.04,0.67
Duxbury,2014,76476143,50602547,0,1527526,44894,741116,52916083,53674362,0,1620254,47619,786105,56128341,95.63,0,2.89,0.08,1.4,32.4,56.13,53.67,0,1.62,0.05,0.79
Duxbury,2015,74919544,52516968,0,1417744,64412,701039,54700163,55638955,0,1502025,68241,742714,57951935,96.01,0,2.59,0.12,1.28,36.7,57.95,55.64,0,1.5,0.07,0.74
Duxbury,2016,80650201,54120532,0,1556901,46804,752193,56476430,64712340,0,1861599,55964,899403,67529306,95.83,0,2.76,0.08,1.33,59.3,67.53,64.71,0,1.86,0.06,0.9
Duxbury,2017,78817672,55695530,0,1564684,46684,820051,58126949,57055881,0,1602901,47824,840081,59546686,95.82,0,2.69,0.08,1.41,40.5,59.55,57.06,0,1.6,0.05,0.84
Duxbury,2018,83769295,58163174,0,1517391,39947,889440,60609952,58163174,0,1517391,39947,889440,60609952,95.96,0,2.5,0.07,1.47,43,60.61,58.16,0,1.52,0.04,0.89
East Bridgewater,2003,31261637.33,11454811,0,727542,645299,299851,13127503,15632518,0,992885,880647,409210,17915260,87.26,0,5.54,4.92,2.28,0,17.92,15.63,0,0.99,0.88,0.41
East Bridgewater,2004,31267171.66,12594518,0,617901,438766,197806,13848991,16742041,0,821383,583257,262946,18409627,90.94,0,4.46,3.17,1.43,2.8,18.41,16.74,0,0.82,0.58,0.26
East Bridgewater,2005,32594628.06,14001056,0,644452,440575,204512,15290595,18001860,0,828604,566469,262951,19659884,91.57,0,4.21,2.88,1.34,9.7,19.66,18,0,0.83,0.57,0.26
East Bridgewater,2006,33326394.64,14875559,0,645280,432458,211455,16164752,18528557,0,803742,538657,263382,20134337,92.02,0,3.99,2.68,1.31,12.4,20.13,18.53,0,0.8,0.54,0.26
East Bridgewater,2007,37033664.04,16049623,0,740444,467514,213572,17471153,19437319,0,896734,566195,258652,21158901,91.86,0,4.24,2.68,1.22,18.1,21.16,19.44,0,0.9,0.57,0.26
East Bridgewater,2008,39101305.95,16705769,0,888365,466143,274821,18335098,19483869,0,1036096,543661,320523,21384149,91.11,0,4.85,2.54,1.5,19.4,21.38,19.48,0,1.04,0.54,0.32
East Bridgewater,2009,41251523.85,17324089,0,1018349,513452,327095,19182985,20277155,0,1191937,600975,382852,22452919,90.31,0,5.31,2.68,1.71,25.3,22.45,20.28,0,1.19,0.6,0.38
East Bridgewater,2010,41032890.9,17859092,0,1127776,544304,466791,19997963,20566015,0,1298714,626805,537543,23029077,89.3,0,5.64,2.72,2.33,28.5,23.03,20.57,0,1.3,0.63,0.54
East Bridgewater,2011,40041422.32,18475238,0,1187146,580031,510850,20753265,20624532,0,1325251,647508,570279,23167570,89.02,0,5.72,2.79,2.46,29.3,23.17,20.62,0,1.33,0.65,0.57
East Bridgewater,2012,44424397.86,21184020,0,1404473,664192,689136,23941821,23168967,0,1536072,726427,753708,26185174,88.48,0,5.87,2.77,2.88,46.2,26.19,23.17,0,1.54,0.73,0.75
East Bridgewater,2013,44107743.68,21989134,0,1428740,702446,559212,24679532,23702338,0,1540055,757175,602781,26602348,89.1,0,5.79,2.85,2.27,48.5,26.6,23.7,0,1.54,0.76,0.6
East Bridgewater,2014,45566484,22605123,0,1585806,753205,648340,25592474,23977361,0,1682072,798928,687697,27146059,88.33,0,6.2,2.94,2.53,51.5,27.15,23.98,0,1.68,0.8,0.69
East Bridgewater,2015,47415379,23626096,0,1619009,778916,672369,26696390,25030602,0,1715255,825220,712339,28283416,88.5,0,6.06,2.92,2.52,57.9,28.28,25.03,0,1.72,0.83,0.71
East Bridgewater,2016,49470737,24445038,0,1663369,796507,610766,27515680,29229122,0,1988903,952390,730298,32900712,88.84,0,6.05,2.89,2.22,83.6,32.9,29.23,0,1.99,0.95,0.73
East Bridgewater,2017,51459660,25393573,0,1713218,775675,626522,28508988,26013805,0,1755063,794621,641825,29205314,89.07,0,6.01,2.72,2.2,63,29.21,26.01,0,1.76,0.79,0.64
East Bridgewater,2018,52021741,26166733,0,1737470,837635,607049,29348887,26166733,0,1737470,837635,607049,29348887,89.16,0,5.92,2.85,2.07,63.8,29.35,26.17,0,1.74,0.84,0.61
East Brookfield,2003,3228735.94,1623523,0,132261,22275,40322,1818381,2215641,0,180498,30399,55028,2481566,89.28,0,7.27,1.22,2.22,0,2.48,2.22,0,0.18,0.03,0.06
East Brookfield,2004,2866101.05,1658489,0,130484,25434,57083,1871490,2204649,0,173454,33810,75881,2487794,88.62,0,6.97,1.36,3.05,0.3,2.49,2.2,0,0.17,0.03,0.08
East Brookfield,2005,3267150.37,1958741,0,115764,21659,42216,2138380,2518451,0,148844,27848,54279,2749422,91.6,0,5.41,1.01,1.97,10.8,2.75,2.52,0,0.15,0.03,0.05
East Brookfield,2006,3728522.6,2096542,0,136492,20757,40007,2293798,2611391,0,170010,25854,49832,2857087,91.4,0,5.95,0.9,1.74,15.1,2.86,2.61,0,0.17,0.03,0.05
East Brookfield,2007,3404465.03,1940642,0,123920,18664,34704,2117930,2350266,0,150077,22604,42029,2564975,91.63,0,5.85,0.88,1.64,3.4,2.56,2.35,0,0.15,0.02,0.04
East Brookfield,2008,4081686.16,2403085,0,161473,25613,40281,2630452,2802708,0,188325,29872,46980,3067885,91.36,0,6.14,0.97,1.53,23.6,3.07,2.8,0,0.19,0.03,0.05
East Brookfield,2009,4066936.53,2514732,0,174126,27705,46248,2762811,2943393,0,203808,32428,54131,3233760,91.02,0,6.3,1,1.67,30.3,3.23,2.94,0,0.2,0.03,0.05
East Brookfield,2010,4313520.45,2599190,0,181074,26527,54436,2861227,2993152,0,208520,30548,62687,3294906,90.84,0,6.33,0.93,1.9,32.8,3.29,2.99,0,0.21,0.03,0.06
East Brookfield,2011,4846479.37,2791615,0,187756,29667,58418,3067456,3116374,0,209598,33118,65214,3424305,91.01,0,6.12,0.97,1.9,38,3.42,3.12,0,0.21,0.03,0.07
East Brookfield,2012,4337708.02,2886570,0,193235,29681,59653,3169139,3157042,0,211341,32462,65242,3466088,91.08,0,6.1,0.94,1.88,39.7,3.47,3.16,0,0.21,0.03,0.07
East Brookfield,2013,4550165.64,2944028,0,200852,33152,61631,3239663,3173401,0,216501,35735,66433,3492070,90.87,0,6.2,1.02,1.9,40.7,3.49,3.17,0,0.22,0.04,0.07
East Brookfield,2014,4660201,3077661,0,218686,41150,73517,3411014,3264490,0,231961,43648,77980,3618079,90.23,0,6.41,1.21,2.16,45.8,3.62,3.26,0,0.23,0.04,0.08
East Brookfield,2015,4854653,3086977,0,218790,42803,80468,3429038,3270489,0,231796,45348,85252,3632885,90.02,0,6.38,1.25,2.35,46.4,3.63,3.27,0,0.23,0.05,0.09
East Brookfield,2016,5489204,3119539,0,227343,39557,84749,3471188,3730057,0,271836,47299,101335,4150526,89.87,0,6.55,1.14,2.44,67.3,4.15,3.73,0,0.27,0.05,0.1
East Brookfield,2017,5195156,3113253,0,220575,40527,217339,3591694,3189293,0,225962,41517,222647,3679420,86.68,0,6.14,1.13,6.05,48.3,3.68,3.19,0,0.23,0.04,0.22
East Brookfield,2018,5903067,3244756,0,226051,39469,209618,3719894,3244756,0,226051,39469,209618,3719894,87.23,0,6.08,1.06,5.64,49.9,3.72,3.24,0,0.23,0.04,0.21
East Longmeadow,2003,36676130.59,17890106,0,2331873,2158971,581758,22962708,24414842,0,3182335,2946374,793932,31337482,77.91,0,10.16,9.4,2.53,0,31.34,24.41,0,3.18,2.95,0.79
East Longmeadow,2004,37207276.26,19056236,1716,2462724,2099621,627153,24247450,25331679,2281,3273728,2791051,833682,32232422,78.59,0.01,10.16,8.66,2.59,2.9,32.23,25.33,0,3.27,2.79,0.83
East Longmeadow,2005,38829617.44,20218289,0,2114583,1812305,440828,24586005,25995668,0,2718825,2330171,566795,31611459,82.23,0,8.6,7.37,1.79,0.9,31.61,26,0,2.72,2.33,0.57
East Longmeadow,2006,44073453.5,21937843,0,2181187,1894216,451022,26464268,27325129,0,2716822,2359379,561780,32963110,82.9,0,8.24,7.16,1.7,5.2,32.96,27.33,0,2.72,2.36,0.56
East Longmeadow,2007,44755803.93,23196233,0,2195949,1873587,433188,27698957,28092410,0,2659462,2269057,524624,33545553,83.74,0,7.93,6.76,1.56,7,33.55,28.09,0,2.66,2.27,0.52
East Longmeadow,2008,48727887.82,24253553,0,2419143,1964001,489948,29126645,28286819,0,2821436,2290606,571424,33970286,83.27,0,8.31,6.74,1.68,8.4,33.97,28.29,0,2.82,2.29,0.57
East Longmeadow,2009,53169732.36,25048271,0,2510537,1986476,584189,30129473,29318002,0,2938483,2325091,683770,35265346,83.14,0,8.33,6.59,1.94,12.5,35.27,29.32,0,2.94,2.33,0.68
East Longmeadow,2010,51571826.25,25928042,0,2642900,1996030,630176,31197148,29857985,0,3043487,2298571,725693,35925736,83.11,0,8.47,6.4,2.02,14.6,35.93,29.86,0,3.04,2.3,0.73
East Longmeadow,2011,51721144.54,26219214,0,2669370,2013138,682569,31584291,29269394,0,2979908,2247334,761975,35258610,83.01,0,8.45,6.37,2.16,12.5,35.26,29.27,0,2.98,2.25,0.76
East Longmeadow,2012,55253518.58,27572489,0,2852694,2249559,745742,33420484,30156036,0,3119992,2460343,815618,36551989,82.5,0,8.54,6.73,2.23,16.6,36.55,30.16,0,3.12,2.46,0.82
East Longmeadow,2013,56893390.53,27296191,0,2806223,2211039,727266,33040719,29422875,0,3024860,2383304,783928,35614967,82.61,0,8.49,6.69,2.2,13.6,35.61,29.42,0,3.02,2.38,0.78
East Longmeadow,2014,59709631,29943835,0,3059107,2417918,826954,36247814,31761568,0,3244809,2564697,877154,38448229,82.61,0,8.44,6.67,2.28,22.7,38.45,31.76,0,3.24,2.56,0.88
East Longmeadow,2015,58599330,30558737,0,3411951,2290644,1131820,37393152,32375369,0,3614782,2426816,1199104,39616071,81.72,0,9.12,6.13,3.03,26.4,39.62,32.38,0,3.61,2.43,1.2
East Longmeadow,2016,62206500,31493081,0,3497483,2292903,1105518,38388985,37656521,0,4181968,2741642,1321876,45902007,82.04,0,9.11,5.97,2.88,46.5,45.9,37.66,0,4.18,2.74,1.32
East Longmeadow,2017,59923744,31777186,0,3577905,2256056,1311258,38922405,32553337,0,3665295,2311160,1343285,39873076,81.64,0,9.19,5.8,3.37,27.2,39.87,32.55,0,3.67,2.31,1.34
East Longmeadow,2018,63911268,32815893,0,3868569,2218214,1193226,40095902,32815893,0,3868569,2218214,1193226,40095902,81.84,0,9.65,5.53,2.98,27.9,40.1,32.82,0,3.87,2.22,1.19
Eastham,2003,15344620.38,10695209,0,393424,36583,311084,11436300,14595880,0,536910,49925,424540,15607255,93.52,0,3.44,0.32,2.72,0,15.61,14.6,0,0.54,0.05,0.42
Eastham,2004,16592276.53,11402628,0,367024,26320,172577,11968549,15157648,0,487889,34987,229409,15909933,95.27,0,3.07,0.22,1.44,1.9,15.91,15.16,0,0.49,0.03,0.23
Eastham,2005,17713805.64,12402179,0,397529,28888,175942,13004538,15946103,0,511123,37143,226217,16720586,95.37,0,3.06,0.22,1.35,7.1,16.72,15.95,0,0.51,0.04,0.23
Eastham,2006,19114663.5,12977697,0,369069,29052,183567,13559385,16164636,0,459701,36186,228646,16889169,95.71,0,2.72,0.21,1.35,8.2,16.89,16.16,0,0.46,0.04,0.23
Eastham,2007,18932245.84,13437100,0,383494,29849,95388,13945831,16273355,0,464441,36149,115522,16889467,96.35,0,2.75,0.21,0.68,8.2,16.89,16.27,0,0.46,0.04,0.12
Eastham,2008,20861750.6,14677881,0,414891,43261,112292,15248325,17118752,0,483886,50455,130966,17784058,96.26,0,2.72,0.28,0.74,13.9,17.78,17.12,0,0.48,0.05,0.13
Eastham,2009,21669314.7,14947161,0,424932,43668,127136,15542897,17495056,0,497366,51112,148808,18192341,96.17,0,2.73,0.28,0.82,16.6,18.19,17.5,0,0.5,0.05,0.15
Eastham,2010,21354390.95,15322701,0,459758,44901,139861,15967221,17645181,0,529444,51707,161060,18387391,95.96,0,2.88,0.28,0.88,17.8,18.39,17.65,0,0.53,0.05,0.16
Eastham,2011,22133878.98,15640257,0,471768,46567,154497,16313089,17459747,0,526651,51984,172470,18210852,95.88,0,2.89,0.29,0.95,16.7,18.21,17.46,0,0.53,0.05,0.17
Eastham,2012,23193944.09,16513845,0,488642,48676,163359,17214522,18061195,0,534428,53237,178666,18827526,95.93,0,2.84,0.28,0.95,20.6,18.83,18.06,0,0.53,0.05,0.18
Eastham,2013,23644677.78,16794269,0,492997,50990,165353,17503609,18102734,0,531407,54963,178236,18867339,95.95,0,2.82,0.29,0.94,20.9,18.87,18.1,0,0.53,0.05,0.18
Eastham,2014,26127895,17805936,0,515537,53872,177044,18552389,18886841,0,546833,57142,187791,19678607,95.98,0,2.78,0.29,0.95,26.1,19.68,18.89,0,0.55,0.06,0.19
Eastham,2015,26871929,18122873,0,510220,54172,184496,18871761,19200227,0,540551,57392,195464,19993635,96.03,0,2.7,0.29,0.98,28.1,19.99,19.2,0,0.54,0.06,0.2
Eastham,2016,27964440,19491438,0,535538,56844,194176,20277996,23306064,0,640347,67969,232178,24246557,96.12,0,2.64,0.28,0.96,55.4,24.25,23.31,0,0.64,0.07,0.23
Eastham,2017,30072134,21121879,0,573409,73799,215331,21984418,21637776,0,587414,75602,220590,22521382,96.08,0,2.61,0.34,0.98,44.3,22.52,21.64,0,0.59,0.08,0.22
Eastham,2018,31431495,22804589,0,614923,78629,227292,23725433,22804589,0,614923,78629,227292,23725433,96.12,0,2.59,0.33,0.96,52,23.73,22.8,0,0.61,0.08,0.23
Easthampton,2003,30530016.3,10544426,0,789934,651741,460006,12446107,14390104,0,1078032,889439,627776,16985351,84.72,0,6.35,5.24,3.7,0,16.99,14.39,0,1.08,0.89,0.63
Easthampton,2004,31014626.19,11205059,0,814668,601910,398564,13020201,14895017,0,1082948,800126,529816,17307907,86.06,0,6.26,4.62,3.06,1.9,17.31,14.9,0,1.08,0.8,0.53
Easthampton,2005,31024042.58,11757517,0,789121,574057,354223,13474918,15117229,0,1014612,738094,455442,17325378,87.25,0,5.86,4.26,2.63,2,17.33,15.12,0,1.01,0.74,0.46
Easthampton,2006,32556450.66,12689671,0,809508,490466,339960,14329605,15805879,0,1008299,610910,423444,17848532,88.56,0,5.65,3.42,2.37,5.1,17.85,15.81,0,1.01,0.61,0.42
Easthampton,2007,36120074.14,13499585,0,850944,520523,350578,15221630,16349029,0,1030558,630393,424577,18434557,88.69,0,5.59,3.42,2.3,8.5,18.43,16.35,0,1.03,0.63,0.42
Easthampton,2008,36737063.01,14076378,0,880839,538639,374524,15870380,16417222,0,1027319,628212,436806,18509559,88.7,0,5.55,3.39,2.36,9,18.51,16.42,0,1.03,0.63,0.44
Easthampton,2009,38379952.63,14512900,0,892272,554083,448435,16407690,16986770,0,1044369,648532,524875,19204547,88.45,0,5.44,3.38,2.73,13.1,19.2,16.99,0,1.04,0.65,0.52
Easthampton,2010,36928442.13,15272436,0,974151,569862,446877,17263326,17587297,0,1121804,656237,514611,19879948,88.47,0,5.64,3.3,2.59,17,19.88,17.59,0,1.12,0.66,0.51
Easthampton,2011,37683763.73,15598177,0,1084478,574003,520871,17777529,17412772,0,1210639,640779,581466,19845656,87.74,0,6.1,3.23,2.93,16.8,19.85,17.41,0,1.21,0.64,0.58
Easthampton,2012,38068095.88,16341598,0,1147738,600173,510967,18600476,17872809,0,1255281,656409,558845,20343344,87.86,0,6.17,3.23,2.75,19.8,20.34,17.87,0,1.26,0.66,0.56
Easthampton,2013,39778456.22,17685368,0,1357932,740096,545525,20328921,19063259,0,1463730,797758,588028,21912775,87,0,6.68,3.64,2.68,29,21.91,19.06,0,1.46,0.8,0.59
Easthampton,2014,40834443,18315144,0,1432674,730700,598954,21077472,19426960,0,1519644,775057,635313,22356975,86.89,0,6.8,3.47,2.84,31.6,22.36,19.43,0,1.52,0.78,0.64
Easthampton,2015,42313585,18759833,0,1472973,755738,668223,21656767,19875053,0,1560537,800665,707947,22944201,86.62,0,6.8,3.49,3.09,35.1,22.94,19.88,0,1.56,0.8,0.71
Easthampton,2016,44598762,19433570,0,1501525,727587,717375,22380057,23236870,0,1795385,869981,857771,26760008,86.83,0,6.71,3.25,3.21,57.5,26.76,23.24,0,1.8,0.87,0.86
Easthampton,2017,45321848,20191249,0,1594105,726673,765272,23277299,20684416,0,1633041,744422,783964,23845842,86.74,0,6.85,3.12,3.29,40.4,23.85,20.68,0,1.63,0.74,0.78
Easthampton,2018,45137209,20769962,0,1577796,758403,762482,23868643,20769962,0,1577796,758403,762482,23868643,87.02,0,6.61,3.18,3.19,40.5,23.87,20.77,0,1.58,0.76,0.76
Easton,2003,46451874.22,22922901,0,1470184,1018862,396010,25807957,31283157,0,2006378,1390453,540440,35220427,88.82,0,5.7,3.95,1.53,0,35.22,31.28,0,2.01,1.39,0.54
Easton,2004,48519236.36,24325711,0,1523292,1031126,344360,27224489,32336455,0,2024930,1370688,457762,36189835,89.35,0,5.6,3.79,1.26,2.8,36.19,32.34,0,2.02,1.37,0.46
Easton,2005,51981153.25,26181972,0,1518849,969272,335009,29005102,33663474,0,1952860,1246242,430738,37293314,90.27,0,5.24,3.34,1.16,5.9,37.29,33.66,0,1.95,1.25,0.43
Easton,2006,54595608.04,28340862,0,1681810,983303,344878,31350853,35300540,0,2094813,1224773,429570,39049696,90.4,0,5.36,3.14,1.1,10.9,39.05,35.3,0,2.09,1.22,0.43
Easton,2007,60225181.63,31932616,0,2513337,1267696,351985,36065634,38672837,0,3043843,1535277,426281,43678238,88.54,0,6.97,3.51,0.98,24,43.68,38.67,0,3.04,1.54,0.43
Easton,2008,65943644.27,33025331,0,2869710,1343013,412758,37650812,38517307,0,3346931,1566351,481398,43911987,87.71,0,7.62,3.57,1.1,24.7,43.91,38.52,0,3.35,1.57,0.48
Easton,2009,67501362.6,34307835,0,3143490,1410045,571891,39433261,40155952,0,3679330,1650401,669376,46155059,87,0,7.97,3.58,1.45,31,46.16,40.16,0,3.68,1.65,0.67
Easton,2010,68439670.01,35783114,0,3401877,1457960,618442,41261393,41206802,0,3917503,1678945,712180,47515430,86.72,0,8.24,3.53,1.5,34.9,47.52,41.21,0,3.92,1.68,0.71
Easton,2011,76397376.56,36597199,0,3757827,1521230,791092,42667348,40854689,0,4194989,1698200,883123,47631001,85.77,0,8.81,3.57,1.85,35.2,47.63,40.85,0,4.19,1.7,0.88
Easton,2012,70514889.85,37958785,0,3832164,1470150,803082,44064181,41515530,0,4191238,1607903,878331,48193003,86.14,0,8.7,3.34,1.82,36.8,48.19,41.52,0,4.19,1.61,0.88
Easton,2013,73228325.31,38996191,0,4061792,1618012,846548,45522543,42034438,0,4378252,1744074,912504,49069267,85.66,0,8.92,3.55,1.86,39.3,49.07,42.03,0,4.38,1.74,0.91
Easton,2014,76162104,40418672,0,4068230,1687875,916686,47091463,42872277,0,4315191,1790337,972333,49950139,85.83,0,8.64,3.58,1.95,41.8,49.95,42.87,0,4.32,1.79,0.97
Easton,2015,80757157,42054846,0,4092112,1708110,1086793,48941861,44554889,0,4335377,1809652,1151400,51851318,85.93,0,8.36,3.49,2.22,47.2,51.85,44.55,0,4.34,1.81,1.15
Easton,2016,81828113,44071986,0,3962187,1650494,1058895,50743562,52697216,0,4737618,1973508,1266129,60674471,86.85,0,7.81,3.25,2.09,72.3,60.67,52.7,0,4.74,1.97,1.27
Easton,2017,87510991,45647030,0,4067435,1683235,1101959,52499659,46761948,0,4166781,1724348,1128874,53781951,86.95,0,7.75,3.21,2.1,52.7,53.78,46.76,0,4.17,1.72,1.13
Easton,2018,90411111,47910053,0,4063728,1678915,1092094,54744790,47910053,0,4063728,1678915,1092094,54744790,87.52,0,7.42,3.07,1.99,55.4,54.74,47.91,0,4.06,1.68,1.09
Edgartown,2003,19632401.95,12321490,13024,794140,8462,210042,13347158,16815285,17774,1083772,11548,286647,18215026,92.32,0.1,5.95,0.06,1.57,0,18.22,16.82,0.02,1.08,0.01,0.29
Edgartown,2004,21659489.05,14179453,11497,840730,9319,211773,15252772,18848914,15283,1117592,12388,281512,20275690,92.96,0.08,5.51,0.06,1.39,11.3,20.28,18.85,0.02,1.12,0.01,0.28
Edgartown,2005,23623316.35,15412696,17831,882415,10247,196015,16519204,19816876,22926,1134565,13175,252026,21239569,93.3,0.11,5.34,0.06,1.19,16.6,21.24,19.82,0.02,1.13,0.01,0.25
Edgartown,2006,26633013.34,16785145,12853,1003969,11390,212431,18025788,20907080,16009,1250514,14187,264598,22452389,93.12,0.07,5.57,0.06,1.18,23.3,22.45,20.91,0.02,1.25,0.01,0.26
Edgartown,2007,27525875.63,16760629,12842,1026082,12203,211102,18022858,20298402,15553,1242664,14779,255661,21827058,93,0.07,5.69,0.07,1.17,19.8,21.83,20.3,0.02,1.24,0.01,0.26
Edgartown,2008,30043295.16,17825902,0,1065720,11108,232714,19135444,20790276,0,1242945,12955,271413,22317589,93.16,0,5.57,0.06,1.22,22.5,22.32,20.79,0,1.24,0.01,0.27
Edgartown,2009,32295305.77,18589318,0,1156124,11721,259281,20016444,21758055,0,1353197,13719,303478,23428449,92.87,0,5.78,0.06,1.3,28.6,23.43,21.76,0,1.35,0.01,0.3
Edgartown,2010,30487249.31,19319144,0,1229780,12013,291790,20852727,22247369,0,1416179,13834,336017,24013399,92.65,0,5.9,0.06,1.4,31.8,24.01,22.25,0,1.42,0.01,0.34
Edgartown,2011,31787589.22,20617225,0,1354271,13199,332768,22317463,23015704,0,1511818,14734,371480,24913737,92.38,0,6.07,0.06,1.49,36.8,24.91,23.02,0,1.51,0.01,0.37
Edgartown,2012,32954537.3,21213564,0,1291556,12954,348152,22866226,23201279,0,1412575,14168,380774,25008796,92.77,0,5.65,0.06,1.52,37.3,25.01,23.2,0,1.41,0.01,0.38
Edgartown,2013,34208068.26,21716528,0,1323826,13074,369437,23422865,23408493,0,1426967,14093,398220,25247773,92.72,0,5.65,0.06,1.58,38.6,25.25,23.41,0,1.43,0.01,0.4
Edgartown,2014,35763430,22646746,0,1417775,13874,392799,24471194,24021511,0,1503841,14716,416644,25956712,92.54,0,5.79,0.06,1.61,42.5,25.96,24.02,0,1.5,0.01,0.42
Edgartown,2015,36756990,22687897,0,1274001,12604,413326,24387828,24036629,0,1349737,13353,437897,25837616,93.03,0,5.22,0.05,1.69,41.8,25.84,24.04,0,1.35,0.01,0.44
Edgartown,2016,39493521,24504508,0,1328194,43385,465570,26341657,29300230,0,1588132,51876,556686,31496924,93.03,0,5.04,0.16,1.77,72.9,31.5,29.3,0,1.59,0.05,0.56
Edgartown,2017,41235964,25879753,0,1307342,37082,482573,27706750,26511860,0,1339274,37988,494360,28383481,93.41,0,4.72,0.13,1.74,55.8,28.38,26.51,0,1.34,0.04,0.49
Edgartown,2018,46073732,29905828,0,1428155,25318,576927,31936228,29905828,0,1428155,25318,576927,31936228,93.64,0,4.47,0.08,1.81,75.3,31.94,29.91,0,1.43,0.03,0.58
Egremont,2003,3087887.1,2095810,0,109741,0,58197,2263748,2860177,0,149765,0,79422,3089364,92.58,0,4.85,0,2.57,0,3.09,2.86,0,0.15,0,0.08
Egremont,2004,3086491.96,2310358,0,121040,0,54329,2485727,3071186,0,160900,0,72220,3304306,92.94,0,4.87,0,2.19,7,3.3,3.07,0,0.16,0,0.07
Egremont,2005,3334791.97,2382916,0,118614,0,48698,2550228,3063835,0,152508,0,62613,3278956,93.44,0,4.65,0,1.91,6.1,3.28,3.06,0,0.15,0,0.06
Egremont,2006,3230122.77,2320933,0,117343,0,39107,2477383,2890886,0,146159,0,48711,3085755,93.68,0,4.74,0,1.58,-0.1,3.09,2.89,0,0.15,0,0.05
Egremont,2007,3573445.63,2377613,0,120216,0,52932,2550761,2879471,0,145591,0,64105,3089166,93.21,0,4.71,0,2.08,0,3.09,2.88,0,0.15,0,0.06
Egremont,2008,3737012.34,2617918,0,128528,0,50757,2797203,3053267,0,149902,0,59198,3262366,93.59,0,4.59,0,1.81,5.6,3.26,3.05,0,0.15,0,0.06
Egremont,2009,3886167.35,2733026,0,126651,0,51210,2910887,3198898,0,148240,0,59939,3407077,93.89,0,4.35,0,1.76,10.3,3.41,3.2,0,0.15,0,0.06
Egremont,2010,3869877.02,2878973,0,139535,36,56135,3074679,3315342,0,160684,41,64643,3540712,93.63,0,4.54,0,1.83,14.6,3.54,3.32,0,0.16,0,0.06
Egremont,2011,3775346.02,2747445,0,118971,37,57266,2923719,3067066,0,132811,41,63928,3263846,93.97,0,4.07,0,1.96,5.6,3.26,3.07,0,0.13,0,0.06
Egremont,2012,4130628.08,2883389,0,121201,39,61190,3065819,3153563,0,132558,43,66924,3353087,94.05,0,3.95,0,2,8.5,3.35,3.15,0,0.13,0,0.07
Egremont,2013,3975471.31,2843011,0,113360,39,65596,3022006,3064514,0,122192,42,70707,3257455,94.08,0,3.75,0,2.17,5.4,3.26,3.06,0,0.12,0,0.07
Egremont,2014,4157154,2972958,0,119682,0,57466,3150106,3153431,0,126947,0,60954,3341332,94.38,0,3.8,0,1.82,8.2,3.34,3.15,0,0.13,0,0.06
Egremont,2015,4207021,3194786,0,127470,0,60178,3382434,3384707,0,135048,0,63755,3583510,94.45,0,3.77,0,1.78,16,3.58,3.38,0,0.14,0,0.06
Egremont,2016,5017554,3333870,0,134663,0,60527,3529060,3986334,0,161018,0,72373,4219724,94.47,0,3.82,0,1.72,36.6,4.22,3.99,0,0.16,0,0.07
Egremont,2017,4910224,3440535,0,137495,0,63160,3641190,3524569,0,140853,0,64703,3730125,94.49,0,3.78,0,1.73,20.7,3.73,3.52,0,0.14,0,0.06
Egremont,2018,5028635,3595731,0,138546,0,64290,3798567,3595731,0,138546,0,64290,3798567,94.66,0,3.65,0,1.69,23,3.8,3.6,0,0.14,0,0.06
